# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 30K of event 'cycles'
# Event count (approx.): 42137420497
#
# Overhead  Command      Shared Object       Symbol                                                                                                         
# ........  ...........  ..................  ...............................................................................................................
#
     0.01%  reservation  reservation         [.] reflect.name.tag
     0.01%  reservation  [kernel.kallsyms]   [k] timerqueue_del
     0.01%  reservation  reservation         [.] github.com/uber/jaeger-client-go.TraceIDFromString
     0.01%  reservation  reservation         [.] runtime.(*pageAlloc).allocToCache
     0.01%  reservation  reservation         [.] google.golang.org/grpc/transport.(*transportReader).Read
     0.01%  reservation  [kernel.kallsyms]   [k] __legitimize_mnt
     0.01%  reservation  reservation         [.] runtime.runtimer
     0.01%  reservation  [kernel.kallsyms]   [k] napi_gro_receive
     0.01%  reservation  reservation         [.] strconv.Atoi
     0.01%  reservation  reservation         [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFreeConn.dwrap.2
     0.01%  reservation  [kernel.kallsyms]   [k] __do_sys_newfstatat
     0.01%  reservation  [kernel.kallsyms]   [k] native_smp_send_reschedule
     0.01%  reservation  [kernel.kallsyms]   [k] tcp_rate_skb_delivered
     0.01%  reservation  [kernel.kallsyms]   [k] load_balance
     0.01%  reservation  [kernel.kallsyms]   [k] __wake_up_common_lock
     0.01%  reservation  [kernel.kallsyms]   [k] __fpu__restore_sig
     0.01%  reservation  [kernel.kallsyms]   [k] tcp_v4_do_rcv
     0.01%  reservation  reservation         [.] syscall.Syscall6.abi0
     0.01%  reservation  [kernel.kallsyms]   [k] detach_if_pending
     0.01%  reservation  [kernel.kallsyms]   [k] mem_cgroup_handle_over_high
     0.01%  reservation  reservation         [.] runtime.injectglist
     0.01%  reservation  [kernel.kallsyms]   [k] apparmor_inode_getattr
     0.01%  reservation  reservation         [.] runtime.heapBits.initSpan
     0.01%  reservation  [kernel.kallsyms]   [k] __netif_receive_skb_list_core
     0.01%  reservation  reservation         [.] reflect.Value.Convert
     0.01%  reservation  [kernel.kallsyms]   [k] current_time
     0.01%  reservation  reservation         [.] google.golang.org/grpc/transport.(*Stream).Read
     0.01%  reservation  reservation         [.] runtime.bulkBarrierPreWriteSrcOnly
     0.01%  reservation  reservation         [.] runtime.futexwakeup
     0.01%  reservation  [kernel.kallsyms]   [k] __kfree_skb
     0.01%  reservation  reservation         [.] runtime.castogscanstatus
     0.01%  reservation  [kernel.kallsyms]   [k] do_tkill
     0.01%  reservation  [kernel.kallsyms]   [k] mem_cgroup_uncharge_list
     0.01%  reservation  [kernel.kallsyms]   [k] aa_label_match
     0.01%  reservation  [kernel.kallsyms]   [k] do_anonymous_page
     0.01%  reservation  reservation         [.] context.parentCancelCtx
     0.01%  reservation  reservation         [.] gopkg.in/mgo%2ev2.(*Collection).writeOp
     0.01%  reservation  reservation         [.] golang.org/x/net/http2.(*DataFrame).invalidate
     0.01%  reservation  [kernel.kallsyms]   [k] prep_new_page
     0.01%  reservation  [kernel.kallsyms]   [k] free_unref_page_commit
     0.01%  reservation  [kernel.kallsyms]   [k] udp_v4_early_demux
     0.01%  reservation  reservation         [.] github.com/rs/zerolog.(*callerHook).Run
     0.01%  reservation  reservation         [.] runtime.typedslicecopy
     0.01%  reservation  [kernel.kallsyms]   [k] dump_buf
     0.01%  reservation  [kernel.kallsyms]   [k] page_fault
     0.01%  reservation  reservation         [.] runtime.getpid.abi0
     0.01%  reservation  [kernel.kallsyms]   [k] ip_queue_xmit
     0.01%  reservation  [kernel.kallsyms]   [k] prepend_name
     0.01%  reservation  [kernel.kallsyms]   [k] tcp_ack_update_rtt.isra.0
     0.01%  reservation  [kernel.kallsyms]   [k] generic_fillattr
     0.01%  reservation  reservation         [.] runtime.netpollBreak
     0.01%  reservation  [kernel.kallsyms]   [k] aa_compute_perms
     0.01%  reservation  [kernel.kallsyms]   [k] udp4_lib_lookup_skb
     0.01%  reservation  [kernel.kallsyms]   [k] rcu_qs
     0.01%  reservation  reservation         [.] runtime.(*mheap).freeSpanLocked
     0.01%  reservation  reservation         [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_int32
     0.01%  reservation  reservation         [.] os.Getenv
     0.01%  reservation  reservation         [.] github.com/uber/jaeger-client-go.(*Tracer).StartSpan
     0.01%  reservation  reservation         [.] gopkg.in/mgo.v2/bson.(*decoder).readDocTo
     0.01%  reservation  [kernel.kallsyms]   [k] schedule_hrtimeout_range
     0.01%  reservation  reservation         [.] github.com/rs/zerolog.(*Event).Msgf
     0.01%  reservation  [kernel.kallsyms]   [k] kmem_cache_free_bulk
     0.01%  reservation  reservation         [.] runtime.send
     0.01%  reservation  reservation         [.] encoding/json.(*Decoder).refill
     0.01%  reservation  [kernel.kallsyms]   [k] copyout
     0.01%  reservation  reservation         [.] runtime.sigtramp
     0.01%  reservation  reservation         [.] github.com/rs/zerolog.glob..func5
     0.01%  reservation  [kernel.kallsyms]   [k] ktime_get_coarse_real_ts64
     0.01%  reservation  [kernel.kallsyms]   [k] mlx5e_ipsec_feature_check
     0.01%  reservation  reservation         [.] golang.org/x/net/http2.(*Framer).WritePing
     0.01%  reservation  [kernel.kallsyms]   [k] __clear_user
     0.01%  reservation  [kernel.kallsyms]   [k] calc_wheel_index
     0.01%  reservation  [kernel.kallsyms]   [k] sk_page_frag_refill
     0.01%  reservation  [kernel.kallsyms]   [k] set_next_task_idle
     0.01%  reservation  reservation         [.] runtime.typehash
     0.01%  reservation  reservation         [.] reflect.packEface
     0.01%  reservation  reservation         [.] gopkg.in/mgo%2ev2.debugf
     0.01%  reservation  [kernel.kallsyms]   [k] tcp_recv_timestamp
     0.01%  reservation  reservation         [.] runtime.wbBufFlush.func1
     0.01%  reservation  reservation         [.] google.golang.org/grpc/encoding/proto.marshal
     0.01%  reservation  [kernel.kallsyms]   [k] kick_process
     0.01%  reservation  reservation         [.] golang.org/x/net/http2.(*FrameHeader).invalidate
     0.01%  reservation  [kernel.kallsyms]   [k] down_write_killable
     0.01%  reservation  reservation         [.] runtime.setg.abi0
     0.01%  reservation  reservation         [.] runtime.(*workbuf).checknonempty
     0.01%  reservation  [kernel.kallsyms]   [k] hrtick_update
     0.01%  reservation  reservation         [.] runtime.rawstringtmp
     0.01%  reservation  reservation         [.] reflect.MakeMapWithSize
     0.01%  reservation  reservation         [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField1
     0.01%  reservation  [kernel.kallsyms]   [k] tcp_send_delayed_ack
     0.01%  reservation  reservation         [.] runtime.(*mheap).allocNeedsZero
     0.01%  reservation  [kernel.kallsyms]   [k] tcp_rack_update_reo_wnd
     0.01%  reservation  reservation         [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust
     0.01%  reservation  reservation         [.] fmt.(*fmt).truncateString
     0.01%  reservation  [kernel.kallsyms]   [k] handle_mm_fault
     0.01%  reservation  reservation         [.] runtime.ifaceeq
     0.01%  reservation  [kernel.kallsyms]   [k] __qdisc_run
     0.01%  reservation  reservation         [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
     0.01%  reservation  reservation         [.] internal/poll.(*FD).Write.dwrap.13
     0.01%  reservation  reservation         [.] runtime.gcFlushBgCredit
     0.01%  reservation  [kernel.kallsyms]   [k] tcp_send_mss
     0.01%  reservation  reservation         [.] reflect.(*rtype).Field
     0.01%  reservation  [kernel.kallsyms]   [k] br_fdb_find_rcu
     0.01%  reservation  [kernel.kallsyms]   [k] file_update_time
     0.01%  reservation  [kernel.kallsyms]   [k] __msecs_to_jiffies
     0.01%  reservation  [kernel.kallsyms]   [k] net_dim
     0.01%  reservation  reservation         [.] runtime.isAbortPC
     0.01%  reservation  reservation         [.] fmt.(*ss).getBase
     0.01%  reservation  reservation         [.] github.com/harlow/go-micro-services/services/reservation/proto._Reservation_CheckAvailability_Handler.func1
     0.01%  reservation  [kernel.kallsyms]   [k] fpstate_init
     0.01%  reservation  [kernel.kallsyms]   [k] skb_free_head
     0.01%  reservation  reservation         [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldLiteral
     0.01%  reservation  [kernel.kallsyms]   [k] napi_schedule_prep
     0.01%  reservation  reservation         [.] runtime.mapaccess1_fast32
     0.01%  reservation  [kernel.kallsyms]   [k] free_pages_and_swap_cache
     0.01%  reservation  [kernel.kallsyms]   [k] ktime_get_update_offsets_now
     0.01%  reservation  [kernel.kallsyms]   [k] vfs_statx
     0.01%  reservation  [kernel.kallsyms]   [k] __x2apic_send_IPI_mask
     0.01%  reservation  [kernel.kallsyms]   [k] fnhe_hashfun
     0.01%  reservation  [kernel.kallsyms]   [k] fpu__alloc_mathframe
     0.01%  reservation  [kernel.kallsyms]   [k] inet_send_prepare
     0.01%  reservation  reservation         [.] runtime.(*mcentral).grow
     0.01%  reservation  reservation         [.] runtime.(*pageAlloc).free
     0.01%  reservation  [kernel.kallsyms]   [k] __count_memcg_events
     0.01%  reservation  [kernel.kallsyms]   [k] tasklet_action
     0.01%  reservation  reservation         [.] runtime.newAllocBits
     0.01%  reservation  [kernel.kallsyms]   [k] __send_signal
     0.01%  reservation  reservation         [.] runtime.(*pageCache).alloc
     0.01%  reservation  reservation         [.] golang.org/x/net/http2.parseHeadersFrame
     0.01%  reservation  [kernel.kallsyms]   [k] __lock_task_sighand
     0.01%  reservation  reservation         [.] runtime.sysUnused
     0.01%  reservation  reservation         [.] encoding/json.(*Decoder).tokenPrepareForDecode
     0.01%  reservation  [kernel.kallsyms]   [k] signal_setup_done
     0.01%  reservation  reservation         [.] sync/atomic.CompareAndSwapUintptr
     0.01%  reservation  reservation         [.] runtime.sigfwdgo
     0.01%  reservation  [kernel.kallsyms]   [k] task_tick_fair
     0.01%  reservation  [kernel.kallsyms]   [k] nf_nat_ipv4_local_in
     0.01%  reservation  [kernel.kallsyms]   [k] irq_exit
     0.01%  reservation  [kernel.kallsyms]   [k] ttwu_do_activate
     0.01%  reservation  [kernel.kallsyms]   [k] perf_pmu_nop_int
     0.01%  reservation  reservation         [.] github.com/rs/zerolog.(*Logger).newEvent
     0.01%  reservation  [kernel.kallsyms]   [k] map_id_up
     0.01%  reservation  [kernel.kallsyms]   [k] wakeup_preempt_entity.isra.0
     0.01%  reservation  reservation         [.] internal/poll.(*FD).decref
     0.01%  reservation  reservation         [.] github.com/rs/zerolog.glob..func4
     0.01%  reservation  [kernel.kallsyms]   [k] get_timespec64
     0.01%  reservation  reservation         [.] runtime.(*pageBits).clearRange
     0.01%  reservation  reservation         [.] runtime.handoff
     0.01%  reservation  [kernel.kallsyms]   [k] common_interrupt
     0.01%  reservation  [kernel.kallsyms]   [k] generic_update_time
     0.01%  reservation  reservation         [.] google.golang.org/grpc/transport.(*http2Server).updateWindow.dwrap.20
     0.01%  reservation  [kernel.kallsyms]   [k] alloc_cpumask_var_node
     0.01%  reservation  reservation         [.] runtime.(*pageAlloc).scavengeRangeLocked
     0.01%  reservation  reservation         [.] runtime.mapassign_fast32
     0.01%  reservation  [kernel.kallsyms]   [k] hrtimer_update_next_event
     0.00%  reservation  reservation         [.] runtime.concatstring2
     0.00%  reservation  [kernel.kallsyms]   [k] gro_find_receive_by_type
     0.00%  reservation  [kernel.kallsyms]   [k] our_mnt
     0.00%  reservation  [kernel.kallsyms]   [k] do_softirq_own_stack
     0.00%  reservation  [kernel.kallsyms]   [k] aa_check_perms
     0.00%  reservation  [kernel.kallsyms]   [k] wake_q_add_safe
     0.00%  reservation  reservation         [.] github.com/uber/jaeger-client-go.newHTTPHeaderPropagator.func2
     0.00%  reservation  [kernel.kallsyms]   [k] clockevents_program_event
     0.00%  reservation  [kernel.kallsyms]   [k] get_sigframe.isra.0.constprop.0
     0.00%  reservation  [kernel.kallsyms]   [k] ip_queue_xmit
     0.00%  reservation  reservation         [.] runtime.memhash
     0.00%  reservation  [kernel.kallsyms]   [k] __build_skb_around
     0.00%  reservation  [kernel.kallsyms]   [k] mem_cgroup_charge_statistics
     0.00%  reservation  reservation         [.] runtime.newstack.abi0
     0.00%  reservation  reservation         [.] reflect.(*rtype).Implements
     0.00%  reservation  reservation         [.] time.Until
     0.00%  reservation  [kernel.kallsyms]   [k] scheduler_ipi
     0.00%  reservation  reservation         [.] gosave_systemstack_switch
     0.00%  reservation  reservation         [.] google.golang.org/grpc/transport.(*bdpEstimator).calculate
     0.00%  reservation  [kernel.kallsyms]   [k] uncharge_batch
     0.00%  reservation  [kernel.kallsyms]   [k] yield_task_fair
     0.00%  reservation  [kernel.kallsyms]   [k] perf_log_itrace_start
     0.00%  reservation  reservation         [.] github.com/rs/zerolog.(*Logger).should
     0.00%  reservation  [kernel.kallsyms]   [k] ovl_getattr
     0.00%  reservation  [kernel.kallsyms]   [k] __pagevec_lru_add_fn
     0.00%  reservation  reservation         [.] runtime.semrelease1
     0.00%  reservation  reservation         [.] syscall.Getcwd
     0.00%  reservation  reservation         [.] runtime.memhash8
     0.00%  reservation  reservation         [.] github.com/rs/zerolog/internal/json.Encoder.AppendTime
     0.00%  reservation  [kernel.kallsyms]   [k] ip_local_deliver
     0.00%  reservation  reservation         [.] reflect.Value.NumField
     0.00%  reservation  reservation         [.] runtime.hashGrow
     0.00%  reservation  reservation         [.] reflect.resolveNameOff
     0.00%  reservation  reservation         [.] github.com/uber/jaeger-client-go.(*compositeObserver).OnStartSpan
     0.00%  reservation  reservation         [.] golang.org/x/net/http2.parsePingFrame
     0.00%  reservation  reservation         [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.00%  reservation  [kernel.kallsyms]   [k] skb_release_all
     0.00%  reservation  [kernel.kallsyms]   [k] aa_path_name
     0.00%  reservation  reservation         [.] os.Getwd
     0.00%  reservation  reservation         [.] net.(*conn).SetDeadline
     0.00%  reservation  [kernel.kallsyms]   [k] inet_sendmsg
     0.00%  reservation  [kernel.kallsyms]   [k] ns_to_timespec64
     0.00%  reservation  reservation         [.] github.com/harlow/go-micro-services/services/reservation/proto._Reservation_CheckAvailability_Handler
     0.00%  reservation  [kernel.kallsyms]   [k] mem_cgroup_throttle_swaprate
     0.00%  reservation  reservation         [.] encoding/json.(*scanner).eof
     0.00%  reservation  reservation         [.] sort.(*StringSlice).Len
     0.00%  reservation  reservation         [.] internal/bytealg.IndexByte.abi0
     0.00%  reservation  reservation         [.] runtime.startTheWorldWithSema
     0.00%  reservation  [kernel.kallsyms]   [k] __ip_select_ident
     0.00%  reservation  [kernel.kallsyms]   [k] on_each_cpu_mask
     0.00%  reservation  [kernel.kallsyms]   [k] blk_flush_plug_list
     0.00%  reservation  [kernel.kallsyms]   [k] __x64_sys_newfstatat
     0.00%  reservation  [kernel.kallsyms]   [k] user_path_at_empty
     0.00%  reservation  [kernel.kallsyms]   [k] legitimize_path.isra.0
     0.00%  reservation  [kernel.kallsyms]   [k] native_read_msr
     0.00%  reservation  [kernel.kallsyms]   [k] ovl_inode_upper
     0.00%  reservation  [kernel.kallsyms]   [k] cpuacct_account_field
     0.00%  reservation  [kernel.kallsyms]   [k] perf_pmu_enable.part.0
     0.00%  reservation  reservation         [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.00%  reservation  reservation         [.] internal/bytealg.Count.abi0
     0.00%  reservation  [kernel.kallsyms]   [k] drop_futex_key_refs.isra.0
     0.00%  reservation  [kernel.kallsyms]   [k] throttle_cfs_rq
     0.00%  reservation  reservation         [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteFieldBegin
     0.00%  reservation  reservation         [.] reflect.makeString
     0.00%  reservation  [kernel.kallsyms]   [k] irq_work_run_list
     0.00%  reservation  reservation         [.] context.(*emptyCtx).Value
     0.00%  reservation  [kernel.kallsyms]   [k] skb_copy_datagram_iter
     0.00%  reservation  [kernel.kallsyms]   [k] perf_event_sched_in
     0.00%  reservation  [kernel.kallsyms]   [k] do_send_specific
     0.00%  reservation  [kernel.kallsyms]   [k] ktime_get_ts64
     0.00%  reservation  reservation         [.] runtime.Caller
     0.00%  reservation  [kernel.kallsyms]   [k] dequeue_signal
     0.00%  reservation  [kernel.kallsyms]   [k] timestamp_truncate
     0.00%  reservation  [kernel.kallsyms]   [k] bictcp_cong_avoid
     0.00%  reservation  reservation         [.] google.golang.org/grpc/transport.(*http2Server).handlePing
     0.00%  reservation  [kernel.kallsyms]   [k] __mod_zone_page_state
     0.00%  reservation  [kernel.kallsyms]   [k] dma_direct_sync_single_for_cpu
     0.00%  reservation  [kernel.kallsyms]   [k] enqueue_hrtimer
     0.00%  reservation  reservation         [.] reflect.Value.NumMethod
     0.00%  reservation  reservation         [.] github.com/opentracing/opentracing-go.SpanFromContext
     0.00%  reservation  [kernel.kallsyms]   [k] ip_vs_in
     0.00%  reservation  [kernel.kallsyms]   [k] __x86_indirect_thunk_rbx
     0.00%  reservation  reservation         [.] runtime.callers
     0.00%  reservation  [kernel.kallsyms]   [k] profile_tick
     0.00%  reservation  [kernel.kallsyms]   [k] __mnt_want_write
     0.00%  reservation  [kernel.kallsyms]   [k] recalc_sigpending_tsk
     0.00%  reservation  [kernel.kallsyms]   [k] can_migrate_task
     0.00%  reservation  reservation         [.] github.com/bradfitz/gomemcache/memcache.(*Client).set
     0.00%  reservation  [kernel.kallsyms]   [k] simple_copy_to_iter
     0.00%  reservation  reservation         [.] github.com/rs/zerolog.(*Event).Timestamp
     0.00%  reservation  reservation         [.] runtime.freeStackSpans
     0.00%  reservation  [kernel.kallsyms]   [k] account_system_index_time
     0.00%  reservation  reservation         [.] runtime.(*addrRanges).findSucc
     0.00%  reservation  reservation         [.] golang.org/x/net/http2/hpack.glob..func1
     0.00%  reservation  [kernel.kallsyms]   [k] zalloc_cpumask_var
     0.00%  reservation  [kernel.kallsyms]   [k] neigh_resolve_output
     0.00%  reservation  reservation         [.] github.com/rs/zerolog.consoleDefaultFormatCaller
     0.00%  reservation  reservation         [.] google.golang.org/grpc/transport.(*http2Server).getStream.dwrap.18
     0.00%  reservation  reservation         [.] gopkg.in/mgo.v2/bson.getStructInfo
     0.00%  reservation  reservation         [.] golang.org/x/net/http2.(*PingFrame).Header
     0.00%  reservation  [kernel.kallsyms]   [k] __kmalloc_node
     0.00%  reservation  reservation         [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteStructBegin
     0.00%  reservation  [kernel.kallsyms]   [k] account_system_time
     0.00%  reservation  [kernel.kallsyms]   [k] __x64_sys_tgkill
     0.00%  reservation  reservation         [.] reflect.typedmemmove
     0.00%  reservation  [kernel.kallsyms]   [k] propagate_protected_usage
     0.00%  reservation  [kernel.kallsyms]   [k] raise_softirq
     0.00%  reservation  [kernel.kallsyms]   [k] perf_pmu_disable.part.0
     0.00%  reservation  [kernel.kallsyms]   [k] ktime_get_seconds
     0.00%  reservation  [kernel.kallsyms]   [k] free_cpumask_var
     0.00%  reservation  [kernel.kallsyms]   [k] generic_exec_single
     0.00%  reservation  [kernel.kallsyms]   [k] do_send_sig_info
     0.00%  reservation  reservation         [.] runtime.siftdownTimer
     0.00%  reservation  reservation         [.] runtime.prepareFreeWorkbufs
     0.00%  reservation  reservation         [.] google.golang.org/grpc/transport.(*http2Server).handlePing.func1
     0.00%  reservation  reservation         [.] runtime.selectnbrecv
     0.00%  reservation  [kernel.kallsyms]   [k] _copy_from_iter_full
     0.00%  reservation  [kernel.kallsyms]   [k] __slab_alloc
     0.00%  reservation  reservation         [.] github.com/uber/jaeger-client-go.(*Span).SetTag.dwrap.16
     0.00%  reservation  reservation         [.] github.com/opentracing/opentracing-go.(*Tag).Apply
     0.00%  reservation  [kernel.kallsyms]   [k] filename_lookup
     0.00%  reservation  reservation         [.] runtime.memclrHasPointers
     0.00%  reservation  reservation         [.] google.golang.org/grpc/transport.(*recvBufferReader).Read
     0.00%  reservation  [kernel.kallsyms]   [k] flush_tlb_func_remote
     0.00%  reservation  [kernel.kallsyms]   [k] ip_vs_remote_request4
     0.00%  reservation  [kernel.kallsyms]   [k] security_task_kill
     0.00%  reservation  [kernel.kallsyms]   [k] _copy_to_user
     0.00%  reservation  [kernel.kallsyms]   [k] free_pcp_prepare
     0.00%  reservation  reservation         [.] google.golang.org/grpc/encoding/proto.codec.Unmarshal
     0.00%  reservation  reservation         [.] sync/atomic.runtime_procPin
     0.00%  reservation  reservation         [.] sync.(*poolDequeue).popTail
     0.00%  reservation  [kernel.kallsyms]   [k] ip_sublist_rcv_finish
     0.00%  reservation  [kernel.kallsyms]   [k] security_sock_rcv_skb
     0.00%  reservation  [kernel.kallsyms]   [k] perf_pmu_nop_void
     0.00%  reservation  [kernel.kallsyms]   [k] aa_label_is_subset
     0.00%  reservation  [kernel.kallsyms]   [k] mem_cgroup_try_charge
     0.00%  reservation  [kernel.kallsyms]   [k] copy_page_from_iter
     0.00%  reservation  reservation         [.] context.WithCancel.func1
     0.00%  reservation  reservation         [.] runtime.heapBits.forwardOrBoundary
     0.00%  reservation  [kernel.kallsyms]   [k] tcp_mstamp_refresh
     0.00%  reservation  libpthread-2.31.so  [.] __restore_rt
     0.00%  reservation  reservation         [.] runtime.gcBgMarkWorker.func2
     0.00%  reservation  reservation         [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField4
     0.00%  reservation  [kernel.kallsyms]   [k] check_preempt_wakeup
     0.00%  reservation  [kernel.kallsyms]   [k] __wake_up_sync_key
     0.00%  reservation  reservation         [.] runtime.(*mSpanList).remove
     0.00%  reservation  reservation         [.] github.com/rs/zerolog.(*timestampHook).Run
     0.00%  reservation  reservation         [.] reflect.(*rtype).exportedMethods
     0.00%  reservation  [kernel.kallsyms]   [k] __sigqueue_alloc
     0.00%  reservation  [kernel.kallsyms]   [k] validate_xmit_skb_list
     0.00%  reservation  reservation         [.] runtime.gopreempt_m
     0.00%  reservation  [kernel.kallsyms]   [k] set_normalized_timespec64
     0.00%  reservation  reservation         [.] time.Time.AddDate
     0.00%  reservation  reservation         [.] runtime.makeAddrRange
     0.00%  reservation  [kernel.kallsyms]   [k] refill_stock
     0.00%  reservation  reservation         [.] runtime.adjusttimers
     0.00%  reservation  [kernel.kallsyms]   [k] __remove_hrtimer
     0.00%  reservation  [kernel.kallsyms]   [k] inet_proto_csum_replace4
     0.00%  reservation  reservation         [.] runtime.(*gcWork).init
     0.00%  reservation  [kernel.kallsyms]   [k] tlb_flush_mmu
     0.00%  reservation  [kernel.kallsyms]   [k] memset
     0.00%  reservation  reservation         [.] runtime.freeSomeWbufs
     0.00%  reservation  reservation         [.] runtime.putempty
     0.00%  reservation  reservation         [.] runtime.(*pageAlloc).scavengeOne
     0.00%  reservation  reservation         [.] gopkg.in/mgo%2ev2.(*mongoSocket).Query
     0.00%  reservation  reservation         [.] golang.org/x/net/http2/hpack.(*headerFieldTable).idToIndex
     0.00%  reservation  [kernel.kallsyms]   [k] uprobe_deny_signal
     0.00%  reservation  [kernel.kallsyms]   [k] skb_put
     0.00%  reservation  reservation         [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.00%  reservation  reservation         [.] runtime.(*pageAlloc).scavenge
     0.00%  reservation  reservation         [.] bytes.(*Reader).Read
     0.00%  reservation  reservation         [.] sync.runtime_canSpin
     0.00%  reservation  [kernel.kallsyms]   [k] try_charge
     0.00%  reservation  reservation         [.] runtime.selparkcommit
     0.00%  reservation  reservation         [.] github.com/bradfitz/gomemcache/memcache.(*Client).Get.func1
     0.00%  reservation  reservation         [.] github.com/uber/jaeger-client-go.(*remoteReporter).processQueue
     0.00%  reservation  reservation         [.] bytes.(*Buffer).grow
     0.00%  reservation  [kernel.kallsyms]   [k] native_iret
     0.00%  reservation  [kernel.kallsyms]   [k] prepend
     0.00%  reservation  [kernel.kallsyms]   [k] fpu__drop
     0.00%  reservation  [kernel.kallsyms]   [k] iov_iter_init
     0.00%  reservation  [kernel.kallsyms]   [k] ip_protocol_deliver_rcu
     0.00%  reservation  [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.00%  reservation  reservation         [.] github.com/rs/zerolog.consoleDefaultFormatLevel
     0.00%  reservation  [kernel.kallsyms]   [k] br_allowed_egress
     0.00%  reservation  reservation         [.] syscall.anyToSockaddr
     0.00%  reservation  reservation         [.] runtime.goexit1
     0.00%  reservation  [kernel.kallsyms]   [k] nf_xfrm_me_harder
     0.00%  reservation  reservation         [.] gopkg.in/mgo.v2/bson.(*encoder).addSlice
     0.00%  reservation  [kernel.kallsyms]   [k] __hrtimer_get_next_event
     0.00%  reservation  reservation         [.] github.com/bradfitz/gomemcache/memcache.(*Client).withAddrRw.dwrap.4
     0.00%  reservation  reservation         [.] runtime.runOneTimer
     0.00%  reservation  [kernel.kallsyms]   [k] mem_cgroup_page_lruvec
     0.00%  reservation  reservation         [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteI64
     0.00%  reservation  reservation         [.] net.glob..func1
     0.00%  reservation  reservation         [.] runtime.fastrand
     0.00%  reservation  reservation         [.] net.(*conn).SetReadDeadline
     0.00%  reservation  reservation         [.] runtime.stackcacherefill
     0.00%  reservation  [kernel.kallsyms]   [k] sock_def_readable
     0.00%  reservation  reservation         [.] runtime.(*sysMemStat).add
     0.00%  reservation  [kernel.kallsyms]   [k] link_path_walk.part.0
     0.00%  reservation  reservation         [.] encoding/json.(*scanner).pushParseState
     0.00%  reservation  reservation         [.] google.golang.org/grpc/transport.(*inFlow).onData
     0.00%  reservation  [kernel.kallsyms]   [k] trigger_load_balance
     0.00%  reservation  [kernel.kallsyms]   [k] tlb_table_flush
     0.00%  reservation  reservation         [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeVarint32
     0.00%  reservation  [kernel.kallsyms]   [k] tcp4_gro_receive
     0.00%  reservation  [kernel.kallsyms]   [k] minmax_subwin_update
     0.00%  reservation  reservation         [.] golang.org/x/net/http2.parseDataFrame
     0.00%  reservation  [kernel.kallsyms]   [k] bvec_free
     0.00%  reservation  reservation         [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.00%  reservation  [kernel.kallsyms]   [k] unlazy_walk
     0.00%  reservation  [kernel.kallsyms]   [k] do_user_addr_fault
     0.00%  reservation  [kernel.kallsyms]   [k] __account_cfs_rq_runtime
     0.00%  reservation  [kernel.kallsyms]   [k] pipe_read
     0.00%  reservation  reservation         [.] runtime.recv
     0.00%  reservation  reservation         [.] runtime.(*semaRoot).queue
     0.00%  reservation  [kernel.kallsyms]   [k] mntput
     0.00%  reservation  reservation         [.] runtime.markroot.func1
     0.00%  reservation  [kernel.kallsyms]   [k] default_wake_function
     0.00%  reservation  reservation         [.] google.golang.org/grpc/transport.(*quotaPool).add.dwrap.2
     0.00%  reservation  reservation         [.] github.com/rs/zerolog.colorize
     0.00%  reservation  [kernel.kallsyms]   [k] kernel_poison_pages
     0.00%  reservation  [kernel.kallsyms]   [k] udp4_gro_receive
     0.00%  reservation  [kernel.kallsyms]   [k] _raw_read_unlock_irqrestore
     0.00%  reservation  reservation         [.] sync/atomic.StoreUintptr
     0.00%  reservation  [kernel.kallsyms]   [k] irq_work_tick
     0.00%  reservation  [kernel.kallsyms]   [k] __udp4_lib_lookup
     0.00%  reservation  [kernel.kallsyms]   [k] putname
     0.00%  reservation  reservation         [.] runtime.gcMark
     0.00%  reservation  reservation         [.] runtime.osyield.abi0
     0.00%  reservation  [kernel.kallsyms]   [k] uncharge_page
     0.00%  reservation  [kernel.kallsyms]   [k] nbp_switchdev_allowed_egress
     0.00%  reservation  reservation         [.] runtime.shrinkstack
     0.00%  reservation  reservation         [.] runtime.signalM
     0.00%  reservation  [kernel.kallsyms]   [k] signal_wake_up_state
     0.00%  reservation  reservation         [.] runtime.(*mheap).alloc.func1
     0.00%  reservation  [kernel.kallsyms]   [k] vfs_getattr
     0.00%  reservation  reservation         [.] net.(*Resolver).resolveAddrList
