# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 385K of event 'cycles'
# Event count (approx.): 792939460900
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                        
# ........  ...............  ........................  ..............................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  frontend         frontend                  [.] github.com/apache/thrift/lib/go/thrift.(*TMemoryBuffer).WriteByte
     0.00%  mc-worker        [kernel.kallsyms]         [k] sched_clock
     0.00%  search           [kernel.kallsyms]         [k] xas_load
     0.00%  frontend         frontend                  [.] github.com/harlow/go-micro-services/services/recommendation/proto.(*Result).Reset
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d3ff
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000062e9b
     0.00%  swapper          [kernel.kallsyms]         [k] note_gp_changes
     0.00%  docker-proxy     [kernel.kallsyms]         [k] wake_q_add_safe
     0.00%  swapper          [kernel.kallsyms]         [k] rcu_core_si
     0.00%  recommendation   recommendation            [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.00%  jbd2/sda1-8      [kernel.kallsyms]         [k] write_cache_pages
     0.00%  profile          [kernel.kallsyms]         [k] tcp_data_queue
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e15fe
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dfb4
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000016c93
     0.00%  search           search                    [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust.dwrap.4
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000031299
     0.00%  recommendation   [kernel.kallsyms]         [k] do_softirq.part.0
     0.00%  reservation      reservation               [.] google.golang.org/grpc.(*Server).serveStreams.func1.1.dwrap.45
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e1578
     0.00%  search           [kernel.kallsyms]         [k] down_write_killable
     0.00%  search           [kernel.kallsyms]         [k] apparmor_task_kill
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e2e4e
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e18ed
     0.00%  rate             rate                      [.] runtime.stopTheWorldWithSema
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003f6d3
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_validate_incoming
     0.00%  rate             [kernel.kallsyms]         [k] wake_up_process
     0.00%  containerd-shim  [kernel.kallsyms]         [k] rcu_irq_enter
     0.00%  search           search                    [.] runtime.mergeSummaries
     0.00%  recommendation   recommendation            [.] sync/atomic.StorePointer
     0.00%  recommendation   [kernel.kallsyms]         [k] tcp_queue_rcv
     0.00%  profile          [kernel.kallsyms]         [k] lru_add_drain
     0.00%  wrk              libc-2.31.so              [.] 0x00000000000225a0
     0.00%  consul           consul                    [.] runtime.newobject
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_v4_inbound_md5_hash
     0.00%  jbd2/sda1-8      [kernel.kallsyms]         [k] prep_new_page
     0.00%  search           [kernel.kallsyms]         [k] task_tick_fair
     0.00%  search           search                    [.] google.golang.org/grpc.(*Server).traceInfo
     0.00%  search           search                    [.] github.com/golang/protobuf/proto.(*Buffer).dec_slice_struct
     0.00%  recommendation   [kernel.kallsyms]         [k] nbp_switchdev_allowed_egress
     0.00%  user             user                      [.] reflect.(*rtype).Kind
     0.00%  search           search                    [.] github.com/golang/protobuf/proto.(*Buffer).EncodeFixed32
     0.00%  recommendation   recommendation            [.] runtime.assertI2I2
     0.00%  search           search                    [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteFieldBegin
     0.00%  recommendation   [kernel.kallsyms]         [k] __raise_softirq_irqoff
     0.00%  recommendation   recommendation            [.] type..eq.golang.org/x/net/http2/hpack.pairNameValue
     0.00%  search           search                    [.] runtime.bgscavenge.func1
     0.00%  recommendation   [kernel.kallsyms]         [k] __sb_start_write
     0.00%  wrk              [kernel.kallsyms]         [k] copyin
     0.00%  reservation      reservation               [.] golang.org/x/net/http2/hpack.(*headerFieldTable).idToIndex
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003cc3f
     0.00%  conn4            mongod                    [.] __wt_cursor_set_keyv
     0.00%  reservation      reservation               [.] sync.runtime_procUnpin
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000427ca
     0.00%  conn4            mongod                    [.] mongo::(anonymous namespace)::FindCmd::Invocation::run
     0.00%  conn3            mongod                    [.] mongo::WorkingSet::allocate
     0.00%  search           search                    [.] runtime.runtimer
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __dev_forward_skb
     0.00%  geo              geo                       [.] runtime.siftdownTimer
     0.00%  rate             [kernel.kallsyms]         [k] page_counter_try_charge
     0.00%  ftdc             mongod                    [.] ExtractStats
     0.00%  reservation      reservation               [.] golang.org/x/net/http2.parsePingFrame
     0.00%  search           search                    [.] runtime.putempty
     0.00%  search           search                    [.] runtime.strequal
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000030746
     0.00%  recommendation   recommendation            [.] runtime.send
     0.00%  reservation      [kernel.kallsyms]         [k] free_unref_page_prepare.part.0
     0.00%  dockerd          dockerd                   [.] runtime.(*pallocBits).summarize
     0.00%  search           search                    [.] google.golang.org/grpc/transport.decodeMetadataHeader
     0.00%  profile          profile                   [.] runtime.(*mheap).allocManual
     0.00%  reservation      reservation               [.] runtime.(*pageCache).allocN
     0.00%  conn4            mongod                    [.] mongo::OperationContext::OperationContext
     0.00%  search           [kernel.kallsyms]         [k] jiffies_to_usecs
     0.00%  all-in-one-linu  all-in-one-linux          [.] runtime.newMarkBits
     0.00%  reservation      reservation               [.] runtime.rawstringtmp
     0.00%  conn3            [kernel.kallsyms]         [k] copy_user_generic_unrolled
     0.00%  geo              [kernel.kallsyms]         [k] do_anonymous_page
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000031495
     0.00%  recommendation   recommendation            [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1.dwrap.2
     0.00%  rate             rate                      [.] runtime.gcMarkTinyAllocs
     0.00%  mc-worker        [kernel.kallsyms]         [k] native_apic_msr_eoi_write
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000444bc
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d92a
     0.00%  recommendation   [kernel.kallsyms]         [k] page_remove_rmap
     0.00%  search           search                    [.] github.com/uber/jaeger-client-go.(*remoteReporter).processQueue
     0.00%  all-in-one-linu  all-in-one-linux          [.] github.com/jaegertracing/jaeger/pkg/queue.(*BoundedQueue).Produce
     0.00%  wrk              [kernel.kallsyms]         [k] clear_page_erms
     0.00%  rate             [kernel.kallsyms]         [k] __radix_tree_lookup
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000307a8
     0.00%  reservation      reservation               [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeVarint64
     0.00%  perf             [kernel.kallsyms]         [k] down_write
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000042820
     0.00%  search           search                    [.] runtime.(*semaRoot).dequeue
     0.00%  search           [kernel.kallsyms]         [k] x2apic_send_IPI
     0.00%  recommendation   [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.00%  search           [kernel.kallsyms]         [k] irq_work_run
     0.00%  reservation      reservation               [.] golang.org/x/net/http2/hpack.(*Decoder).readString.dwrap.1
     0.00%  search           [kernel.kallsyms]         [k] __sigqueue_free.part.0
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000009836f
     0.00%  search           search                    [.] google.golang.org/grpc/transport.(*http2Server).updateWindow.dwrap.20
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000983bd
     0.00%  JournalFlusher   mongod                    [.] __wt_log_force_sync
     0.00%  search           search                    [.] google.golang.org/grpc/transport.(*http2Client).operateHeaders.func1
     0.00%  reservation      reservation               [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.00%  search           [kernel.kallsyms]         [k] blk_flush_plug_list
     0.00%  search           [kernel.kallsyms]         [k] ovl_layer_lower
     0.00%  wrk              wrk                       [.] lj_str_free
     0.00%  profile          [kernel.kallsyms]         [k] call_function_single_interrupt
     0.00%  reservation      [kernel.kallsyms]         [k] __kfree_skb
     0.00%  search           search                    [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust
     0.00%  rate             rate                      [.] runtime.resetspinning
     0.00%  user             user                      [.] runtime.newobject
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000043038
     0.00%  mc-lrumaint      [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __msecs_to_jiffies
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000446de
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003cf8f
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000009840f
     0.00%  recommendation   recommendation            [.] syscall.Syscall6.abi0
     0.00%  search           [kernel.kallsyms]         [k] copy_fpstate_to_sigframe
     0.00%  search           [kernel.kallsyms]         [k] timestamp_truncate
     0.00%  recommendation   [kernel.kallsyms]         [k] __sk_dst_check
     0.00%  all-in-one-linu  all-in-one-linux          [.] runtime.checkTimers
     0.00%  conn4            mongod                    [.] mongo::userAllowedCreateNS
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e4e68
     0.00%  search           [kernel.kallsyms]         [k] __x86_indirect_thunk_r13
     0.00%  profile          profile                   [.] runtime.gcWriteBarrierSI
     0.00%  geo              geo                       [.] runtime.(*pageAlloc).scavengeRangeLocked
     0.00%  search           [kernel.kallsyms]         [k] __dequeue_signal
     0.00%  Backgro.kSource  mongod                    [.] std::thread::_State_impl<std::thread::_Invoker<std::tuple<mongo::stdx::thread::thread<mongo::BackgroundThreadClockSource::_startTimerThread()::{lambda()#1}, , 0>(mongo::BackgroundThreadClockSource::_startTimerThread()::{lambda()#1})::{lambda()#1}> > >::_M_run
     0.00%  recommendation   [kernel.kallsyms]         [k] alloc_pages_vma
     0.00%  geo              geo                       [.] runtime.scanstack
     0.00%  profile          [kernel.kallsyms]         [k] tcp_try_coalesce
     0.00%  reservation      [kernel.kallsyms]         [k] apparmor_inode_getattr
     0.00%  ftdc             mongod                    [.] mongo::BSONElement::embeddedObjectUserCheck
     0.00%  user             user                      [.] path/filepath.Rel
     0.00%  frontend         frontend                  [.] google.golang.org/grpc/transport.(*http2Client).updateWindow.dwrap.15
     0.00%  profile          [kernel.kallsyms]         [k] skb_csum_hwoffload_help
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003133e
     0.00%  reservation      reservation               [.] runtime.mapaccess2_fast32
     0.00%  rate             [kernel.kallsyms]         [k] page_counter_uncharge
     0.00%  search           [kernel.kallsyms]         [k] cpuacct_account_field
     0.00%  profile          [kernel.kallsyms]         [k] mem_cgroup_throttle_swaprate
     0.00%  user             [kernel.kallsyms]         [k] select_estimate_accuracy
     0.00%  swapper          [kernel.kallsyms]         [k] __kmalloc_node_track_caller
     0.00%  user             [kernel.kallsyms]         [k] page_fault
     0.00%  search           [kernel.kallsyms]         [k] prep_new_page
     0.00%  wrk              [kernel.kallsyms]         [k] __tcp_send_ack.part.0
     0.00%  mc-worker        [kernel.kallsyms]         [k] hrtimer_interrupt
     0.00%  perf             [kernel.kallsyms]         [k] ext4_do_update_inode
     0.00%  wrk              [kernel.kallsyms]         [k] tcp_update_pacing_rate
     0.00%  all-in-one-linu  [kernel.kallsyms]         [k] enqueue_task_fair
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000bd78
     0.00%  mongod           [kernel.kallsyms]         [k] update_cfs_group
     0.00%  search           search                    [.] runtime.cgoSigtramp
     0.00%  reservation      [kernel.kallsyms]         [k] ktime_get_ts64
     0.00%  geo              [kernel.kallsyms]         [k] skb_free_head
     0.00%  recommendation   [kernel.kallsyms]         [k] schedule_hrtimeout_range_clock
     0.00%  user             user                      [.] runtime.mapassign
     0.00%  conn4            mongod                    [.] mongo::waitForReadConcern
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d023
     0.00%  profile          [kernel.kallsyms]         [k] page_evictable
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000001c7ae
     0.00%  geo              geo                       [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.00%  swapper          [kernel.kallsyms]         [k] run_posix_cpu_timers
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000037e73
     0.00%  conn4            mongod                    [.] mongo::BSONElement::numberDouble
     0.00%  geo              [kernel.kallsyms]         [k] find_vma
     0.00%  recommendation   [kernel.kallsyms]         [k] walk_component
     0.00%  docker-proxy     docker-proxy              [.] internal/poll.spliceDrain.func1
     0.00%  reservation      reservation               [.] reflect.(*rtype).Implements
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000433a4
     0.00%  geo              geo                       [.] runtime.forEachP
     0.00%  geo              geo                       [.] github.com/uber/jaeger-client-go.(*compositeObserver).OnStartSpan
     0.00%  geo              geo                       [.] runtime.(*mheap).allocNeedsZero
     0.00%  user             user                      [.] github.com/rs/zerolog/internal/json.Encoder.AppendString
     0.00%  profile          profile                   [.] runtime.(*pallocData).allocRange
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e4dc3
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000001c7e0
     0.00%  docker-proxy     [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.00%  all-in-one-linu  [kernel.kallsyms]         [k] dequeue_task_fair
     0.00%  rate             rate                      [.] reflect.(*rtype).String
     0.00%  dockerd          dockerd                   [.] runtime.netpollBreak
     0.00%  conn3            mongod                    [.] mongo::CommandHelpers::findCommand
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003f8b1
     0.00%  search           search                    [.] golang.org/x/net/http2.(*WindowUpdateFrame).invalidate
     0.00%  recommendation   [kernel.kallsyms]         [k] free_unref_page_prepare.part.0
     0.00%  recommendation   recommendation            [.] sync.(*Pool).getSlow
     0.00%  reservation      [kernel.kallsyms]         [k] mem_cgroup_page_lruvec
     0.00%  rate             rate                      [.] github.com/bradfitz/gomemcache/memcache.(*Client).getConn
     0.00%  jbd2/sda1-8      [kernel.kallsyms]         [k] __writepage
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __x64_sys_sched_yield
     0.00%  user             user                      [.] reflect.Value.String
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000bf60
     0.00%  conn4            mongod                    [.] mongo::OpObserverImpl::onInserts
     0.00%  recommendation   recommendation            [.] runtime.rawstringtmp
     0.00%  rate             rate                      [.] runtime.goexit.abi0
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000445a0
     0.00%  reservation      reservation               [.] golang.org/x/net/http2.(*DataFrame).Header
     0.00%  reservation      [kernel.kallsyms]         [k] ep_autoremove_wake_function
     0.00%  dockerd          dockerd                   [.] runtime.osyield.abi0
     0.00%  mc-worker        [kernel.kallsyms]         [k] skb_release_all
     0.00%  reservation      [kernel.kallsyms]         [k] __kmalloc_reserve.isra.0
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e18f2
     0.00%  recommendation   [kernel.kallsyms]         [k] ovl_inode_upper
     0.00%  containerd-shim  [kernel.kallsyms]         [k] rcu_irq_exit
     0.00%  search           [kernel.kallsyms]         [k] rcu_irq_enter
     0.00%  JournalFlusher   [kernel.kallsyms]         [k] cpuacct_charge
     0.00%  reservation      [kernel.kallsyms]         [k] setup_sigcontext
     0.00%  geo              [kernel.kallsyms]         [k] __release_sock
     0.00%  profile          [kernel.kallsyms]         [k] kfree_skb_partial
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e13f3
     0.00%  profile          profile                   [.] runtime.bgscavenge.func1
     0.00%  ftdc             mongod                    [.] mongo::BSONObjBuilder::~BSONObjBuilder
     0.00%  consul           [kernel.kallsyms]         [k] enqueue_entity
     0.00%  recommendation   [kernel.kallsyms]         [k] uncharge_batch
     0.00%  geo              geo                       [.] runtime.(*fixalloc).alloc
     0.00%  search           search                    [.] google.golang.org/grpc.(*Server).serveStreams.func1.1.dwrap.45
     0.00%  wrk              [kernel.kallsyms]         [k] sock_put
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e18e9
     0.00%  search           search                    [.] google.golang.org/grpc/transport.(*http2Server).getStream
     0.00%  dockerd          [kernel.kallsyms]         [k] propagate_protected_usage
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000c1a0
     0.00%  rate             [kernel.kallsyms]         [k] mem_cgroup_commit_charge
     0.00%  consul           consul                    [.] runtime.pidleget
     0.00%  mc-worker        [kernel.kallsyms]         [k] ktime_get_update_offsets_now
     0.00%  reservation      reservation               [.] runtime.gcMarkTermination.func4.1
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003fe64
     0.00%  ftdc             mongod                    [.] __wt_buf_fmt
     0.00%  search           search                    [.] runtime.nanotime
     0.00%  search           [kernel.kallsyms]         [k] skb_free_head
     0.00%  geo              geo                       [.] runtime.evacuate
     0.00%  recommendation   recommendation            [.] runtime.scanframeworker
     0.00%  recommendation   recommendation            [.] runtime.mput
     0.00%  recommendation   recommendation            [.] runtime.memclrHasPointers
     0.00%  conn4            libpthread-2.27.so        [.] sendmsg
     0.00%  node             watcher.node              [.] std::__detail::_Executor<__gnu_cxx::__normal_iterator<char const*, std::string>, std::allocator<std::sub_match<__gnu_cxx::__normal_iterator<char const*, std::string> > >, std::regex_traits<char>, true>::_M_lookahead
     0.00%  mc-worker        memcached                 [.] bipbuf_push
     0.00%  search           search                    [.] runtime.gcWriteBarrierDX
     0.00%  profile          [kernel.kallsyms]         [k] send_signal
     0.00%  search           search                    [.] runtime.mput
     0.00%  recommendation   [kernel.kallsyms]         [k] wakeup_preempt_entity.isra.0
     0.00%  geo              [kernel.kallsyms]         [k] rcu_irq_exit
     0.00%  consul           consul                    [.] runtime.releaseSudog
     0.00%  profile          [kernel.kallsyms]         [k] ext4_finish_bio
     0.00%  search           search                    [.] runtime.gcAssistAlloc1
     0.00%  search           [kernel.kallsyms]         [k] generic_smp_call_function_single_interrupt
     0.00%  search           [kernel.kallsyms]         [k] prepare_to_wait_exclusive
     0.00%  conn3            [kernel.kallsyms]         [k] __ip_finish_output
     0.00%  reservation      [kernel.kallsyms]         [k] from_kuid_munged
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000004339d
     0.00%  search           search                    [.] runtime.doSigPreempt
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003cc1e
     0.00%  recommendation   [kernel.kallsyms]         [k] do_anonymous_page
     0.00%  conn3            mongod                    [.] mongo::(anonymous namespace)::compareElementStringValues
     0.00%  ftdc             mongod                    [.] std::_Rb_tree_increment
     0.00%  profile          [kernel.kallsyms]         [k] __remove_hrtimer
     0.00%  docker-proxy     [kernel.kallsyms]         [k] cpumask_next_wrap
     0.00%  wrk              [kernel.kallsyms]         [k] __pagevec_lru_add_fn
     0.00%  geo              geo                       [.] runtime.newproc
     0.00%  reservation      [kernel.kallsyms]         [k] vmacache_find
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000308df
     0.00%  sshd             libcrypto.so.1.1          [.] BN_CTX_get
     0.00%  sshd             ld-2.31.so                [.] _dl_lookup_symbol_x
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e4d7e
     0.00%  search           [kernel.kallsyms]         [k] ext4_end_bio
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000062229
     0.00%  geo              geo                       [.] runtime.(*stackScanState).getPtr
     0.00%  search           search                    [.] runtime.(*pageBits).setRange
     0.00%  frontend         frontend                  [.] runtime.osyield.abi0
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000c006
     0.00%  wrk              wrk                       [.] trace_state
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000694ae
     0.00%  rate             rate                      [.] runtime.pcdatavalue1
     0.00%  reservation      [kernel.kallsyms]         [k] irq_work_run
     0.00%  search           [kernel.kallsyms]         [k] vmacache_find
     0.00%  recommendation   recommendation            [.] runtime.freeSomeWbufs
     0.00%  geo              [kernel.kallsyms]         [k] plist_add
     0.00%  rate             rate                      [.] golang.org/x/net/http2/hpack.(*Decoder).readString.dwrap.1
     0.00%  node             node                      [.] v8::Isolate::GetCurrentContext
     0.00%  recommendation   [kernel.kallsyms]         [k] set_next_entity
     0.00%  mc-worker        [kernel.kallsyms]         [k] rcu_irq_enter
     0.00%  mc-worker        [kernel.kallsyms]         [k] sk_page_frag_refill
     0.00%  recommendation   recommendation            [.] runtime.concatstring2
     0.00%  user             [kernel.kallsyms]         [k] nf_conntrack_in
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000429cb
     0.00%  dockerd          [kernel.kallsyms]         [k] ext4_free_group_clusters_set
     0.00%  search           [kernel.kallsyms]         [k] touch_atime
     0.00%  frontend         frontend                  [.] golang.org/x/net/http2.(*HeadersFrame).HeaderBlockFragment
     0.00%  mc-worker        [kernel.kallsyms]         [k] dev_queue_xmit
     0.00%  recommendation   recommendation            [.] sync/atomic.CompareAndSwapUintptr
     0.00%  recommendation   recommendation            [.] time.tzset
     0.00%  all-in-one-linu  all-in-one-linux          [.] runtime.scanblock
     0.00%  profile          profile                   [.] fmt.(*ss).getBase
     0.00%  profile          [kernel.kallsyms]         [k] __pagevec_lru_add_fn
     0.00%  wrk              [kernel.kallsyms]         [k] skb_csum_hwoffload_help
     0.00%  profile          [kernel.kallsyms]         [k] __inc_numa_state
     0.00%  search           search                    [.] context.WithCancel.func1
     0.00%  profile          [kernel.kallsyms]         [k] __lru_cache_add
     0.00%  mc-lrumaint      [kernel.kallsyms]         [k] switch_mm_irqs_off
     0.00%  recommendation   recommendation            [.] runtime.efaceeq
     0.00%  search           [kernel.kallsyms]         [k] uncharge_page
     0.00%  search           [kernel.kallsyms]         [k] __run_timers.part.0
     0.00%  geo              [kernel.kallsyms]         [k] tcp_update_skb_after_send
     0.00%  recommendation   recommendation            [.] github.com/hailocab/go-geoindex.(*GeoPoint).Lon
     0.00%  search           search                    [.] google.golang.org/grpc/transport.(*http2Server).Write.func1.1
     0.00%  recommendation   [kernel.kallsyms]         [k] skb_copy_datagram_iter
     0.00%  docker-proxy     [kernel.kallsyms]         [k] mutex_spin_on_owner
     0.00%  mc-worker        [kernel.kallsyms]         [k] __x86_indirect_thunk_rbx
     0.00%  geo              geo                       [.] sync.(*poolChain).popHead
     0.00%  profile          [kernel.kallsyms]         [k] smp_call_function_interrupt
     0.00%  recommendation   [kernel.kallsyms]         [k] ksys_read
     0.00%  conn4            mongod                    [.] mongo::transport::ServiceExecutorSynchronous::schedule
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dcf6
     0.00%  rate             [kernel.kallsyms]         [k] blk_flush_plug_list
     0.00%  rate             rate                      [.] google.golang.org/grpc/transport.(*http2Server).updateWindow.dwrap.20
     0.00%  profile          [kernel.kallsyms]         [k] rcu_core
     0.00%  user             [kernel.kallsyms]         [k] __x86_indirect_thunk_rax
     0.00%  docker-proxy     [kernel.kallsyms]         [k] native_load_tls
     0.00%  profile          profile                   [.] reflect.typedmemmove
     0.00%  reservation      reservation               [.] runtime.acquirep
     0.00%  profile          profile                   [.] runtime.(*gcWork).init
     0.00%  recommendation   recommendation            [.] runtime.globrunqget
     0.00%  conn3            libpthread-2.27.so        [.] pthread_mutex_trylock
     0.00%  reservation      [kernel.kallsyms]         [k] __pm_relax
     0.00%  reservation      [kernel.kallsyms]         [k] __fdget
     0.00%  user             user                      [.] crypto/sha256.block.abi0
     0.00%  geo              geo                       [.] runtime.gcWriteBarrierR9
     0.00%  recommendation   recommendation            [.] runtime.(*pageAlloc).scavenge
     0.00%  recommendation   [kernel.kallsyms]         [k] __bitmap_and
     0.00%  mongod           libc-2.27.so              [.] clock_gettime
     0.00%  wrk              libc-2.31.so              [.] __memset_avx2_unaligned_erms
     0.00%  geo              geo                       [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnFinish
     0.00%  wrk              [kernel.kallsyms]         [k] __vfs_read
     0.00%  search           [kernel.kallsyms]         [k] __pagevec_lru_add_fn
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000bf58
     0.00%  recommendation   [kernel.kallsyms]         [k] __skb_ext_del
     0.00%  recommendation   recommendation            [.] internal/poll.(*pollDesc).prepare
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000031382
     0.00%  reservation      [kernel.kallsyms]         [k] copy_fpstate_to_sigframe
     0.00%  recommendation   [kernel.kallsyms]         [k] tcp_ack_update_rtt.isra.0
     0.00%  geo              [kernel.kallsyms]         [k] tcp_parse_md5sig_option
     0.00%  profile          profile                   [.] runtime.bgscavenge.func2
     0.00%  reservation      reservation               [.] google.golang.org/grpc/encoding/proto.(*codec).Marshal
     0.00%  search           [kernel.kallsyms]         [k] __x86_indirect_thunk_r14
     0.00%  search           search                    [.] reflect.Value.Field
     0.00%  geo              geo                       [.] github.com/golang/protobuf/proto.(*Buffer).DecodeFixed32
     0.00%  geo              [kernel.kallsyms]         [k] __acct_update_integrals
     0.00%  profile          profile                   [.] github.com/rs/zerolog.consoleDefaultFormatLevel
     0.00%  ftdc             mongod                    [.] adler32_z
     0.00%  search           search                    [.] github.com/uber/jaeger-client-go.TraceIDFromString
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003e503
     0.00%  search           [kernel.kallsyms]         [k] __fdget
     0.00%  rate             [kernel.kallsyms]         [k] ovl_path_type
     0.00%  reservation      [kernel.kallsyms]         [k] tcp_data_queue
     0.00%  profile          profile                   [.] runtime.(*stackScanState).putPtr
     0.00%  reservation      [kernel.kallsyms]         [k] lock_timer_base
     0.00%  geo              [kernel.kallsyms]         [k] __vfs_read
     0.00%  all-in-one-linu  all-in-one-linux          [.] github.com/jaegertracing/jaeger/pkg/queue.(*BoundedQueue).StartConsumersWithFactory.func1
     0.00%  jbd2/sda1-8      [kernel.kallsyms]         [k] _raw_spin_lock_irqsave
     0.00%  ftdc             mongod                    [.] mongo::BSONObjBuilder::append<int, void>
     0.00%  recommendation   [kernel.kallsyms]         [k] path_lookupat.isra.0
     0.00%  rate             rate                      [.] encoding/json.cachedTypeFields
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003de04
     0.00%  reservation      reservation               [.] os.fillFileStatFromSys
     0.00%  all-in-one-linu  all-in-one-linux          [.] runtime.mapaccess2
     0.00%  user             [kernel.kallsyms]         [k] enqueue_task_fair
     0.00%  node             node                      [.] Builtins_Call_ReceiverIsNotNullOrUndefined
     0.00%  reservation      reservation               [.] runtime.(*pageBits).setRange
     0.00%  reservation      [kernel.kallsyms]         [k] ip_queue_xmit
     0.00%  reservation      reservation               [.] reflect.(*rtype).Key
     0.00%  profile          profile                   [.] runtime.adjustSignalStack
     0.00%  geo              geo                       [.] runtime.siftupTimer
     0.00%  geo              [kernel.kallsyms]         [k] mem_cgroup_uncharge_list
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dca0
     0.00%  mc-lrumaint      [kernel.kallsyms]         [k] mem_cgroup_handle_over_high
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000044602
