# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 24K of event 'cycles'
# Event count (approx.): 60185330682
#
# Overhead  Command  Shared Object      Symbol                                                                                     
# ........  .......  .................  ...........................................................................................
#
     0.00%  rate     rate               [.] runtime.(*pageAlloc).alloc
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).Write.func1.1
     0.00%  rate     rate               [.] runtime.memhash32
     0.00%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).SetEmitFunc
     0.00%  rate     [kernel.kallsyms]  [k] hrtimer_sleeper_start_expires
     0.00%  rate     rate               [.] github.com/rs/zerolog.Level.String
     0.00%  rate     rate               [.] runtime.(*addrRanges).removeGreaterEqual
     0.00%  rate     rate               [.] runtime.gcBgMarkWorker
     0.00%  rate     rate               [.] github.com/harlow/go-micro-services/services/rate/proto._Rate_GetRates_Handler.func1
     0.00%  rate     [kernel.kallsyms]  [k] hrtimer_cancel
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.(*udpSender).Flush
     0.00%  rate     [kernel.kallsyms]  [k] down_read_trylock
     0.00%  rate     rate               [.] golang.org/x/net/http2/hpack.(*dynamicTable).evict
     0.00%  rate     rate               [.] runtime.(*mSpanList).insert
     0.00%  rate     rate               [.] internal/bytealg.IndexByte.abi0
     0.00%  rate     rate               [.] golang.org/x/net/http2.(*PingFrame).Header
     0.00%  rate     [kernel.kallsyms]  [k] __x2apic_send_IPI_dest
     0.00%  rate     rate               [.] runtime.read.abi0
     0.00%  rate     [kernel.kallsyms]  [k] br_allowed_egress
     0.00%  rate     [kernel.kallsyms]  [k] native_smp_send_reschedule
     0.00%  rate     rate               [.] runtime.efaceeq
     0.00%  rate     rate               [.] google.golang.org/grpc.encode
     0.00%  rate     [kernel.kallsyms]  [k] irq_enter
     0.00%  rate     rate               [.] google.golang.org/grpc/encoding/proto.(*codec).Unmarshal
     0.00%  rate     rate               [.] github.com/harlow/go-micro-services/services/rate.(*RatePlans).Less
     0.00%  rate     [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.00%  rate     rate               [.] runtime.entersyscall_sysmon
     0.00%  rate     [kernel.kallsyms]  [k] tcp_stream_memory_free
     0.00%  rate     rate               [.] golang.org/x/net/http2/hpack.glob..func1
     0.00%  rate     rate               [.] runtime.mapassign_fast32
     0.00%  rate     rate               [.] runtime.deltimer
     0.00%  rate     [kernel.kallsyms]  [k] do_signal
     0.00%  rate     [kernel.kallsyms]  [k] mem_cgroup_try_charge_delay
     0.00%  rate     [kernel.kallsyms]  [k] br_nf_dev_xmit
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField2
     0.00%  rate     [kernel.kallsyms]  [k] notifier_call_chain
     0.00%  rate     rate               [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteFieldEnd
     0.00%  rate     [kernel.kallsyms]  [k] __x86_indirect_thunk_r14
     0.00%  rate     [kernel.kallsyms]  [k] tcp_rate_gen
     0.00%  rate     [kernel.kallsyms]  [k] recalc_sigpending
     0.00%  rate     [kernel.kallsyms]  [k] br_nf_forward_finish
     0.00%  rate     [kernel.kallsyms]  [k] __send_signal
     0.00%  rate     rate               [.] runtime.wakeNetPoller
     0.00%  rate     [kernel.kallsyms]  [k] memcpy
     0.00%  rate     [kernel.kallsyms]  [k] userfaultfd_remove
     0.00%  rate     rate               [.] runtime.concatstring2
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*quotaPool).lockedAdd
     0.00%  rate     rate               [.] runtime.chansend.func1
     0.00%  rate     rate               [.] strconv.atof64exact
     0.00%  rate     [kernel.kallsyms]  [k] sk_free
     0.00%  rate     rate               [.] runtime.chanrecv1
     0.00%  rate     rate               [.] runtime.goschedImpl
     0.00%  rate     [kernel.kallsyms]  [k] find_next_and_bit
     0.00%  rate     [kernel.kallsyms]  [k] note_gp_changes
     0.00%  rate     rate               [.] runtime.bgscavenge.func1
     0.00%  rate     [kernel.kallsyms]  [k] mem_cgroup_throttle_swaprate
     0.00%  rate     rate               [.] strconv.ParseFloat
     0.00%  rate     rate               [.] sort.(*StringSlice).Len
     0.00%  rate     rate               [.] runtime.exitsyscall.abi0
     0.00%  rate     rate               [.] sync.runtime_procUnpin
     0.00%  rate     rate               [.] runtime.strhash
     0.00%  rate     rate               [.] runtime.shrinkstack
     0.00%  rate     [kernel.kallsyms]  [k] tcp_parse_md5sig_option
     0.00%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).EncodeFixed64
     0.00%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatLevel
     0.00%  rate     rate               [.] runtime.bgscavenge
     0.00%  rate     rate               [.] sync/atomic.CompareAndSwapPointer
     0.00%  rate     [kernel.kallsyms]  [k] set_task_rq_fair
     0.00%  rate     [kernel.kallsyms]  [k] hugepage_madvise
     0.00%  rate     [kernel.kallsyms]  [k] lockref_get_not_dead
     0.00%  rate     [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.00%  rate     rate               [.] runtime.signalM
     0.00%  rate     rate               [.] github.com/rs/zerolog.(*Event).Msgf
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Span).Context
     0.00%  rate     [kernel.kallsyms]  [k] __fpu__restore_sig
     0.00%  rate     [kernel.kallsyms]  [k] bictcp_cwnd_event
     0.00%  rate     [kernel.kallsyms]  [k] find_task_by_vpid
     0.00%  rate     [kernel.kallsyms]  [k] perf_pmu_disable.part.0
     0.00%  rate     rate               [.] runtime.tgkill.abi0
     0.00%  rate     [kernel.kallsyms]  [k] update_rt_rq_load_avg
     0.00%  rate     [kernel.kallsyms]  [k] down_write_killable
     0.00%  rate     [kernel.kallsyms]  [k] ovl_path_real
     0.00%  rate     [kernel.kallsyms]  [k] iov_iter_advance
     0.00%  rate     rate               [.] encoding/json.state0
     0.00%  rate     rate               [.] github.com/rs/zerolog.(*timestampHook).Run
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).updateWindow.dwrap.20
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Tracer).StartSpan
     0.00%  rate     rate               [.] reflect.Value.Bytes
     0.00%  rate     rate               [.] encoding/json.stateDot0
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField4
     0.00%  rate     [kernel.kallsyms]  [k] alloc_cpumask_var_node
     0.00%  rate     [kernel.kallsyms]  [k] __sock_wfree
     0.00%  rate     rate               [.] runtime.heapBits.forward
     0.00%  rate     rate               [.] runtime.(*semaRoot).dequeue
     0.00%  rate     [kernel.kallsyms]  [k] osq_unlock
     0.00%  rate     [kernel.kallsyms]  [k] ovl_layer_lower
     0.00%  rate     rate               [.] runtime.handoffp
     0.00%  rate     rate               [.] runtime.adjustSignalStack
     0.00%  rate     [kernel.kallsyms]  [k] __lock_sock
     0.00%  rate     [kernel.kallsyms]  [k] kick_process
     0.00%  rate     rate               [.] time.Time.Sub
     0.00%  rate     rate               [.] runtime.(*mheap).allocNeedsZero
     0.00%  rate     [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.00%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Span).SetTag.dwrap.16
     0.00%  rate     [kernel.kallsyms]  [k] page_counter_try_charge
     0.00%  rate     rate               [.] runtime.typehash
     0.00%  rate     [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.00%  rate     [kernel.kallsyms]  [k] memcg_check_events
     0.00%  rate     rate               [.] runtime.(*pageAlloc).scavengeReserve
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).handlePing
     0.00%  rate     [kernel.kallsyms]  [k] tcp_grow_window.isra.0
     0.00%  rate     rate               [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteString
     0.00%  rate     [kernel.kallsyms]  [k] on_each_cpu_mask
     0.00%  rate     [kernel.kallsyms]  [k] timekeeping_update
     0.00%  rate     rate               [.] context.(*emptyCtx).Value
     0.00%  rate     rate               [.] runtime.funcfile
     0.00%  rate     [kernel.kallsyms]  [k] mempool_free_slab
     0.00%  rate     [kernel.kallsyms]  [k] dev_queue_xmit
     0.00%  rate     rate               [.] runtime.markrootSpans
     0.00%  rate     rate               [.] runtime.(*pageAlloc).find.func1
     0.00%  rate     [kernel.kallsyms]  [k] get_sigframe.isra.0.constprop.0
     0.00%  rate     [kernel.kallsyms]  [k] mem_cgroup_from_task
     0.00%  rate     rate               [.] runtime.pcdatavalue1
     0.00%  rate     rate               [.] runtime.makeAddrRange
     0.00%  rate     rate               [.] github.com/harlow/go-micro-services/services/rate.(*RatePlans).Len
     0.00%  rate     rate               [.] encoding/json.(*decodeState).scanNext
     0.00%  rate     rate               [.] fmt.errorHandler
     0.00%  rate     [kernel.kallsyms]  [k] kernel_poison_pages
     0.00%  rate     [kernel.kallsyms]  [k] __x86_indirect_thunk_r15
     0.00%  rate     rate               [.] runtime.gcMarkTermination
     0.00%  rate     rate               [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeVarint32
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).handleWindowUpdate
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*transportReader).Read
     0.00%  rate     [kernel.kallsyms]  [k] perf_event_idx_default
     0.00%  rate     [kernel.kallsyms]  [k] complete_walk
     0.00%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).Write.func1
     0.00%  rate     [kernel.kallsyms]  [k] rcu_core
     0.00%  rate     [kernel.kallsyms]  [k] update_dl_rq_load_avg
     0.00%  rate     [kernel.kallsyms]  [k] br_dev_xmit
     0.00%  rate     [kernel.kallsyms]  [k] __run_timers.part.0


#
# (Cannot load tips.txt file, please install perf!)
#
