# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 144K of event 'cycles'
# Event count (approx.): 161207679977
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                     
# ........  ...............  ........................  ...........................................................................................................................................................................................................................
#
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003db33
     0.00%  geo              geo                       [.] context.WithDeadline
     0.00%  net-interface-h  [kernel.kallsyms]         [k] unlock_page
     0.00%  containerd       containerd                [.] encoding/json.(*decodeState).skip
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003be71
     0.00%  dockerd          dockerd                   [.] runtime.preemptone
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e1fa2
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003f5ef
     0.00%  ksoftirqd/6      [kernel.kallsyms]         [k] ipt_do_table
     0.00%  dockerd          [kernel.kallsyms]         [k] nd_jump_link
     0.00%  kworker/8:21-ev  [kernel.kallsyms]         [k] __radix_tree_replace
     0.00%  dockerd          [kernel.kallsyms]         [k] __acct_update_integrals
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] shmem_get_inode
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000001c7c7
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000c241
     0.00%  dockerd          [kernel.kallsyms]         [k] setup_pre_routing
     0.00%  reservation      reservation               [.] 0x000000000003c6de
     0.00%  iptables         ld-2.31.so                [.] get_common_indices.constprop.0
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] dec_zone_page_state
     0.00%  systemd-journal  libsystemd-shared-245.so  [.] greedy_realloc
     0.00%  node             node                      [.] v8::internal::TimerEventScope<v8::internal::TimerEventExecute>::LogTimerEvent
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000544e4
     0.00%  containerd-shim  [kernel.kallsyms]         [k] interrupt_entry
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000001ce75
     0.00%  dockerd          [kernel.kallsyms]         [k] netif_receive_skb_list_internal
     0.00%  containerd       containerd                [.] context.value
     0.00%  sshd             [kernel.kallsyms]         [k] _raw_spin_lock
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] allocate_slab
     0.00%  systemd          [kernel.kallsyms]         [k] nsfs_show_path
     0.00%  (spawn)          [kernel.kallsyms]         [k] __switch_to
     0.00%  rate             rate                      [.] 0x000000000003edb2
     0.00%  wrk              libc-2.31.so              [.] _int_malloc
     0.00%  kworker/4:8-eve  [kernel.kallsyms]         [k] free_unref_page
     0.00%  dockerd          [kernel.kallsyms]         [k] ip_sublist_rcv
     0.00%  runc:[0:PARENT]  [kernel.kallsyms]         [k] page_counter_try_charge
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e20b9
     0.00%  bridge-network-  [kernel.kallsyms]         [k] mem_cgroup_from_task
     0.00%  dockerd          [kernel.kallsyms]         [k] ip_forward_finish
     0.00%  containerd-shim  [kernel.kallsyms]         [k] run_timer_softirq
     0.00%  sshd             ld-2.31.so                [.] _dl_close_worker.part.0
     0.00%  containerd       containerd                [.] google.golang.org/grpc/internal/transport.(*http2Server).HandleStreams
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000043015
     0.00%  dockerd          [kernel.kallsyms]         [k] __srcu_read_unlock
     0.00%  networkd-dispat  libdbus-1.so.3.19.11      [.] dbus_bus_remove_match
     0.00%  rs:main Q:Reg    [kernel.kallsyms]         [k] do_get_write_access
     0.00%  dockerd          dockerd                   [.] syscall.rawSyscallNoError.abi0
     0.00%  containerd       containerd                [.] go.etcd.io/bbolt.(*DB).beginTx
     0.00%  dockerd          [kernel.kallsyms]         [k] sync_mm_rss
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000007c70a
     0.00%  systemd-udevd    systemd-udevd             [.] 0x0000000000030a80
     0.00%  dockerd          dockerd                   [.] google.golang.org/grpc.(*clientStream).finish
     0.00%  net-interface-h  [kernel.kallsyms]         [k] memcg_kmem_get_cache
     0.00%  networkd-dispat  [kernel.kallsyms]         [k] get_page_from_freelist
     0.00%  recommendation   recommendation            [.] 0x000000000000e8f7
     0.00%  swapper          [kernel.kallsyms]         [k] __free_slab
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000752a
     0.00%  geo              [kernel.kallsyms]         [k] shmem_free_inode
     0.00%  systemd-resolve  [kernel.kallsyms]         [k] rcu_irq_exit
     0.00%  dockerd          [kernel.kallsyms]         [k] udp_unicast_rcv_skb.isra.0
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] netlink_unicast
     0.00%  swapper          [kernel.kallsyms]         [k] __udp_manip_pkt
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000429d6
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000015e15
     0.00%  all-in-one-linu  [kernel.kallsyms]         [k] __hrtimer_run_queues
     0.00%  kworker/5:9-eve  [kernel.kallsyms]         [k] mutex_lock
     0.00%  dockerd          [kernel.kallsyms]         [k] security_d_instantiate
     0.00%  runc             [kernel.kallsyms]         [k] enqueue_task_fair
     0.00%  containerd-shim  [kernel.kallsyms]         [k] __d_lookup_rcu
     0.00%  sshd             [kernel.kallsyms]         [k] ret_from_intr
     0.00%  migration/15     [kernel.kallsyms]         [k] activate_task
     0.00%  runc:[0:PARENT]  [kernel.kallsyms]         [k] mem_cgroup_update_lru_size
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000565d3
     0.00%  wrk              [kernel.kallsyms]         [k] security_sk_free
     0.00%  all-in-one-linu  all-in-one-linux          [.] runtime.ready
     0.00%  kworker/14:7-ev  [kernel.kallsyms]         [k] find_next_iomem_res
     0.00%  containerd       containerd                [.] internal/poll.(*fdMutex).rwunlock
     0.00%  systemd          [kernel.kallsyms]         [k] interrupt_entry
     0.00%  docker-proxy     [kernel.kallsyms]         [k] trigger_load_balance
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000043025
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003134b
     0.00%  swapper          [kernel.kallsyms]         [k] l4proto_manip_pkt
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e5745
     0.00%  rate             [kernel.kallsyms]         [k] __fget_light
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d9c0
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000042beb
     0.00%  containerd       [kernel.kallsyms]         [k] resched_curr
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000043225
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000ef445
     0.00%  runc             ld-2.31.so                [.] _dl_check_map_versions
     0.00%  dockerd          [kernel.kallsyms]         [k] __sys_setsockopt
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000001ed16
     0.00%  wrk              [kernel.kallsyms]         [k] apic_ack_irq
     0.00%  dbus-daemon      [kernel.kallsyms]         [k] update_cfs_rq_h_load
     0.00%  kworker/7:26-ev  [kernel.kallsyms]         [k] sysfs_remove_link
     0.00%  ksoftirqd/9      [kernel.kallsyms]         [k] __x86_indirect_thunk_rax
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e20a0
     0.00%  runc:[2:INIT]    [kernel.kallsyms]         [k] shmem_show_options
     0.00%  iptables         [kernel.kallsyms]         [k] __unlock_page_memcg
     0.00%  kworker/7:26-ev  [kernel.kallsyms]         [k] __lock_text_start
     0.00%  dockerd          dockerd                   [.] google.golang.org/grpc.DialContext.chainUnaryClientInterceptors.func3
     0.00%  containerd-shim  [kernel.kallsyms]         [k] security_inode_free
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] kernfs_name_hash
     0.00%  node             [JIT] tid 81683           [.] 0x00000000072a8d24
     0.00%  node             node                      [.] uv__run_check
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003f737
     0.00%  vlan-network-in  [kernel.kallsyms]         [k] memcg_kmem_get_cache
     0.00%  systemd-udevd    systemd-udevd             [.] 0x0000000000011be0
     0.00%  all-in-one-linu  all-in-one-linux          [.] google.golang.org/grpc/internal/transport.(*controlBuffer).executeAndPut
     0.00%  rs:main Q:Reg    libc-2.31.so              [.] _IO_file_overflow@@GLIBC_2.2.5
     0.00%  containerd       [kernel.kallsyms]         [k] clear_page_erms
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000006959d
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dd22
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e3623
     0.00%  wrk              [kernel.kallsyms]         [k] __bitmap_and
     0.00%  (spawn)          [kernel.kallsyms]         [k] __count_memcg_events
     0.00%  dockerd          [kernel.kallsyms]         [k] notifier_call_chain
     0.00%  dockerd          [kernel.kallsyms]         [k] __page_cache_alloc
     0.00%  dockerd          [kernel.kallsyms]         [k] cgroup_rstat_updated
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e1f02
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000d6e1
     0.00%  swapper          [kernel.kallsyms]         [k] napi_gro_frags
     0.00%  systemd-resolve  libc-2.31.so              [.] _IO_fclose@@GLIBC_2.2.5
     0.00%  node             [kernel.kallsyms]         [k] enter_lazy_tlb
     0.00%  dockerd          [kernel.kallsyms]         [k] __jbd2_journal_file_buffer
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d1f1
     0.00%  wrk              [kernel.kallsyms]         [k] __msecs_to_jiffies
     0.00%  node             node                      [.] v8::internal::FastGetOwnValuesOrEntries
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d419
     0.00%  systemd-logind   [kernel.kallsyms]         [k] copy_user_generic_unrolled
     0.00%  systemd          libc-2.31.so              [.] _IO_str_init_static_internal
     0.00%  containerd       [kernel.kallsyms]         [k] find_next_and_bit
     0.00%  dockerd          dockerd                   [.] reflect.Value.Field
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __x64_sys_sched_yield
     0.00%  sshd             [kernel.kallsyms]         [k] lock_page_memcg
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000002938e
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000004722d
     0.00%  containerd-shim  [kernel.kallsyms]         [k] __mod_lruvec_state
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e387a
     0.00%  swapper          [kernel.kallsyms]         [k] rcu_report_qs_rnp
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e597c
     0.00%  sshd             [kernel.kallsyms]         [k] __udp_enqueue_schedule_skb
     0.00%  kworker/15:3-ev  [kernel.kallsyms]         [k] rb_next
     0.00%  runc:[1:CHILD]   [kernel.kallsyms]         [k] clear_page_erms
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000c1a0
     0.00%  dockerd          [kernel.kallsyms]         [k] integrity_inode_free
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000007c54a
     0.00%  dockerd          dockerd                   [.] runtime.(*unwinder).cgoCallers
     0.00%  dockerd          [kernel.kallsyms]         [k] tcp_write_timer_handler
     0.00%  dockerd          dockerd                   [.] net.partialDeadline
     0.00%  reservation      [kernel.kallsyms]         [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  dockerd          [kernel.kallsyms]         [k] pid_update_inode
     0.00%  dockerd          [kernel.kallsyms]         [k] _raw_read_unlock_bh
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000ae708
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003feae
     0.00%  kworker/u32:3+n  [kernel.kallsyms]         [k] xas_load
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] lockref_put_or_lock
     0.00%  ksoftirqd/6      [kernel.kallsyms]         [k] update_blocked_averages
     0.00%  reservation      reservation               [.] 0x00000000000436a6
     0.00%  systemd-udevd    systemd-udevd             [.] 0x0000000000028ed0
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] key_put
     0.00%  all-in-one-linu  [kernel.kallsyms]         [k] try_to_wake_up
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d1c5
     0.00%  wrk              [kernel.kallsyms]         [k] mlx4_cq_completion
     0.00%  geo              [kernel.kallsyms]         [k] __init_rwsem
     0.00%  mc-lrumaint      [kernel.kallsyms]         [k] idle_cpu
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d133
     0.00%  all-in-one-linu  all-in-one-linux          [.] runtime.futexsleep
     0.00%  dockerd          [kernel.kallsyms]         [k] neigh_sysctl_register
     0.00%  dockerd          [kernel.kallsyms]         [k] ll_back_merge_fn
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003f916
     0.00%  networkd-dispat  libdbus-1.so.3.19.11      [.] _dbus_header_get_byte_order
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003cb2e
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000007c57a
     0.00%  dockerd          [kernel.kallsyms]         [k] ip_list_rcv
     0.00%  all-in-one-linu  [kernel.kallsyms]         [k] do_epoll_wait
     0.00%  kworker/14:7-ev  [kernel.kallsyms]         [k] update_cfs_group
     0.00%  containerd       containerd                [.] go.etcd.io/bbolt.(*page).fastCheck
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000001f57e
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000006b4f
     0.00%  kworker/6:9-eve  [kernel.kallsyms]         [k] kernfs_get
     0.00%  swapper          [kernel.kallsyms]         [k] br_allowed_egress
     0.00%  ksoftirqd/6      [kernel.kallsyms]         [k] try_to_wake_up
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000006bdd
     0.00%  dockerd          [kernel.kallsyms]         [k] put_pid_ns
     0.00%  net-interface-h  [kernel.kallsyms]         [k] vmacache_find
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dd00
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000069543
     0.00%  dockerd          [kernel.kallsyms]         [k] retint_kernel
     0.00%  dbus-daemon      [kernel.kallsyms]         [k] read_tsc
     0.00%  node             node                      [.] Builtins_CopyDataProperties
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e5c26
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000007525
     0.00%  ksoftirqd/4      [kernel.kallsyms]         [k] kmem_cache_free
     0.00%  systemd-logind   [kernel.kallsyms]         [k] import_iovec
     0.00%  reservation      [kernel.kallsyms]         [k] mutex_spin_on_owner
     0.00%  wrk              [kernel.kallsyms]         [k] rmqueue
     0.00%  dockerd          dockerd                   [.] syscall.socket
     0.00%  containerd       [kernel.kallsyms]         [k] ep_remove
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000065a29
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000bd73
     0.00%  containerd       containerd                [.] go.etcd.io/bbolt.(*Cursor).nsearch
     0.00%  exe              dockerd                   [.] runtime.futex.abi0
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000984fe
     0.00%  node             node                      [.] uv__try_write.isra.5
     0.00%  containerd       containerd                [.] google.golang.org/grpc/internal/transport.decodeMetadataHeader
     0.00%  perf             [kernel.kallsyms]         [k] ext4_inode_csum_set
     0.00%  ksoftirqd/4      [kernel.kallsyms]         [k] tcp_chrono_stop
     0.00%  containerd       containerd                [.] github.com/prometheus/client_golang/prometheus.(*metricMap).getOrCreateMetricWithLabelValues
     0.00%  sshd             [kernel.kallsyms]         [k] page_add_file_rmap
     0.00%  (spawn)          [kernel.kallsyms]         [k] futex_cleanup
     0.00%  profile          profile                   [.] 0x0000000000054960
     0.00%  networkctl       libc-2.31.so              [.] _int_malloc
     0.00%  dockerd          dockerd                   [.] golang.org/x/net/internal/socket.ControlMessage.ParseHeader
     0.00%  runc             [kernel.kallsyms]         [k] up_write
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d0fc
     0.00%  swapper          [kernel.kallsyms]         [k] fdb_find_rcu
     0.00%  containerd-shim  [kernel.kallsyms]         [k] br_forward
     0.00%  node             [kernel.kallsyms]         [k] copy_user_generic_unrolled
     0.00%  node             [JIT] tid 81683           [.] 0x00000000072db05e
     0.00%  node             [JIT] tid 81683           [.] 0x00000000072a4eb6
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003da43
     0.00%  ksoftirqd/15     [kernel.kallsyms]         [k] ip_route_input_slow
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003e729
     0.00%  rate             [kernel.kallsyms]         [k] nf_conntrack_in
     0.00%  recommendation   recommendation            [.] 0x000000000003c996
     0.00%  node             node                      [.] node::ThreadPoolWork::ScheduleWork()::{lambda(uv_work_s*, int)#2}::_FUN
     0.00%  node             [kernel.kallsyms]         [k] do_user_addr_fault
     0.00%  dockerd          [kernel.kallsyms]         [k] __check_block_validity.constprop.0
     0.00%  systemd-logind   [kernel.kallsyms]         [k] check_stack_object
     0.00%  containerd       containerd                [.] google.golang.org/grpc/internal/transport.(*http2Server).operateHeaders
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000c1ff
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000c251
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __x86_indirect_thunk_r15
     0.00%  ksoftirqd/14     [kernel.kallsyms]         [k] check_preempt_curr
     0.00%  ksoftirqd/14     [kernel.kallsyms]         [k] update_blocked_averages
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000ef268
     0.00%  dockerd          dockerd                   [.] time.AfterFunc
     0.00%  all-in-one-linu  [kernel.kallsyms]         [k] find_next_bit
     0.00%  ksoftirqd/14     [kernel.kallsyms]         [k] dequeue_task_fair
     0.00%  (spawn)          [kernel.kallsyms]         [k] down_write
     0.00%  bridge-network-  [kernel.kallsyms]         [k] pmd_devmap_trans_unstable
     0.00%  networkd-dispat  [kernel.kallsyms]         [k] kmem_cache_free
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003f733
     0.00%  node             [kernel.kallsyms]         [k] prepare_exit_to_usermode
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000ef2b7
     0.00%  swapper          [kernel.kallsyms]         [k] ip_route_input_noref
     0.00%  sshd             libc-2.31.so              [.] __fork
     0.00%  docker-proxy     [kernel.kallsyms]         [k] idle_cpu
     0.00%  systemd-udevd    systemd-udevd             [.] 0x0000000000068219
     0.00%  dockerd          dockerd                   [.] runtime.addfinalizer
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dd4d
     0.00%  containerd-shim  [kernel.kallsyms]         [k] smp_call_function_single
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000621f6
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000056ac0
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] kmem_cache_free
     0.00%  swapper          [kernel.kallsyms]         [k] nf_ip_checksum
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000315b6
     0.00%  dockerd          [kernel.kallsyms]         [k] addrconf_ifdown
     0.00%  containerd       containerd                [.] go.etcd.io/bbolt.fdatasync
     0.00%  wrk              wrk                       [.] lj_vm_return
     0.00%  wrk              [kernel.kallsyms]         [k] __pskb_pull_tail
     0.00%  6                libc-2.31.so              [.] _dl_addr
     0.00%  sshd             libc-2.31.so              [.] read
     0.00%  dockerd          dockerd                   [.] net.(*UDPAddr).Network
     0.00%  dockerd          dockerd                   [.] runtime.fastexprand
     0.00%  wrk              [kernel.kallsyms]         [k] netif_rx
     0.00%  docker-proxy     docker-proxy              [.] runtime.entersyscall
     0.00%  containerd-shim  [kernel.kallsyms]         [k] nf_ct_get_tuple
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000001202c0
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] ext4_es_lookup_extent
     0.00%  dockerd          dockerd                   [.] github.com/sirupsen/logrus.(*Entry).Log
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e570f
     0.00%  dockerd          [kernel.kallsyms]         [k] x86_pmu_enable
     0.00%  runc:[2:INIT]    /                         [.] 0x00000000001b6580
     0.00%  kworker/13:3-rc  [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003c689
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003cef9
     0.00%  kworker/u32:2-m  [kernel.kallsyms]         [k] try_to_wake_up
     0.00%  runc             [kernel.kallsyms]         [k] rwsem_optimistic_spin
     0.00%  kworker/8:21-ev  [kernel.kallsyms]         [k] security_kernfs_init_security
     0.00%  sshd             [kernel.kallsyms]         [k] psi_task_change
     0.00%  profile          [kernel.kallsyms]         [k] timerqueue_add
     0.00%  bridge-network-  [kernel.kallsyms]         [k] perf_iterate_sb
     0.00%  perf             [kernel.kallsyms]         [k] ext4_write_begin
     0.00%  docker-proxy     [kernel.kallsyms]         [k] native_read_msr
     0.00%  containerd       containerd                [.] runtime.stackalloc
     0.00%  systemd-udevd    systemd-udevd             [.] 0x000000000003e8a0
     0.00%  sshd             [kernel.kallsyms]         [k] aa_file_perm
     0.00%  recommendation   [kernel.kallsyms]         [k] __schedule
     0.00%  wrk              [kernel.kallsyms]         [k] __vfs_read
     0.00%  dockerd          [kernel.kallsyms]         [k] perf_pmu_enable.part.0
     0.00%  (spawn)          [kernel.kallsyms]         [k] validate_prctl_map_addr
     0.00%  systemd-udevd    systemd-udevd             [.] 0x0000000000028e36
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000039c34
     0.00%  dockerd          [kernel.kallsyms]         [k] complete_walk
     0.00%  swapper          [kernel.kallsyms]         [k] group_balance_cpu
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000069571
     0.00%  systemd          libsystemd-shared-245.so  [.] sd_event_now
     0.00%  wrk              [kernel.kallsyms]         [k] run_rebalance_domains
     0.00%  dockerd          [kernel.kallsyms]         [k] workingset_update_node
     0.00%  dockerd          [kernel.kallsyms]         [k] mem_cgroup_update_lru_size
     0.00%  dockerd          [kernel.kallsyms]         [k] string_nocheck
     0.00%  node             [JIT] tid 81683           [.] 0x000000000726cc41
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003c596
     0.00%  sshd             sshd                      [.] 0x000000000000f364
     0.00%  node             libpthread-2.31.so        [.] __errno_location
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000031430
     0.00%  rs:main Q:Reg    [kernel.kallsyms]         [k] add_transaction_credits
     0.00%  dockerd          [kernel.kallsyms]         [k] __qdisc_run
     0.00%  containerd-shim  [kernel.kallsyms]         [k] do_fcntl
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d3cb
     0.00%  swapper          [kernel.kallsyms]         [k] ip_sublist_rcv_finish
     0.00%  sshd             [kernel.kallsyms]         [k] find_vma
     0.00%  exe              [kernel.kallsyms]         [k] policy_node
     0.00%  ksoftirqd/13     [kernel.kallsyms]         [k] __sk_mem_reduce_allocated
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d525
     0.00%  node             [kernel.kallsyms]         [k] set_task_cpu
     0.00%  dbus-daemon      [kernel.kallsyms]         [k] reweight_entity
     0.00%  profile          [vdso]                    [.] __vdso_clock_gettime
     0.00%  dockerd          [kernel.kallsyms]         [k] create_new_namespaces
     0.00%  networkd-dispat  python3.8                 [.] PyOS_strtoul
     0.00%  ksoftirqd/5      [kernel.kallsyms]         [k] kmem_cache_free
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000069509
     0.00%  runc             [kernel.kallsyms]         [k] __mark_inode_dirty
     0.00%  wrk              [kernel.kallsyms]         [k] wake_up_process
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] deactivate_slab
     0.00%  dockerd          [kernel.kallsyms]         [k] page_counter_try_charge
     0.00%  swapper          [kernel.kallsyms]         [k] invoke_rcu_core
     0.00%  ksoftirqd/5      [kernel.kallsyms]         [k] __softirqentry_text_start
     0.00%  kworker/4:8-eve  [kernel.kallsyms]         [k] vsnprintf
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e1f42
     0.00%  ksoftirqd/5      [kernel.kallsyms]         [k] nf_nat_packet
     0.00%  runc             [kernel.kallsyms]         [k] legitimize_path.isra.0
     0.00%  systemd-udevd    systemd-udevd             [.] 0x000000000002a118
     0.00%  dbus-daemon      libdbus-1.so.3.19.11      [.] _dbus_rmutex_unlock
     0.00%  kworker/u32:3+n  [kernel.kallsyms]         [k] delete_node
     0.00%  dbus-daemon      libdbus-1.so.3.19.11      [.] _dbus_marshal_read_uint32
     0.00%  containerd       containerd                [.] runtime.(*spanSet).pop
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000044668
     0.00%  user             user                      [.] 0x00000000000524c9
     0.00%  all-in-one-linu  all-in-one-linux          [.] runtime.heapSetType
     0.00%  dockerd          [kernel.kallsyms]         [k] native_irq_return_iret
     0.00%  dockerd          [kernel.kallsyms]         [k] ext4_read_block_bitmap
     0.00%  swapper          [kernel.kallsyms]         [k] gro_pull_from_frag0
     0.00%  wrk              [kernel.kallsyms]         [k] nohz_balance_exit_idle
     0.00%  exe              [kernel.kallsyms]         [k] task_change_group_fair
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000031340
     0.00%  dockerd          [kernel.kallsyms]         [k] rcu_segcblist_ready_cbs
     0.00%  all-in-one-linu  [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.00%  reservation      [kernel.kallsyms]         [k] kernfs_put
     0.00%  dockerd          dockerd                   [.] github.com/docker/docker/libnetwork/datastore.(*cache).list.func1
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] jbd2_journal_write_metadata_buffer
     0.00%  reservation      [kernel.kallsyms]         [k] ep_item_poll.isra.0
     0.00%  (spawn)          [kernel.kallsyms]         [k] clear_page_erms
     0.00%  dockerd          [kernel.kallsyms]         [k] ip_protocol_deliver_rcu
     0.00%  sshd             [kernel.kallsyms]         [k] apic_timer_interrupt
     0.00%  docker-proxy     [kernel.kallsyms]         [k] skb_pull_rcsum
     0.00%  profile          [kernel.kallsyms]         [k] syscall_return_via_sysret
     0.00%  sshd             sshd                      [.] 0x0000000000055204
     0.00%  dockerd          dockerd                   [.] runtime.(*mspan).ensureSwept
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] fpregs_assert_state_consistent
     0.00%  containerd       containerd                [.] github.com/containerd/containerd.(*remoteContainers).List
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000621d5
     0.00%  exe              [kernel.kallsyms]         [k] vma_gap_callbacks_rotate
     0.00%  systemd-resolve  libc-2.31.so              [.] __vsnprintf_internal
     0.00%  dockerd          [kernel.kallsyms]         [k] security_inode_permission
     0.00%  networkd-dispat  [kernel.kallsyms]         [k] handle_mm_fault
     0.00%  runc             [kernel.kallsyms]         [k] cpumask_next
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e2280
     0.00%  containerd-shim  [kernel.kallsyms]         [k] get_seccomp_filter
