# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 80K of event 'cycles'
# Event count (approx.): 144895019115
#
# Overhead  Command   Shared Object       Symbol                                                                                                          
# ........  ........  ..................  ................................................................................................................
#
     0.01%  frontend  frontend            [.] github.com/opentracing-contrib/go-stdlib/nethttp.(*statusCodeTracker).Header
     0.01%  frontend  [kernel.kallsyms]   [k] rcu_irq_exit
     0.01%  frontend  [kernel.kallsyms]   [k] nf_ip_checksum
     0.01%  frontend  frontend            [.] net/http.hasToken
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.parseWindowUpdateFrame
     0.01%  frontend  frontend            [.] net/url.(*URL).setPath
     0.01%  frontend  frontend            [.] runtime.(*pageBits).setRange
     0.01%  frontend  frontend            [.] runtime.(*pageCache).alloc
     0.01%  frontend  frontend            [.] runtime.memhash8
     0.01%  frontend  frontend            [.] time.Since
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_int32
     0.01%  frontend  frontend            [.] runtime.castogscanstatus
     0.01%  frontend  [kernel.kallsyms]   [k] perf_event_update_time
     0.01%  frontend  frontend            [.] runtime.gcWriteBarrierCX
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).operateHeaders.func1
     0.01%  frontend  frontend            [.] runtime.heapBits.initSpan
     0.01%  frontend  [kernel.kallsyms]   [k] skb_free_head
     0.01%  frontend  frontend            [.] reflect.typedmemclr
     0.01%  frontend  frontend            [.] net/http.(*chunkWriter).Write
     0.01%  frontend  [kernel.kallsyms]   [k] ktime_get_seconds
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_rack_advance
     0.01%  frontend  [kernel.kallsyms]   [k] copy_fpstate_to_sigframe
     0.01%  frontend  frontend            [.] runtime.pcdatavalue1
     0.01%  frontend  [kernel.kallsyms]   [k] __do_sys_madvise
     0.01%  frontend  frontend            [.] runtime.goschedImpl
     0.01%  frontend  frontend            [.] encoding/json.mapEncoder.encode-fm
     0.01%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/search/proto.(*SearchResult).Reset
     0.01%  frontend  frontend            [.] encoding/json.(*encodeState).marshal
     0.01%  frontend  frontend            [.] fmt.(*pp).handleMethods
     0.01%  frontend  frontend            [.] google.golang.org/grpc.checkRecvPayload
     0.01%  frontend  [kernel.kallsyms]   [k] __wake_up_sync_key
     0.01%  frontend  [kernel.kallsyms]   [k] ovl_layer_lower
     0.01%  frontend  frontend            [.] strings.(*byteReplacer).Replace
     0.01%  frontend  [kernel.kallsyms]   [k] wake_up_process
     0.01%  frontend  [kernel.kallsyms]   [k] __hrtimer_get_next_event
     0.01%  frontend  frontend            [.] runtime.(*addrRanges).removeLast
     0.01%  frontend  frontend            [.] runtime.goexit0
     0.01%  frontend  frontend            [.] runtime.morestack.abi0
     0.01%  frontend  frontend            [.] internal/poll.setDeadlineImpl.dwrap.4
     0.01%  frontend  [kernel.kallsyms]   [k] rmqueue
     0.01%  frontend  [kernel.kallsyms]   [k] __intel_pmu_disable_all
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.01%  frontend  frontend            [.] net/http.(*mp4Sig).match
     0.01%  frontend  frontend            [.] runtime.gcWriteBarrierDX
     0.01%  frontend  [kernel.kallsyms]   [k] get_mem_cgroup_from_mm
     0.01%  frontend  frontend            [.] net/http.(*ServeMux).shouldRedirectRLocked
     0.01%  frontend  frontend            [.] runtime.(*gcWork).putBatch
     0.01%  frontend  frontend            [.] runtime.checkIdleGCNoP
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_add_backlog
     0.01%  frontend  frontend            [.] runtime.gfput
     0.01%  frontend  [kernel.kallsyms]   [k] __x86_indirect_thunk_r13
     0.01%  frontend  frontend            [.] sync.(*poolDequeue).pushHead
     0.01%  frontend  frontend            [.] runtime.(*mheap).alloc
     0.01%  frontend  frontend            [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.metadataReaderWriter.Set
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_int64
     0.01%  frontend  frontend            [.] net/http.(*conn).setState
     0.01%  frontend  frontend            [.] runtime.sysUnused
     0.01%  frontend  [kernel.kallsyms]   [k] minmax_running_min
     0.01%  frontend  frontend            [.] runtime.(*pageAlloc).allocRange
     0.01%  frontend  frontend            [.] strconv.atof64exact
     0.01%  frontend  [kernel.kallsyms]   [k] file_update_time
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.(*HeadersFrame).invalidate
     0.01%  frontend  frontend            [.] runtime.acquirep
     0.01%  frontend  frontend            [.] runtime.stackfree
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*quotaPool).lockedAdd
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_try_coalesce
     0.01%  frontend  frontend            [.] net/http.(*connReader).unlock
     0.01%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*ProbabilisticSampler).IsSampled
     0.01%  frontend  frontend            [.] runtime.parkunlock_c
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).handlePing
     0.01%  frontend  frontend            [.] runtime.newproc
     0.01%  frontend  frontend            [.] runtime.releasep
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).Write.func2.1
     0.01%  frontend  [kernel.kallsyms]   [k] dev_queue_xmit
     0.01%  frontend  [kernel.kallsyms]   [k] page_counter_cancel
     0.01%  frontend  frontend            [.] runtime.(*semaRoot).queue
     0.01%  frontend  frontend            [.] net/url.split
     0.01%  frontend  frontend            [.] strconv.AppendInt
     0.01%  frontend  frontend            [.] net/http.(*response).Write
     0.01%  frontend  [kernel.kallsyms]   [k] perf_pmu_nop_int
     0.01%  frontend  [kernel.kallsyms]   [k] clockevents_program_event
     0.01%  frontend  frontend            [.] strconv.parseFloatPrefix
     0.01%  frontend  [kernel.kallsyms]   [k] task_tick_fair
     0.01%  frontend  frontend            [.] internal/reflectlite.Swapper.func9
     0.01%  frontend  frontend            [.] encoding/json.arrayEncoder.encode-fm
     0.01%  frontend  frontend            [.] net/http.shouldClose
     0.01%  frontend  frontend            [.] fmt.(*fmt).fmtFloat
     0.01%  frontend  frontend            [.] encoding/json.sliceEncoder.encode-fm
     0.01%  frontend  [kernel.kallsyms]   [k] legitimize_links
     0.01%  frontend  [kernel.kallsyms]   [k] schedule_hrtimeout_range_clock
     0.01%  frontend  [kernel.kallsyms]   [k] set_next_task_idle
     0.01%  frontend  frontend            [.] google.golang.org/grpc.(*balancerWrapper).Pick.dwrap.19
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.(*PingFrame).invalidate
     0.01%  frontend  [kernel.kallsyms]   [k] netif_receive_skb
     0.01%  frontend  [kernel.kallsyms]   [k] hrtimer_update_next_event
     0.01%  frontend  [kernel.kallsyms]   [k] __fpu__restore_sig
     0.01%  frontend  frontend            [.] net/url.ParseRequestURI
     0.01%  frontend  [kernel.kallsyms]   [k] handle_mm_fault
     0.01%  frontend  [kernel.kallsyms]   [k] complete_walk
     0.01%  frontend  [kernel.kallsyms]   [k] idle_cpu
     0.01%  frontend  [kernel.kallsyms]   [k] perf_event_set_state.part.0
     0.01%  frontend  [kernel.kallsyms]   [k] br_netif_receive_skb
     0.01%  frontend  frontend            [.] time.Time.abs
     0.01%  frontend  [kernel.kallsyms]   [k] __sock_wfree
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_send_ack
     0.01%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/search/proto.(*searchClient).Nearby
     0.01%  frontend  frontend            [.] internal/poll.(*FD).Read.dwrap.10
     0.01%  frontend  frontend            [.] net/http.(*Request).wantsClose
     0.01%  frontend  [kernel.kallsyms]   [k] set_normalized_timespec64
     0.01%  frontend  frontend            [.] runtime.cgoSigtramp
     0.01%  frontend  frontend            [.] strconv.atof64
     0.01%  frontend  [kernel.kallsyms]   [k] __x2apic_send_IPI_mask
     0.01%  frontend  [kernel.kallsyms]   [k] check_cfs_rq_runtime
     0.01%  frontend  [kernel.kallsyms]   [k] plist_add
     0.01%  frontend  frontend            [.] runtime.(*pageAlloc).scavengeRangeLocked
     0.01%  frontend  frontend            [.] sync.runtime_notifyListAdd
     0.01%  frontend  [kernel.kallsyms]   [k] mem_cgroup_page_lruvec
     0.01%  frontend  [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.01%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnFinish
     0.01%  frontend  frontend            [.] net/http.stripHostPort
     0.01%  frontend  frontend            [.] net/http.fixTrailer
     0.01%  frontend  frontend            [.] runtime.(*addrRanges).findSucc
     0.01%  frontend  frontend            [.] runtime.(*pageAlloc).find
     0.01%  frontend  frontend            [.] net/http.readRequest.func1
     0.01%  frontend  frontend            [.] runtime.heapBits.forward
     0.01%  frontend  frontend            [.] strings.indexFunc
     0.01%  frontend  frontend            [.] github.com/rs/zerolog.ConsoleWriter.Write.func1
     0.01%  frontend  [kernel.kallsyms]   [k] get_sigframe.isra.0.constprop.0
     0.01%  frontend  frontend            [.] runtime.memclrHasPointers
     0.01%  frontend  [kernel.kallsyms]   [k] skb_release_all
     0.01%  frontend  frontend            [.] github.com/rs/zerolog.consoleDefaultFormatLevel
     0.01%  frontend  frontend            [.] google.golang.org/grpc.(*ClientConn).GetMethodConfig.dwrap.27
     0.01%  frontend  [kernel.kallsyms]   [k] skb_csum_hwoffload_help
     0.01%  frontend  frontend            [.] runtime.netpollBreak
     0.01%  frontend  [kernel.kallsyms]   [k] lock_hrtimer_base
     0.01%  frontend  frontend            [.] runtime.(*pageAlloc).scavengeUnreserve
     0.01%  frontend  [kernel.kallsyms]   [k] irq_enter
     0.01%  frontend  frontend            [.] runtime.(*addrRanges).add
     0.01%  frontend  [kernel.kallsyms]   [k] __lock_sock
     0.01%  frontend  frontend            [.] internal/reflectlite.typedmemmove
     0.01%  frontend  frontend            [.] runtime.wbBufFlush
     0.01%  frontend  [kernel.kallsyms]   [k] flush_tlb_func_remote
     0.01%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/reservation/proto.(*Result).Reset
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_grow_window.isra.0
     0.01%  frontend  frontend            [.] net/http.cleanPath
     0.01%  frontend  [kernel.kallsyms]   [k] copyout
     0.01%  frontend  frontend            [.] context.(*emptyCtx).Deadline
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.(*FrameHeader).invalidate
     0.00%  frontend  frontend            [.] runtime.(*sysMemStat).add
     0.00%  frontend  frontend            [.] encoding/json.valueEncoder
     0.00%  frontend  frontend            [.] net/http.newBufioWriterSize
     0.00%  frontend  frontend            [.] net/textproto.mustHaveFieldNameColon
     0.00%  frontend  frontend            [.] fmt.(*pp).fmtFloat
     0.00%  frontend  [kernel.kallsyms]   [k] tcp_validate_incoming
     0.00%  frontend  frontend            [.] runtime.procresize
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Span).SetTag.dwrap.16
     0.00%  frontend  frontend            [.] net/http.(*Request).wantsHttp10KeepAlive
     0.00%  frontend  frontend            [.] time.(*Time).addSec
     0.00%  frontend  [kernel.kallsyms]   [k] pagevec_lru_move_fn
     0.00%  frontend  frontend            [.] net/http.putBufioWriter
     0.00%  frontend  frontend            [.] runtime.siftupTimer
     0.00%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).EncodeFixed64
     0.00%  frontend  [kernel.kallsyms]   [k] security_inode_permission
     0.00%  frontend  [kernel.kallsyms]   [k] skb_defer_rx_timestamp
     0.00%  frontend  frontend            [.] runtime.newproc.func1
     0.00%  frontend  frontend            [.] runtime.notetsleep_internal
     0.00%  frontend  [kernel.kallsyms]   [k] pick_next_task_idle
     0.00%  frontend  frontend            [.] golang.org/x/net/http2.(*DataFrame).invalidate
     0.00%  frontend  frontend            [.] runtime.(*pageAlloc).alloc
     0.00%  frontend  frontend            [.] net/http.(*connReader).startBackgroundRead.dwrap.74
     0.00%  frontend  frontend            [.] github.com/rs/zerolog.(*callerHook).Run
     0.00%  frontend  frontend            [.] runtime.(*gcWork).put
     0.00%  frontend  frontend            [.] runtime.(*gcWork).init
     0.00%  frontend  [kernel.kallsyms]   [k] rcu_qs
     0.00%  frontend  frontend            [.] runtime.(*addrRanges).removeGreaterEqual
     0.00%  frontend  frontend            [.] net/http.(*ServeMux).handler
     0.00%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/frontend.(*Server).searchHandler-fm
     0.00%  frontend  frontend            [.] google.golang.org/grpc.(*clientStream).finish.dwrap.50
     0.00%  frontend  [kernel.kallsyms]   [k] sock_zerocopy_put
     0.00%  frontend  [kernel.kallsyms]   [k] perf_event_sched_in
     0.00%  frontend  [kernel.kallsyms]   [k] prepare_to_wait_exclusive
     0.00%  frontend  frontend            [.] github.com/rs/zerolog.consoleDefaultFormatCaller
     0.00%  frontend  frontend            [.] runtime.concatstring4
     0.00%  frontend  frontend            [.] runtime.goexit.abi0
     0.00%  frontend  [kernel.kallsyms]   [k] do_signal
     0.00%  frontend  frontend            [.] github.com/opentracing/opentracing-go.HTTPHeadersCarrier.ForeachKey
     0.00%  frontend  [kernel.kallsyms]   [k] __cgroup_account_cputime
     0.00%  frontend  frontend            [.] runtime.bgscavenge
     0.00%  frontend  [kernel.kallsyms]   [k] skb_try_coalesce
     0.00%  frontend  frontend            [.] sync.runtime_notifyListNotifyAll
     0.00%  frontend  [kernel.kallsyms]   [k] simple_copy_to_iter
     0.00%  frontend  [kernel.kallsyms]   [k] __x64_sys_madvise
     0.00%  frontend  [kernel.kallsyms]   [k] get_timespec64
     0.00%  frontend  [kernel.kallsyms]   [k] vfs_statx
     0.00%  frontend  frontend            [.] net/http.ParseHTTPVersion
     0.00%  frontend  frontend            [.] runtime.(*pageAlloc).scavenge
     0.00%  frontend  [kernel.kallsyms]   [k] trigger_dyntick_cpu.isra.0
     0.00%  frontend  [kernel.kallsyms]   [k] __fdget
     0.00%  frontend  frontend            [.] google.golang.org/grpc.(*clientStream).RecvMsg.func1
     0.00%  frontend  frontend            [.] runtime.makeAddrRange
     0.00%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).dec_slice_string
     0.00%  frontend  frontend            [.] runtime.mput
     0.00%  frontend  frontend            [.] strings.(*Replacer).Replace
     0.00%  frontend  frontend            [.] internal/bytealg.IndexByte.abi0
     0.00%  frontend  [kernel.kallsyms]   [k] llist_add_batch
     0.00%  frontend  frontend            [.] runtime.forEachG
     0.00%  frontend  [kernel.kallsyms]   [k] skb_clone_tx_timestamp
     0.00%  frontend  frontend            [.] runtime.modtimer
     0.00%  frontend  frontend            [.] net/http.(*response).Header
     0.00%  frontend  [kernel.kallsyms]   [k] blk_finish_plug
     0.00%  frontend  frontend            [.] net/url.(*URL).EscapedPath
     0.00%  frontend  [kernel.kallsyms]   [k] rebalance_domains
     0.00%  frontend  [kernel.kallsyms]   [k] unmap_page_range
     0.00%  frontend  [kernel.kallsyms]   [k] default_wake_function
     0.00%  frontend  [kernel.kallsyms]   [k] current_time
     0.00%  frontend  [kernel.kallsyms]   [k] note_gp_changes
     0.00%  frontend  frontend            [.] runtime.(*mheap).allocNeedsZero
     0.00%  frontend  [kernel.kallsyms]   [k] zap_page_range
     0.00%  frontend  [kernel.kallsyms]   [k] wake_q_add_safe
     0.00%  frontend  [kernel.kallsyms]   [k] __x64_sys_rt_sigreturn
     0.00%  frontend  [kernel.kallsyms]   [k] blk_flush_plug_list
     0.00%  frontend  frontend            [.] runtime.resolveNameOff
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField3
     0.00%  frontend  [kernel.kallsyms]   [k] kthread_blkcg
     0.00%  frontend  [kernel.kallsyms]   [k] apparmor_task_kill
     0.00%  frontend  frontend            [.] runtime.gcAssistAlloc1
     0.00%  frontend  frontend            [.] runtime.convT16
     0.00%  frontend  frontend            [.] sync.(*poolChain).popHead
     0.00%  frontend  frontend            [.] net/http.(*noBody).Close
     0.00%  frontend  frontend            [.] runtime.(*wbBuf).reset
     0.00%  frontend  [kernel.kallsyms]   [k] enqueue_hrtimer
     0.00%  frontend  frontend            [.] runtime.(*gcWork).balance
     0.00%  frontend  [kernel.kallsyms]   [k] legitimize_root
     0.00%  frontend  frontend            [.] runtime.heapBits.forwardOrBoundary
     0.00%  frontend  frontend            [.] net/http.(*ServeMux).handler.dwrap.78
     0.00%  frontend  [kernel.kallsyms]   [k] irq_work_tick
     0.00%  frontend  frontend            [.] runtime.goexit1.abi0
     0.00%  frontend  frontend            [.] net/http.(*chunkWriter).close
     0.00%  frontend  [kernel.kallsyms]   [k] __pagevec_lru_add_fn
     0.00%  frontend  frontend            [.] runtime.gcWriteBarrierBX
     0.00%  frontend  frontend            [.] runtime.(*mheap).allocMSpanLocked
     0.00%  frontend  [kernel.kallsyms]   [k] get_signal
     0.00%  frontend  frontend            [.] golang.org/x/net/http2.(*WindowUpdateFrame).invalidate
     0.00%  frontend  frontend            [.] net/http.requestBodyRemains
     0.00%  frontend  [kernel.kallsyms]   [k] find_next_and_bit
     0.00%  frontend  frontend            [.] runtime.(*pageAlloc).free
     0.00%  frontend  [kernel.kallsyms]   [k] br_dev_xmit
     0.00%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_int32
     0.00%  frontend  frontend            [.] net/http.(*Request).expectsContinue
     0.00%  frontend  frontend            [.] runtime.typeBitsBulkBarrier
     0.00%  frontend  frontend            [.] runtime.(*workbuf).checkempty
     0.00%  frontend  [kernel.kallsyms]   [k] vmacache_find
     0.00%  frontend  frontend            [.] runtime.goexit1
     0.00%  frontend  frontend            [.] net/http.(*ServeMux).match
     0.00%  frontend  frontend            [.] runtime.stackcacherefill
     0.00%  frontend  [kernel.kallsyms]   [k] memcpy
     0.00%  frontend  [kernel.kallsyms]   [k] scheduler_ipi
     0.00%  frontend  [kernel.kallsyms]   [k] br_multicast_count
     0.00%  frontend  frontend            [.] runtime.(*pageAlloc).scavengeOne
     0.00%  frontend  [kernel.kallsyms]   [k] task_ctx_sched_out
     0.00%  frontend  [kernel.kallsyms]   [k] tcp_data_queue
     0.00%  frontend  [kernel.kallsyms]   [k] mem_cgroup_throttle_swaprate
     0.00%  frontend  [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%  frontend  frontend            [.] runtime.putempty
     0.00%  frontend  [kernel.kallsyms]   [k] atime_needs_update
     0.00%  frontend  frontend            [.] internal/poll.(*DeadlineExceededError).Timeout
     0.00%  frontend  [kernel.kallsyms]   [k] do_user_addr_fault
     0.00%  frontend  [kernel.kallsyms]   [k] free_unref_page_prepare.part.0
     0.00%  frontend  [kernel.kallsyms]   [k] perf_log_itrace_start
     0.00%  frontend  [kernel.kallsyms]   [k] error_entry
     0.00%  frontend  [kernel.kallsyms]   [k] timerqueue_del
     0.00%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/profile/proto.(*Result).Reset
     0.00%  frontend  frontend            [.] google.golang.org/grpc.(*acBalancerWrapper).getAddrConn.dwrap.14
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField10
     0.00%  frontend  frontend            [.] runtime.isAbortPC
     0.00%  frontend  [kernel.kallsyms]   [k] perf_pmu_nop_txn
     0.00%  frontend  frontend            [.] runtime.gcMark
     0.00%  frontend  frontend            [.] runtime.(*mSpanList).insert
     0.00%  frontend  [kernel.kallsyms]   [k] __dequeue_signal
     0.00%  frontend  frontend            [.] runtime.(*fixalloc).alloc
     0.00%  frontend  [kernel.kallsyms]   [k] down_read_trylock
     0.00%  frontend  [kernel.kallsyms]   [k] free_unref_page_list
     0.00%  frontend  frontend            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeFieldBeginInternal
     0.00%  frontend  frontend            [.] runtime.chansend.func1
     0.00%  frontend  frontend            [.] runtime.runOneTimer
     0.00%  frontend  [kernel.kallsyms]   [k] lru_add_drain_cpu
     0.00%  frontend  [kernel.kallsyms]   [k] call_function_single_interrupt
     0.00%  frontend  frontend            [.] runtime.(*mcentral).grow
     0.00%  frontend  [kernel.kallsyms]   [k] __clear_user
     0.00%  frontend  frontend            [.] context.(*cancelCtx).Done.dwrap.1
     0.00%  frontend  [kernel.kallsyms]   [k] alloc_pages_vma
     0.00%  frontend  frontend            [.] google.golang.org/grpc/transport.(*bdpEstimator).add.dwrap.1
     0.00%  frontend  libpthread-2.31.so  [.] __restore_rt
     0.00%  frontend  frontend            [.] sync.runtime_notifyListWait
     0.00%  frontend  frontend            [.] runtime.(*pallocBits).findSmallN
     0.00%  frontend  [kernel.kallsyms]   [k] ip_queue_xmit
     0.00%  frontend  frontend            [.] time.Time.date
     0.00%  frontend  frontend            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteFieldBegin
     0.00%  frontend  [kernel.kallsyms]   [k] perf_event_task_tick
     0.00%  frontend  [kernel.kallsyms]   [k] sched_slice.isra.0
     0.00%  frontend  [kernel.kallsyms]   [k] __wake_up
     0.00%  frontend  [kernel.kallsyms]   [k] tlb_gather_mmu
     0.00%  frontend  [kernel.kallsyms]   [k] setup_sigcontext
     0.00%  frontend  frontend            [.] runtime.runtimer
     0.00%  frontend  frontend            [.] runtime.(*gcControllerState).revise
     0.00%  frontend  [kernel.kallsyms]   [k] mem_cgroup_commit_charge
     0.00%  frontend  [kernel.kallsyms]   [k] do_sigaltstack.constprop.0
     0.00%  frontend  frontend            [.] bufio.(*Writer).WriteByte
     0.00%  frontend  [kernel.kallsyms]   [k] memset
     0.00%  frontend  [kernel.kallsyms]   [k] __radix_tree_lookup
     0.00%  frontend  frontend            [.] runtime.runSafePointFn
     0.00%  frontend  frontend            [.] runtime.(*stackScanState).putPtr
     0.00%  frontend  frontend            [.] runtime.(*hmap).incrnoverflow
     0.00%  frontend  [kernel.kallsyms]   [k] tlb_is_not_lazy
     0.00%  frontend  frontend            [.] strconv.atof32
     0.00%  frontend  frontend            [.] runtime.futexwakeup
     0.00%  frontend  frontend            [.] net/http.(*connReader).abortPendingRead.dwrap.76
     0.00%  frontend  frontend            [.] runtime.gcMarkDone
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField1
     0.00%  frontend  [kernel.kallsyms]   [k] cyc2ns_read_begin
     0.00%  frontend  frontend            [.] runtime.stackcache_clear
     0.00%  frontend  [kernel.kallsyms]   [k] calc_timer_values
     0.00%  frontend  [kernel.kallsyms]   [k] __bitmap_or_equal
     0.00%  frontend  [kernel.kallsyms]   [k] schedule_hrtimeout_range
     0.00%  frontend  frontend            [.] runtime.preemptall
     0.00%  frontend  frontend            [.] runtime.gcResetMarkState
     0.00%  frontend  frontend            [.] net/http.(*transferReader).parseTransferEncoding
     0.00%  frontend  frontend            [.] runtime.traceAcquireBuffer
     0.00%  frontend  frontend            [.] net/http.mp4Sig.match
     0.00%  frontend  [kernel.kallsyms]   [k] __next_zones_zonelist
     0.00%  frontend  [kernel.kallsyms]   [k] native_read_msr
     0.00%  frontend  frontend            [.] time.Until
     0.00%  frontend  [kernel.kallsyms]   [k] set_task_rq_fair
     0.00%  frontend  frontend            [.] sync.(*Mutex).Lock
     0.00%  frontend  [kernel.kallsyms]   [k] smp_call_function_interrupt
     0.00%  frontend  [kernel.kallsyms]   [k] get_task_policy.part.0
     0.00%  frontend  [kernel.kallsyms]   [k] up_read
     0.00%  frontend  [kernel.kallsyms]   [k] llist_reverse_order
     0.00%  frontend  frontend            [.] runtime.gorecover
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField5
     0.00%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).getStream.dwrap.13
     0.00%  frontend  [kernel.kallsyms]   [k] hrtimer_wakeup
     0.00%  frontend  [kernel.kallsyms]   [k] perf_pmu_disable.part.0
     0.00%  frontend  frontend            [.] runtime.bulkBarrierPreWriteSrcOnly
     0.00%  frontend  frontend            [.] golang.org/x/net/http2.(*HeadersFrame).HeaderBlockFragment
     0.00%  frontend  [kernel.kallsyms]   [k] on_each_cpu_mask
     0.00%  frontend  frontend            [.] net/http.writeStatusLine
     0.00%  frontend  frontend            [.] runtime.timeSleepUntil
     0.00%  frontend  frontend            [.] runtime.evacuate_faststr
     0.00%  frontend  frontend            [.] sync.(*Mutex).unlockSlow
     0.00%  frontend  frontend            [.] runtime.mergeSummaries
     0.00%  frontend  [kernel.kallsyms]   [k] restore_sigcontext
     0.00%  frontend  frontend            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeVarint64
     0.00%  frontend  [kernel.kallsyms]   [k] copy_page_to_iter
     0.00%  frontend  frontend            [.] runtime.(*mheap).freeSpan
     0.00%  frontend  frontend            [.] runtime.sigfwdgo
     0.00%  frontend  [kernel.kallsyms]   [k] pipe_poll
     0.00%  frontend  [kernel.kallsyms]   [k] native_iret
     0.00%  frontend  [kernel.kallsyms]   [k] rcu_note_context_switch
     0.00%  frontend  [kernel.kallsyms]   [k] __acct_update_integrals
     0.00%  frontend  frontend            [.] internal/reflectlite.unsafe_New
     0.00%  frontend  frontend            [.] runtime.(*pageAlloc).find.func1
     0.00%  frontend  frontend            [.] runtime.return0.abi0
     0.00%  frontend  [kernel.kallsyms]   [k] cpuacct_account_field
     0.00%  frontend  [kernel.kallsyms]   [k] queued_write_lock_slowpath
     0.00%  frontend  frontend            [.] runtime.(*pageBits).clearRange
     0.00%  frontend  [kernel.kallsyms]   [k] __dec_node_state
     0.00%  frontend  [kernel.kallsyms]   [k] __count_memcg_events
     0.00%  frontend  [kernel.kallsyms]   [k] userfaultfd_remove
     0.00%  frontend  [kernel.kallsyms]   [k] irq_work_run_list
     0.00%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/frontend.(*Server).recommendHandler-fm
     0.00%  frontend  [kernel.kallsyms]   [k] update_rt_rq_load_avg
     0.00%  frontend  frontend            [.] runtime.gosched_m
     0.00%  frontend  frontend            [.] github.com/apache/thrift/lib/go/thrift.NewTProtocolException
     0.00%  frontend  [kernel.kallsyms]   [k] sync_regs
     0.00%  frontend  [kernel.kallsyms]   [k] tcp_delack_timer_handler
     0.00%  frontend  [kernel.kallsyms]   [k] cpumask_any_but
     0.00%  frontend  frontend            [.] sync.runtime_canSpin
     0.00%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).EncodeFixed32
     0.00%  frontend  frontend            [.] runtime.gcStart
     0.00%  frontend  [kernel.kallsyms]   [k] using_native_sched_clock
     0.00%  frontend  [kernel.kallsyms]   [k] x2apic_send_IPI
     0.00%  frontend  [kernel.kallsyms]   [k] mem_cgroup_try_charge
     0.00%  frontend  frontend            [.] runtime.(*gcWork).tryGet
     0.00%  frontend  frontend            [.] github.com/rs/zerolog.consoleDefaultFormatMessage
     0.00%  frontend  frontend            [.] runtime.fillAligned
     0.00%  frontend  frontend            [.] runtime.wbBufFlush.func1
     0.00%  frontend  frontend            [.] runtime.markroot.func1
     0.00%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/user/proto.(*userClient).CheckUser
     0.00%  frontend  frontend            [.] net/http.(*headerSorter).Len
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField9
     0.00%  frontend  [kernel.kallsyms]   [k] __internal_add_timer
     0.00%  frontend  [kernel.kallsyms]   [k] ip_copy_metadata
     0.00%  frontend  frontend            [.] reflect.maplen
     0.00%  frontend  [kernel.kallsyms]   [k] retint_user
     0.00%  frontend  frontend            [.] runtime.gcBgMarkWorker
     0.00%  frontend  frontend            [.] runtime.bgscavenge.func1
