# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 150K of event 'cycles'
# Event count (approx.): 203462796398
#
# Overhead  Command          Shared Object            Symbol                                                                                                                                                                                                                                                                                                                                                                                                                
# ........  ...............  .......................  ......................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  recommendation   recommendation           [.] fmt.Sprintf
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e802
     0.00%  containerd-shim  [kernel.kallsyms]        [k] osq_lock
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000004285f
     0.00%  recommendation   recommendation           [.] runtime.gcMarkDone
     0.00%  consul           [kernel.kallsyms]        [k] native_write_msr
     0.00%  swapper          [kernel.kallsyms]        [k] __free_pages_ok
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000430ff
     0.00%  search           [kernel.kallsyms]        [k] do_tkill
     0.00%  sshd             sshd                     [.] 0x0000000000053960
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003fea3
     0.00%  geo              [kernel.kallsyms]        [k] schedule_hrtimeout_range
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000031340
     0.00%  recommendation   [kernel.kallsyms]        [k] pagevec_lru_move_fn
     0.00%  swapper          [kernel.kallsyms]        [k] bio_free
     0.00%  user             [kernel.kallsyms]        [k] enqueue_task_fair
     0.00%  perf             [kernel.kallsyms]        [k] __x64_sys_poll
     0.00%  JournalFlusher   mongod                   [.] std::__detail::_List_node_base::_M_hook
     0.00%  geo              [kernel.kallsyms]        [k] __kmalloc_node
     0.00%  watchdog         perl                     [.] Perl_sv_setsv_flags
     0.00%  ksoftirqd/14     [kernel.kallsyms]        [k] __netif_receive_skb_core
     0.00%  recommendation   recommendation           [.] runtime.stackcache_clear
     0.00%  decreas.ressure  mongod                   [.] __wt_stat_connection_aggregate
     0.00%  geo              [kernel.kallsyms]        [k] ip_local_deliver_finish
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e23aa
     0.00%  geo              geo                      [.] runtime.(*consistentHeapStats).release
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007e702
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.newobject
     0.00%  containerd-shim  [kernel.kallsyms]        [k] rwsem_optimistic_spin
     0.00%  all-in-one-linu  all-in-one-linux         [.] github.com/jaegertracing/jaeger/thrift-gen/jaeger.(*Tag).Read
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e790
     0.00%  perf             [kernel.kallsyms]        [k] __mem_cgroup_threshold
     0.00%  consul           consul                   [.] runtime.makechan
     0.00%  geo              geo                      [.] runtime.siftupTimer
     0.00%  user             [kernel.kallsyms]        [k] get_mem_cgroup_from_mm
     0.00%  geo              [kernel.kallsyms]        [k] mem_cgroup_from_task
     0.00%  user             [kernel.kallsyms]        [k] ep_scan_ready_list.constprop.0
     0.00%  recommendation   [kernel.kallsyms]        [k] ktime_add_safe
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000056afb
     0.00%  containerd-shim  [kernel.kallsyms]        [k] inc_node_page_state
     0.00%  recommendation   recommendation           [.] runtime.stackcacherelease
     0.00%  geo              geo                      [.] runtime.(*addrRanges).add
     0.00%  geo              [kernel.kallsyms]        [k] error_entry
     0.00%  dockerd          dockerd                  [.] runtime.(*scavengeIndex).alloc
     0.00%  recommendation   recommendation           [.] runtime.(*mheap).nextSpanForSweep
     0.00%  recommendation   [kernel.kallsyms]        [k] should_failslab
     0.00%  search           search                   [.] internal/poll.(*pollDesc).wait
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f560
     0.00%  ftdc             mongod                   [.] mongo::BSONElement::computeSize
     0.00%  recommendation   [kernel.kallsyms]        [k] tlb_finish_mmu
     0.00%  user             [kernel.kallsyms]        [k] ipv4_dst_check
     0.00%  search           search                   [.] runtime.getpid.abi0
     0.00%  sshd             sshd                     [.] 0x000000000004b860
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000069369
     0.00%  geo              [kernel.kallsyms]        [k] tcp_v4_send_check
     0.00%  recommendation   recommendation           [.] runtime.(*pageCache).alloc
     0.00%  docker-proxy     [kernel.kallsyms]        [k] native_apic_msr_eoi_write
     0.00%  recommendation   recommendation           [.] runtime.entersyscall
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000039adb
     0.00%  recommendation   [kernel.kallsyms]        [k] __fdget
     0.00%  irqbalance       [kernel.kallsyms]        [k] kmem_cache_free
     0.00%  user             user                     [.] context.(*cancelCtx).Value
     0.00%  wrk              [kernel.kallsyms]        [k] up_read
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003ccbb
     0.00%  docker-proxy     [kernel.kallsyms]        [k] clear_page_erms
     0.00%  geo              [kernel.kallsyms]        [k] memset
     0.00%  rcu_sched        [kernel.kallsyms]        [k] psi_task_change
     0.00%  dockerd          dockerd                  [.] sync.(*Mutex).unlockSlow
     0.00%  geo              [kernel.kallsyms]        [k] vm_normal_page
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d36e
     0.00%  Timesta.Monitor  [kernel.kallsyms]        [k] switch_fpu_return
     0.00%  ftdc             mongod                   [.] strlen@plt
     0.00%  dockerd          [kernel.kallsyms]        [k] ext4_block_to_path.isra.0
     0.00%  consul           [kernel.kallsyms]        [k] read_tsc
     0.00%  mongod           [kernel.kallsyms]        [k] update_curr
     0.00%  user             user                     [.] runtime.netpollblockcommit
     0.00%  recommendation   [kernel.kallsyms]        [k] native_smp_send_reschedule
     0.00%  user             [kernel.kallsyms]        [k] __netif_receive_skb_one_core
     0.00%  JournalFlusher   [kernel.kallsyms]        [k] timerqueue_add
     0.00%  dockerd          [kernel.kallsyms]        [k] mb_mark_used
     0.00%  geo              geo                      [.] runtime.sysUnused
     0.00%  containerd-shim  [kernel.kallsyms]        [k] run_timer_softirq
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e585
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001e998
     0.00%  dockerd          [kernel.kallsyms]        [k] ext4_alloc_branch
     0.00%  user             user                     [.] runtime.futex.abi0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000069584
     0.00%  recommendation   [kernel.kallsyms]        [k] free_unref_page_prepare.part.0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000098594
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001f592
     0.00%  all-in-one-linu  all-in-one-linux         [.] github.com/jaegertracing/jaeger/cmd/collector/app.(*spanProcessor).saveSpan
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001f4ac
     0.00%  recommendation   recommendation           [.] runtime.(*pageAlloc).scavengeOne
     0.00%  wrk              wrk                      [.] gc_mark_gcroot
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_send_ack
     0.00%  dockerd          dockerd                  [.] sync.runtime_nanotime
     0.00%  ftdc             mongod                   [.] __wt_stat_connection_desc
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000005387f
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000565ec
     0.00%  recommendation   recommendation           [.] runtime.binarySearchTree
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003c689
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000565ce
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000400c0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000069543
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000006220f
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.(*consistentHeapStats).acquire
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000306ca
     0.00%  consul           [kernel.kallsyms]        [k] native_smp_send_reschedule
     0.00%  dockerd          [kernel.kallsyms]        [k] hrtimer_wakeup
     0.00%  user             [kernel.kallsyms]        [k] call_function_single_interrupt
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e23dd
     0.00%  docker-proxy     [kernel.kallsyms]        [k] cgroup_rstat_updated
     0.00%  geo              [kernel.kallsyms]        [k] tcp_tx_timestamp
     0.00%  recommendation   [kernel.kallsyms]        [k] smp_apic_timer_interrupt
     0.00%  user             user                     [.] golang.org/x/net/http2/hpack.(*headerFieldTable).idToIndex
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003fed1
     0.00%  geo              [kernel.kallsyms]        [k] zap_page_range
     0.00%  JournalFlusher   [kernel.kallsyms]        [k] enqueue_entity
     0.00%  geo              geo                      [.] runtime.markroot.func1
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003db1b
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001ce7c
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007e741
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.(*semaRoot).dequeue
     0.00%  docker-proxy     [kernel.kallsyms]        [k] tcp_v4_inbound_md5_hash
     0.00%  recommendation   [kernel.kallsyms]        [k] irq_work_tick
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000446b8
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000429d6
     0.00%  geo              geo                      [.] runtime.gcWriteBarrier
     0.00%  wrk              [kernel.kallsyms]        [k] simple_copy_to_iter
     0.00%  ftdc             mongod                   [.] mongo::intrusive_ptr_release
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.sweepone
     0.00%  geo              [kernel.kallsyms]        [k] br_allowed_ingress
     0.00%  user             user                     [.] indexbytebody
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000006222a
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001c7d5
     0.00%  user             [kernel.kallsyms]        [k] vfs_read
     0.00%  swapper          [kernel.kallsyms]        [k] apic_ack_irq
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000752a
     0.00%  dockerd          dockerd                  [.] runtime.globrunqget
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000621c0
     0.00%  geo              geo                      [.] sync.(*Pool).getSlow
     0.00%  recommendation   [kernel.kallsyms]        [k] reschedule_interrupt
     0.00%  consul           consul                   [.] memeqbody
     0.00%  ftdc             [kernel.kallsyms]        [k] __x64_sys_openat
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000621da
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000069396
     0.00%  consul           consul                   [.] github.com/armon/go-metrics.(*Metrics).MeasureSinceWithLabels
     0.00%  JournalFlusher   [kernel.kallsyms]        [k] switch_fpu_return
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003145a
     0.00%  user             user                     [.] runtime.saveAncestors
     0.00%  geo              [kernel.kallsyms]        [k] ep_autoremove_wake_function
     0.00%  user             [kernel.kallsyms]        [k] smp_call_function_single
     0.00%  containerd-shim  [kernel.kallsyms]        [k] rwsem_spin_on_owner
     0.00%  geo              [kernel.kallsyms]        [k] blk_finish_plug
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000044e16
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003db4f
     0.00%  node             node                     [.] node_napi_env__::can_call_into_js
     0.00%  geo              geo                      [.] runtime.(*workbuf).checknonempty
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000316a3
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000004441b
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.newMarkBits
     0.00%  docker-proxy     [kernel.kallsyms]        [k] get_timespec64
     0.00%  consul           consul                   [.] runtime.send
     0.00%  geo              [kernel.kallsyms]        [k] __mod_node_page_state
     0.00%  all-in-one-linu  all-in-one-linux         [.] github.com/jaegertracing/jaeger/model.(*Span).GetSpanKind
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000042880
     0.00%  JournalFlusher   [kernel.kallsyms]        [k] futex_wait
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] mem_cgroup_charge_statistics
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000429a0
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_rate_skb_delivered
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e1f1a
     0.00%  swapper          [kernel.kallsyms]        [k] nf_conntrack_in
     0.00%  dockerd          [kernel.kallsyms]        [k] pagevec_lru_move_fn
     0.00%  dockerd          [kernel.kallsyms]        [k] uncharge_batch
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007e74b
     0.00%  mongod           libpthread-2.27.so       [.] pthread_mutex_unlock
     0.00%  user             [kernel.kallsyms]        [k] __remove_hrtimer
     0.00%  swapper          [kernel.kallsyms]        [k] __ip_local_out
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000308b4
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000004328a
     0.00%  recommendation   [kernel.kallsyms]        [k] irq_enter
     0.00%  ftdc             [kernel.kallsyms]        [k] thread_group_cputime
     0.00%  geo              [kernel.kallsyms]        [k] rcu_irq_exit
     0.00%  kworker/u32:3-m  [kernel.kallsyms]        [k] xas_load
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000ef229
     0.00%  user             user                     [.] golang.org/x/net/http2.(*Framer).ReadFrame
     0.00%  wrk              [kernel.kallsyms]        [k] tcp_send_delayed_ack
     0.00%  ftdc             [kernel.kallsyms]        [k] string
     0.00%  geo              [kernel.kallsyms]        [k] __kfree_skb
     0.00%  consul           consul                   [.] time.Time.Sub
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e94a
     0.00%  swapper          [kernel.kallsyms]        [k] core_get_val
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000006223d
     0.00%  geo              [kernel.kallsyms]        [k] free_unref_page_list
     0.00%  kworker/11:1H-k  [kernel.kallsyms]        [k] nvme_map_data
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] pick_next_task_idle
     0.00%  user             user                     [.] internal/poll.runtime_pollReset
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000062d69
     0.00%  swapper          [kernel.kallsyms]        [k] invoke_rcu_core
     0.00%  user             [kernel.kallsyms]        [k] __wake_up_common
     0.00%  ftdc             [kernel.kallsyms]        [k] seq_printf
     0.00%  ftdc             mongod                   [.] TCMallocImplementation::GetNumericProperty
     0.00%  dockerd          dockerd                  [.] runtime.semacquire1
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000ef271
     0.00%  user             [kernel.kallsyms]        [k] sock_rfree
     0.00%  geo              geo                      [.] runtime.heapBits.forwardOrBoundary
     0.00%  recommendation   recommendation           [.] runtime.saveAncestors
     0.00%  dockerd          [kernel.kallsyms]        [k] bh_uptodate_or_lock
     0.00%  wrk              wrk                      [.] lj_BC_FORL
     0.00%  dockerd          dockerd                  [.] runtime.publicationBarrier
     0.00%  user             [kernel.kallsyms]        [k] __ip_finish_output
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000062d8a
     0.00%  recommendation   [kernel.kallsyms]        [k] __x86_indirect_thunk_r14
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e1f3f
     0.00%  user             [kernel.kallsyms]        [k] hash_conntrack_raw
     0.00%  recommendation   [kernel.kallsyms]        [k] __handle_mm_fault
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] kmem_cache_free
     0.00%  JournalFlusher   mongod                   [.] __wt_config_getones
     0.00%  user             user                     [.] github.com/golang/protobuf/proto.isProto3Zero
     0.00%  docker-proxy     docker-proxy             [.] internal/poll.spliceDrain.func1
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e1dd7
     0.00%  swapper          [kernel.kallsyms]        [k] update_rt_rq_load_avg
     0.00%  wrk              [kernel.kallsyms]        [k] ret_from_intr
     0.00%  dockerd          dockerd                  [.] sync.(*Mutex).lockSlow
     0.00%  recommendation   [kernel.kallsyms]        [k] ns_to_timespec64
     0.00%  user             user                     [.] runtime.adjustframe
     0.00%  user             user                     [.] syscall.write
     0.00%  geo              [kernel.kallsyms]        [k] __page_set_anon_rmap
     0.00%  wrk              ld-2.31.so               [.] _dl_tls_get_addr_soft
     0.00%  recommendation   [kernel.kallsyms]        [k] mem_cgroup_page_lruvec
     0.00%  dockerd          [kernel.kallsyms]        [k] kernel_poison_pages
     0.00%  user             user                     [.] runtime.runqput
     0.00%  user             [kernel.kallsyms]        [k] br_nf_hook_thresh
     0.00%  user             [kernel.kallsyms]        [k] eth_type_trans
     0.00%  ksoftirqd/11     [kernel.kallsyms]        [k] __inet_lookup_established
     0.00%  recommendation   recommendation           [.] reflect.(*rtype).FieldByName
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f911
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.(*mcentral).uncacheSpan
     0.00%  geo              geo                      [.] runtime.deductSweepCredit
     0.00%  containerd-shim  [kernel.kallsyms]        [k] rcu_qs
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000031241
     0.00%  user             user                     [.] runtime.goexit.abi0
     0.00%  JournalFlusher   mongod                   [.] mongo::LatchAnalyzer::onAcquire
     0.00%  recommendation   [kernel.kallsyms]        [k] scheduler_tick
     0.00%  recommendation   [kernel.kallsyms]        [k] put_cpu_partial
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.usleep.abi0
     0.00%  geo              [kernel.kallsyms]        [k] propagate_protected_usage
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003116a
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e35e2
     0.00%  recommendation   recommendation           [.] runtime.newMarkBits
     0.00%  geo              [kernel.kallsyms]        [k] should_failslab
     0.00%  recommendation   [kernel.kallsyms]        [k] rcu_irq_exit
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000006231d
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003dd56
     0.00%  geo              [kernel.kallsyms]        [k] simple_copy_to_iter
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_tx_timestamp
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000004440c
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e1f42
     0.00%  recommendation   [kernel.kallsyms]        [k] aa_file_perm
     0.00%  dockerd          [kernel.kallsyms]        [k] xas_nomem
     0.00%  recommendation   [kernel.kallsyms]        [k] try_charge
     0.00%  JournalFlusher   mongod                   [.] absl::container_internal::raw_hash_set<absl::container_internal::NodeHashMapPolicy<unsigned int, mongo::Client*>, absl::hash_internal::Hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, mongo::Client*> > >::prepare_insert
     0.00%  user             [kernel.kallsyms]        [k] tcp_sendmsg_locked
     0.00%  consul           consul                   [.] runtime.readmemstats_m
     0.00%  geo              [kernel.kallsyms]        [k] __x86_indirect_thunk_rcx
     0.00%  consul           consul                   [.] runtime.mapaccess2_faststr
     0.00%  node             node                     [.] v8::internal::compiler::JSHeapBroker::TryGetOrCreateData
     0.00%  consul           [kernel.kallsyms]        [k] native_queued_spin_lock_slowpath
     0.00%  wrk              [kernel.kallsyms]        [k] hrtimer_reprogram
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d2e2
     0.00%  gmain            [kernel.kallsyms]        [k] __d_lookup_rcu
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000004321f
     0.00%  user             [kernel.kallsyms]        [k] brnf_get_logical_dev
     0.00%  recommendation   [kernel.kallsyms]        [k] hrtimer_update_next_event
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d338
     0.00%  containerd-shim  [kernel.kallsyms]        [k] native_apic_msr_eoi_write
     0.00%  user             user                     [.] runtime.(*mcache).prepareForSweep
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000c298
     0.00%  wrk              [kernel.kallsyms]        [k] run_local_timers
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000044378
     0.00%  JournalFlusher   mongod                   [.] mongo::WiredTigerKVEngine::newRecoveryUnit
     0.00%  geo              geo                      [.] sync/atomic.StorePointer
     0.00%  node             node                     [.] v8::ArrayBuffer::Data
     0.00%  geo              [kernel.kallsyms]        [k] page_remove_rmap
     0.00%  user             [kernel.kallsyms]        [k] do_epoll_wait
     0.00%  user             user                     [.] runtime.funcspdelta
     0.00%  wrk              [kernel.kallsyms]        [k] place_entity
     0.00%  ftdc             [kernel.kallsyms]        [k] string_nocheck
     0.00%  DeadlineMonitor  mongod                   [.] clock_gettime@plt
     0.00%  user             [kernel.kallsyms]        [k] ip_output
     0.00%  recommendation   recommendation           [.] golang.org/x/net/http2.(*HeadersFrame).HeadersEnded
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001f5d6
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000044388
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003be90
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000031239
     0.00%  ftdc             [kernel.kallsyms]        [k] pid_revalidate
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000307a0
     0.00%  recommendation   recommendation           [.] golang.org/x/net/http2.(*PingFrame).invalidate
     0.00%  rcu_sched        [kernel.kallsyms]        [k] __schedule
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] ext4_io_submit
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000042fca
     0.00%  consul           [kernel.kallsyms]        [k] update_min_vruntime
     0.00%  user             user                     [.] internal/reflectlite.(*rtype).Comparable
     0.00%  wrk              wrk                      [.] epoll_wait@plt
     0.00%  recommendation   [kernel.kallsyms]        [k] __slab_alloc
     0.00%  geo              [kernel.kallsyms]        [k] __run_timers.part.0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e1e2f
     0.00%  node             [kernel.kallsyms]        [k] kernel_poison_pages
     0.00%  user             [kernel.kallsyms]        [k] fsnotify
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000062d3d
     0.00%  recommendation   [kernel.kallsyms]        [k] br_fdb_find_rcu
     0.00%  docker-proxy     [kernel.kallsyms]        [k] __page_cache_release
     0.00%  user             [kernel.kallsyms]        [k] security_socket_sendmsg
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e596d
     0.00%  user             [kernel.kallsyms]        [k] security_sock_rcv_skb
     0.00%  wrk              wrk                      [.] write@plt
     0.00%  recommendation   [kernel.kallsyms]        [k] up_read
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007e73c
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000005911f
     0.00%  recommendation   [kernel.kallsyms]        [k] flush_smp_call_function_queue
     0.00%  geo              [kernel.kallsyms]        [k] generic_pipe_buf_confirm
     0.00%  docker-proxy     [kernel.kallsyms]        [k] unfreeze_partials.isra.0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e23a0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e575a
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007e6e4
     0.00%  recommendation   [kernel.kallsyms]        [k] copyin
     0.00%  dockerd          dockerd                  [.] runtime.(*sysMemStat).add
     0.00%  containerd-shim  [kernel.kallsyms]        [k] enter_lazy_tlb
     0.00%  containerd-shim  [kernel.kallsyms]        [k] tick_sched_handle
     0.00%  dockerd          [kernel.kallsyms]        [k] memset
     0.00%  user             user                     [.] runtime.newstack
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000037f91
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d2dd
     0.00%  recommendation   [kernel.kallsyms]        [k] skb_csum_hwoffload_help
     0.00%  recommendation   [kernel.kallsyms]        [k] __mod_memcg_state
     0.00%  user             [kernel.kallsyms]        [k] pick_next_task_idle
     0.00%  user             user                     [.] runtime.memhash
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d41e
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e576
     0.00%  user             user                     [.] aeshashbody
     0.00%  recommendation   [kernel.kallsyms]        [k] rcu_note_context_switch
     0.00%  rcu_sched        [kernel.kallsyms]        [k] dyntick_save_progress_counter
     0.00%  swapper          [kernel.kallsyms]        [k] remove_entity_load_avg
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_chrono_stop
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000307b0
     0.00%  user             [kernel.kallsyms]        [k] fput_many
     0.00%  swapper          [kernel.kallsyms]        [k] run_rebalance_domains
     0.00%  geo              [kernel.kallsyms]        [k] tcp_send_delayed_ack
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000044767
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d66d
     0.00%  dockerd          [kernel.kallsyms]        [k] irq_work_run_list
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e4c3
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000004308f
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000004307c
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e953
     0.00%  recommendation   [kernel.kallsyms]        [k] cpumask_next
     0.00%  dockerd          dockerd                  [.] internal/poll.setDeadlineImpl.func1
     0.00%  node             [kernel.kallsyms]        [k] schedule_hrtimeout_range_clock
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000eeb13
     0.00%  dockerd          dockerd                  [.] runtime.entersyscall_sysmon
     0.00%  consul           [kernel.kallsyms]        [k] __calc_delta
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] native_queued_spin_lock_slowpath
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] __writepage
     0.00%  node             node                     [.] v8::internal::Dictionary<v8::internal::NumberDictionary, v8::internal::NumberDictionaryShape>::DeleteEntry
     0.00%  recommendation   [kernel.kallsyms]        [k] find_vma_prev
     0.00%  kworker/u32:3-m  [kernel.kallsyms]        [k] clear_page_dirty_for_io
     0.00%  JournalFlusher   mongod                   [.] mongo::transport::TransportLayerManager::makeBaton
     0.00%  recommendation   [kernel.kallsyms]        [k] unmap_page_range
     0.00%  wrk              [kernel.kallsyms]        [k] __vfs_read
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e94e
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000039ad3
     0.00%  wrk              libc-2.31.so             [.] 0x0000000000022390
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000044511
     0.00%  ksoftirqd/9      [kernel.kallsyms]        [k] update_load_avg
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e1f71
     0.00%  geo              [kernel.kallsyms]        [k] pagevec_lru_move_fn
     0.00%  geo              [kernel.kallsyms]        [k] ret_from_intr
     0.00%  geo              [kernel.kallsyms]        [k] __hrtimer_get_next_event
     0.00%  geo              geo                      [.] sync.(*poolChain).popTail
