# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 37K of event 'cycles'
# Event count (approx.): 84489284583
#
# Overhead  Command  Shared Object      Symbol                                                                                             
# ........  .......  .................  ...................................................................................................
#
     0.00%  profile  profile            [.] runtime.chanparkcommit
     0.00%  profile  [kernel.kallsyms]  [k] __sock_wfree
     0.00%  profile  [kernel.kallsyms]  [k] tcp_update_pacing_rate
     0.00%  profile  profile            [.] bytes.Count
     0.00%  profile  profile            [.] time.Time.Sub
     0.00%  profile  profile            [.] runtime.(*mheap).allocMSpanLocked
     0.00%  profile  [kernel.kallsyms]  [k] __ata_qc_complete
     0.00%  profile  [kernel.kallsyms]  [k] tcp_chrono_start
     0.00%  profile  profile            [.] runtime.preemptone
     0.00%  profile  profile            [.] google.golang.org/grpc/transport.(*bdpEstimator).add.dwrap.1
     0.00%  profile  [kernel.kallsyms]  [k] default_wake_function
     0.00%  profile  profile            [.] github.com/uber/jaeger-client-go.buildTag
     0.00%  profile  profile            [.] sync/atomic.runtime_procUnpin
     0.00%  profile  profile            [.] runtime.findObject
     0.00%  profile  [kernel.kallsyms]  [k] drop_futex_key_refs.isra.0
     0.00%  profile  profile            [.] net.(*conn).SetDeadline
     0.00%  profile  profile            [.] time.Time.Add
     0.00%  profile  profile            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField11
     0.00%  profile  profile            [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.00%  profile  [kernel.kallsyms]  [k] tcp_stream_memory_free
     0.00%  profile  profile            [.] fmt.(*ss).scanNumber
     0.00%  profile  profile            [.] runtime.nanotime
     0.00%  profile  [kernel.kallsyms]  [k] task_ctx_sched_out
     0.00%  profile  [kernel.kallsyms]  [k] __kmalloc_reserve.isra.0
     0.00%  profile  [kernel.kallsyms]  [k] core_get_val
     0.00%  profile  profile            [.] runtime.goexit1.abi0
     0.00%  profile  [kernel.kallsyms]  [k] tick_sched_do_timer
     0.00%  profile  profile            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField4
     0.00%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).EncodeFixed32
     0.00%  profile  profile            [.] runtime.(*mSpanList).remove
     0.00%  profile  profile            [.] runtime.goschedImpl
     0.00%  profile  [kernel.kallsyms]  [k] scheduler_tick
     0.00%  profile  [kernel.kallsyms]  [k] account_process_tick
     0.00%  profile  profile            [.] runtime.(*mheap).freeSpan
     0.00%  profile  [kernel.kallsyms]  [k] pipe_poll
     0.00%  profile  [kernel.kallsyms]  [k] should_failslab
     0.00%  profile  profile            [.] context.(*cancelCtx).Done.dwrap.1
     0.00%  profile  [kernel.kallsyms]  [k] inet_gro_receive
     0.00%  profile  [kernel.kallsyms]  [k] rcu_irq_exit
     0.00%  profile  profile            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteStructBegin
     0.00%  profile  profile            [.] runtime.chanrecv1
     0.00%  profile  [kernel.kallsyms]  [k] touch_atime
     0.00%  profile  [kernel.kallsyms]  [k] arp_process
     0.00%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).handlePing.func1
     0.00%  profile  [kernel.kallsyms]  [k] timekeeping_advance
     0.00%  profile  profile            [.] strconv.parseFloatPrefix
     0.00%  profile  profile            [.] sync.(*poolDequeue).popTail
     0.00%  profile  profile            [.] runtime.semrelease1
     0.00%  profile  profile            [.] fmt.(*ss).convertString
     0.00%  profile  [kernel.kallsyms]  [k] update_rt_rq_load_avg
     0.00%  profile  [kernel.kallsyms]  [k] tcp_grow_window.isra.0
     0.00%  profile  [kernel.kallsyms]  [k] prepend
     0.00%  profile  [kernel.kallsyms]  [k] memset
     0.00%  profile  [kernel.kallsyms]  [k] set_normalized_timespec64
     0.00%  profile  profile            [.] runtime.goexit1
     0.00%  profile  profile            [.] runtime.mergeSummaries
     0.00%  profile  [kernel.kallsyms]  [k] tcp_write_timer_handler
     0.00%  profile  [kernel.kallsyms]  [k] __release_sock
     0.00%  profile  [kernel.kallsyms]  [k] lock_timer_base
     0.00%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).enc_slice_struct_message
     0.00%  profile  [kernel.kallsyms]  [k] tcp_add_backlog
     0.00%  profile  [kernel.kallsyms]  [k] tcp_mtu_probe
     0.00%  profile  profile            [.] golang.org/x/net/http2.(*WindowUpdateFrame).invalidate
     0.00%  profile  [kernel.kallsyms]  [k] __alloc_pages_nodemask
     0.00%  profile  profile            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField2
     0.00%  profile  profile            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteFieldStop
     0.00%  profile  profile            [.] runtime.closechan
     0.00%  profile  [kernel.kallsyms]  [k] prepare_to_wait_exclusive
     0.00%  profile  [kernel.kallsyms]  [k] rcu_segcblist_pend_cbs
     0.00%  profile  profile            [.] runtime.(*mheap).freeSpan.func1
     0.00%  profile  profile            [.] sync.(*WaitGroup).Wait
     0.00%  profile  [kernel.kallsyms]  [k] retint_user


#
# (Cannot load tips.txt file, please install perf!)
#
