# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 57K of event 'cycles'
# Event count (approx.): 130772258060
#
# Overhead  Command  Shared Object       Symbol                                                                                             
# ........  .......  ..................  ...................................................................................................
#
     0.00%  profile  profile             [.] runtime.gogo.abi0
     0.00%  profile  [kernel.kallsyms]   [k] sk_reset_timer
     0.00%  profile  [kernel.kallsyms]   [k] ktime_get_ts64
     0.00%  profile  profile             [.] google.golang.org/grpc/encoding/proto.marshal
     0.00%  profile  profile             [.] runtime.(*pallocData).allocRange
     0.00%  profile  [kernel.kallsyms]   [k] on_each_cpu_cond_mask
     0.00%  profile  profile             [.] runtime.checkIdleGCNoP
     0.00%  profile  [kernel.kallsyms]   [k] _copy_to_iter
     0.00%  profile  [kernel.kallsyms]   [k] cgroup_rstat_updated
     0.00%  profile  [kernel.kallsyms]   [k] ip_sabotage_in
     0.00%  profile  profile             [.] runtime.gcBgMarkWorker.func2
     0.00%  profile  profile             [.] google.golang.org/grpc/transport.decodeMetadataHeader
     0.00%  profile  [kernel.kallsyms]   [k] default_wake_function
     0.00%  profile  [kernel.kallsyms]   [k] jiffies_to_usecs
     0.00%  profile  [kernel.kallsyms]   [k] find_next_and_bit
     0.00%  profile  [kernel.kallsyms]   [k] __unqueue_futex
     0.00%  profile  [kernel.kallsyms]   [k] account_user_time
     0.00%  profile  profile             [.] runtime.memclrHasPointers
     0.00%  profile  profile             [.] runtime.heapBits.forward
     0.00%  profile  profile             [.] sync/atomic.runtime_procPin
     0.00%  profile  [kernel.kallsyms]   [k] rcu_note_context_switch
     0.00%  profile  [kernel.kallsyms]   [k] calc_timer_values
     0.00%  profile  profile             [.] runtime.(*mheap).allocManual
     0.00%  profile  profile             [.] runtime.readyWithTime
     0.00%  profile  [kernel.kallsyms]   [k] __run_timers.part.0
     0.00%  profile  [kernel.kallsyms]   [k] __x86_indirect_thunk_r14
     0.00%  profile  [kernel.kallsyms]   [k] __intel_pmu_disable_all
     0.00%  profile  profile             [.] fmt.(*ss).scanInt
     0.00%  profile  profile             [.] google.golang.org/grpc/encoding/proto.codec.Unmarshal
     0.00%  profile  [kernel.kallsyms]   [k] __fdget_pos
     0.00%  profile  profile             [.] runtime.pollWork
     0.00%  profile  profile             [.] sync.(*Mutex).lockSlow
     0.00%  profile  profile             [.] google.golang.org/grpc/encoding/proto.glob..func1
     0.00%  profile  profile             [.] sync.poolCleanup
     0.00%  profile  profile             [.] github.com/opentracing/opentracing-go.SpanFromContext
     0.00%  profile  [kernel.kallsyms]   [k] get_mem_cgroup_from_mm
     0.00%  profile  [kernel.kallsyms]   [k] __ip_local_out
     0.00%  profile  [kernel.kallsyms]   [k] on_each_cpu_mask
     0.00%  profile  [kernel.kallsyms]   [k] __x86_indirect_thunk_rbx
     0.00%  profile  [kernel.kallsyms]   [k] retint_user
     0.00%  profile  profile             [.] golang.org/x/net/http2.(*Framer).readMetaFrame.dwrap.8
     0.00%  profile  profile             [.] sync.(*poolDequeue).pushHead
     0.00%  profile  profile             [.] runtime.modtimer
     0.00%  profile  [kernel.kallsyms]   [k] tcp_add_backlog
     0.00%  profile  [kernel.kallsyms]   [k] __x64_sys_getpid
     0.00%  profile  profile             [.] github.com/rs/zerolog.Level.String
     0.00%  profile  profile             [.] runtime.madvise.abi0
     0.00%  profile  [kernel.kallsyms]   [k] remove_entity_load_avg
     0.00%  profile  profile             [.] sync.(*WaitGroup).Done
     0.00%  profile  [kernel.kallsyms]   [k] __sock_wfree
     0.00%  profile  [kernel.kallsyms]   [k] page_counter_cancel
     0.00%  profile  profile             [.] runtime.wakeNetPoller
     0.00%  profile  [kernel.kallsyms]   [k] perf_log_itrace_start
     0.00%  profile  profile             [.] golang.org/x/net/http2/hpack.glob..func1
     0.00%  profile  profile             [.] fmt.(*ss).free
     0.00%  profile  [kernel.kallsyms]   [k] __hrtimer_get_next_event
     0.00%  profile  [kernel.kallsyms]   [k] do_user_addr_fault
     0.00%  profile  profile             [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeFieldBeginInternal
     0.00%  profile  [kernel.kallsyms]   [k] schedule_hrtimeout_range_clock
     0.00%  profile  profile             [.] google.golang.org/grpc/transport.(*inFlow).onRead.dwrap.6
     0.00%  profile  profile             [.] golang.org/x/net/http2.(*HeadersFrame).HeadersEnded
     0.00%  profile  profile             [.] runtime.mergeSummaries
     0.00%  profile  [kernel.kallsyms]   [k] ns_to_timespec64
     0.00%  profile  profile             [.] encoding/json.stateDot
     0.00%  profile  [kernel.kallsyms]   [k] __bitmap_or_equal
     0.00%  profile  profile             [.] google.golang.org/grpc/encoding/proto.(*codec).Unmarshal
     0.00%  profile  [kernel.kallsyms]   [k] tcp_send_mss
     0.00%  profile  [kernel.kallsyms]   [k] perf_event_update_time
     0.00%  profile  profile             [.] time.Time.Sub
     0.00%  profile  profile             [.] runtime.(*mheap).setSpans
     0.00%  profile  [kernel.kallsyms]   [k] file_update_time
     0.00%  profile  [kernel.kallsyms]   [k] current_time
     0.00%  profile  [kernel.kallsyms]   [k] __x64_sys_sched_yield
     0.00%  profile  profile             [.] google.golang.org/grpc/transport.(*bdpEstimator).add.dwrap.1
     0.00%  profile  profile             [.] golang.org/x/net/http2.(*Framer).WriteWindowUpdate
     0.00%  profile  profile             [.] runtime.(*semaRoot).dequeue
     0.00%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.scanGetResponseLine
     0.00%  profile  [kernel.kallsyms]   [k] __kfree_skb
     0.00%  profile  profile             [.] bytes.makeSlice.func1
     0.00%  profile  [kernel.kallsyms]   [k] __pagevec_lru_add_fn
     0.00%  profile  profile             [.] github.com/golang/protobuf/proto.(*Buffer).enc_struct_message
     0.00%  profile  profile             [.] runtime.memhash
     0.00%  profile  profile             [.] runtime.(*pageCache).allocN
     0.00%  profile  profile             [.] runtime.stackcacherefill
     0.00%  profile  [kernel.kallsyms]   [k] do_anonymous_page
     0.00%  profile  [kernel.kallsyms]   [k] br_handle_vlan
     0.00%  profile  [kernel.kallsyms]   [k] llist_reverse_order
     0.00%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*Client).getConn
     0.00%  profile  profile             [.] runtime.(*pageAlloc).scavengeReserve
     0.00%  profile  profile             [.] fmt.(*ss).token
     0.00%  profile  [kernel.kallsyms]   [k] tcp_send_ack
     0.00%  profile  profile             [.] runtime.nilinterequal
     0.00%  profile  profile             [.] runtime.(*gcControllerState).startCycle
     0.00%  profile  [kernel.kallsyms]   [k] __handle_mm_fault
     0.00%  profile  profile             [.] runtime.wakeScavenger
     0.00%  profile  profile             [.] golang.org/x/net/http2.(*DataFrame).invalidate
     0.00%  profile  [kernel.kallsyms]   [k] down_read
     0.00%  profile  profile             [.] fmt.newScanState
     0.00%  profile  [kernel.kallsyms]   [k] ___slab_alloc
     0.00%  profile  [kernel.kallsyms]   [k] mem_cgroup_uncharge_list
     0.00%  profile  [kernel.kallsyms]   [k] should_failslab
     0.00%  profile  [kernel.kallsyms]   [k] __skb_ext_del
     0.00%  profile  [kernel.kallsyms]   [k] flush_tlb_func_remote
     0.00%  profile  profile             [.] runtime.sysUnused
     0.00%  profile  [kernel.kallsyms]   [k] irq_enter
     0.00%  profile  [kernel.kallsyms]   [k] restore_altstack
     0.00%  profile  [kernel.kallsyms]   [k] prepend
     0.00%  profile  [kernel.kallsyms]   [k] kick_process
     0.00%  profile  profile             [.] runtime.mapaccess2_fast32
     0.00%  profile  [kernel.kallsyms]   [k] scheduler_tick
     0.00%  profile  profile             [.] golang.org/x/net/http2/hpack.(*Decoder).readString.dwrap.1
     0.00%  profile  [kernel.kallsyms]   [k] task_ctx_sched_out
     0.00%  profile  profile             [.] sync.(*Mutex).unlockSlow
     0.00%  profile  profile             [.] fmt.(*ss).scanNumber
     0.00%  profile  profile             [.] runtime.(*pageAlloc).allocToCache
     0.00%  profile  profile             [.] strconv.eiselLemire32
     0.00%  profile  profile             [.] runtime.addrRange.removeGreaterEqual
     0.00%  profile  profile             [.] runtime.publicationBarrier.abi0
     0.00%  profile  [kernel.kallsyms]   [k] tcp_rack_advance
     0.00%  profile  profile             [.] runtime.memequal8
     0.00%  profile  [kernel.kallsyms]   [k] hrtimer_init_sleeper
     0.00%  profile  [kernel.kallsyms]   [k] run_timer_softirq
     0.00%  profile  [kernel.kallsyms]   [k] idle_cpu
     0.00%  profile  [kernel.kallsyms]   [k] netif_rx
     0.00%  profile  [kernel.kallsyms]   [k] ext4_end_bio
     0.00%  profile  [kernel.kallsyms]   [k] uprobe_deny_signal
     0.00%  profile  [kernel.kallsyms]   [k] hrtimer_sleeper_start_expires
     0.00%  profile  profile             [.] google.golang.org/grpc/transport.(*inFlow).onData.dwrap.5
     0.00%  profile  [kernel.kallsyms]   [k] refcount_dec_and_lock_irqsave
     0.00%  profile  profile             [.] runtime.newArenaMayUnlock
     0.00%  profile  [kernel.kallsyms]   [k] __lock_task_sighand
     0.00%  profile  [kernel.kallsyms]   [k] hrtick_update
     0.00%  profile  profile             [.] runtime.siftupTimer
     0.00%  profile  [kernel.kallsyms]   [k] minmax_running_min
     0.00%  profile  profile             [.] runtime.sigtrampgo.abi0
     0.00%  profile  [kernel.kallsyms]   [k] wake_up_process
     0.00%  profile  profile             [.] net.(*TCPConn).Write
     0.00%  profile  profile             [.] bytes.(*Buffer).grow
     0.00%  profile  [kernel.kallsyms]   [k] __wake_up_sync_key
     0.00%  profile  [kernel.kallsyms]   [k] page_add_new_anon_rmap
     0.00%  profile  [kernel.kallsyms]   [k] generic_smp_call_function_single_interrupt
     0.00%  profile  [kernel.kallsyms]   [k] irq_work_run
     0.00%  profile  [kernel.kallsyms]   [k] cpumask_weight
     0.00%  profile  [kernel.kallsyms]   [k] __x64_sys_madvise
     0.00%  profile  profile             [.] fmt.notSpace
     0.00%  profile  [kernel.kallsyms]   [k] __mark_inode_dirty
     0.00%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*Client).putFreeConn
     0.00%  profile  [kernel.kallsyms]   [k] idr_find
     0.00%  profile  [kernel.kallsyms]   [k] __pm_relax
     0.00%  profile  [kernel.kallsyms]   [k] free_unref_page_prepare.part.0
     0.00%  profile  profile             [.] sync/atomic.StorePointer
     0.00%  profile  [kernel.kallsyms]   [k] tlb_is_not_lazy
     0.00%  profile  profile             [.] runtime.(*addrRanges).removeLast
     0.00%  profile  profile             [.] github.com/golang/protobuf/proto.(*Buffer).Unmarshal
     0.00%  profile  profile             [.] runtime.putfull
     0.00%  profile  [kernel.kallsyms]   [k] __count_memcg_events
     0.00%  profile  [kernel.kallsyms]   [k] lru_add_drain_cpu
     0.00%  profile  profile             [.] fmt.Fprintf
     0.00%  profile  profile             [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField9
     0.00%  profile  profile             [.] runtime.isAsyncSafePoint
     0.00%  profile  [kernel.kallsyms]   [k] bio_free
     0.00%  profile  profile             [.] runtime.(*semaRoot).queue
     0.00%  profile  [kernel.kallsyms]   [k] __copy_skb_header
     0.00%  profile  [kernel.kallsyms]   [k] irq_work_tick
     0.00%  profile  [kernel.kallsyms]   [k] ktime_get_seconds
     0.00%  profile  profile             [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnFinish
     0.00%  profile  profile             [.] runtime.gopreempt_m
     0.00%  profile  profile             [.] github.com/rs/zerolog.glob..func4
     0.00%  profile  profile             [.] runtime.gcAssistAlloc1
     0.00%  profile  profile             [.] github.com/rs/zerolog.(*callerHook).Run
     0.00%  profile  [kernel.kallsyms]   [k] __set_task_blocked
     0.00%  profile  profile             [.] runtime.gcMarkTinyAllocs
     0.00%  profile  [kernel.kallsyms]   [k] run_local_timers
     0.00%  profile  [kernel.kallsyms]   [k] schedule_hrtimeout_range
     0.00%  profile  [kernel.kallsyms]   [k] task_active_pid_ns
     0.00%  profile  profile             [.] runtime.scavengeSleep
     0.00%  profile  [kernel.kallsyms]   [k] perf_pmu_enable.part.0
     0.00%  profile  profile             [.] runtime.nanotime
     0.00%  profile  profile             [.] runtime.gcWriteBarrierR9
     0.00%  profile  profile             [.] runtime.gcMarkDone.func2
     0.00%  profile  profile             [.] github.com/golang/protobuf/proto.(*Buffer).enc_len_struct
     0.00%  profile  [kernel.kallsyms]   [k] update_rt_rq_load_avg
     0.00%  profile  profile             [.] bytes.makeSlice
     0.00%  profile  [kernel.kallsyms]   [k] dev_queue_xmit
     0.00%  profile  profile             [.] runtime.siftdownTimer
     0.00%  profile  profile             [.] runtime.evacuate
     0.00%  profile  [kernel.kallsyms]   [k] cpuacct_account_field
     0.00%  profile  [kernel.kallsyms]   [k] radix_tree_lookup
     0.00%  profile  profile             [.] runtime.(*pageAlloc).scavengeRangeLocked
     0.00%  profile  [kernel.kallsyms]   [k] run_posix_cpu_timers
     0.00%  profile  [kernel.kallsyms]   [k] kthread_blkcg
     0.00%  profile  profile             [.] runtime.exitsyscall0
     0.00%  profile  profile             [.] google.golang.org/grpc/transport.(*transportReader).Read
     0.00%  profile  profile             [.] google.golang.org/grpc.(*Server).serveStreams.func1.1.dwrap.45
     0.00%  profile  [kernel.kallsyms]   [k] handle_mm_fault
     0.00%  profile  [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.00%  profile  [kernel.kallsyms]   [k] ovl_is_metacopy_dentry
     0.00%  profile  [kernel.kallsyms]   [k] __mod_zone_page_state
     0.00%  profile  profile             [.] internal/bytealg.IndexByte.abi0
     0.00%  profile  [kernel.kallsyms]   [k] alloc_cpumask_var_node
     0.00%  profile  [kernel.kallsyms]   [k] memcpy
     0.00%  profile  [kernel.kallsyms]   [k] skb_free_head
     0.00%  profile  [kernel.kallsyms]   [k] zalloc_cpumask_var
     0.00%  profile  [kernel.kallsyms]   [k] __mnt_drop_write_file
     0.00%  profile  [kernel.kallsyms]   [k] xas_clear_mark
     0.00%  profile  [kernel.kallsyms]   [k] iov_iter_advance
     0.00%  profile  [kernel.kallsyms]   [k] do_IRQ
     0.00%  profile  [kernel.kallsyms]   [k] generic_update_time
     0.00%  profile  [kernel.kallsyms]   [k] send_signal
     0.00%  profile  profile             [.] runtime.makeAddrRange
     0.00%  profile  profile             [.] runtime.(*pageBits).setRange
     0.00%  profile  [kernel.kallsyms]   [k] __tlb_remove_page_size
     0.00%  profile  [kernel.kallsyms]   [k] lru_add_drain
     0.00%  profile  [kernel.kallsyms]   [k] mutex_spin_on_owner
     0.00%  profile  profile             [.] google.golang.org/grpc/transport.(*http2Server).getStream.dwrap.18
     0.00%  profile  profile             [.] runtime.runqputbatch
     0.00%  profile  [kernel.kallsyms]   [k] sync_regs
     0.00%  profile  profile             [.] runtime.(*gcControllerState).commit
     0.00%  profile  [kernel.kallsyms]   [k] __handle_irq_event_percpu
     0.00%  profile  [kernel.kallsyms]   [k] dequeue_signal
     0.00%  profile  profile             [.] reflect.(*rtype).common
     0.00%  profile  profile             [.] runtime.newAllocBits
     0.00%  profile  [kernel.kallsyms]   [k] mem_cgroup_update_lru_size
     0.00%  profile  profile             [.] reflect.(*rtype).Field
     0.00%  profile  [kernel.kallsyms]   [k] __dec_node_page_state
     0.00%  profile  profile             [.] sync.runtime_Semrelease
     0.00%  profile  [kernel.kallsyms]   [k] tcp_rate_skb_delivered
     0.00%  profile  profile             [.] runtime.(*gcWork).init
     0.00%  profile  profile             [.] context.(*emptyCtx).Value
     0.00%  profile  [kernel.kallsyms]   [k] clear_user
     0.00%  profile  [kernel.kallsyms]   [k] __slab_alloc
     0.00%  profile  [kernel.kallsyms]   [k] skb_gso_validate_network_len
     0.00%  profile  profile             [.] golang.org/x/net/http2.parseWindowUpdateFrame
     0.00%  profile  profile             [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteI64
     0.00%  profile  [kernel.kallsyms]   [k] rcu_sched_clock_irq
     0.00%  profile  profile             [.] github.com/golang/protobuf/proto.(*Buffer).dec_slice_string
     0.00%  profile  [kernel.kallsyms]   [k] autoremove_wake_function
     0.00%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*conn).condRelease
     0.00%  profile  [kernel.kallsyms]   [k] wake_q_add_safe
     0.00%  profile  [kernel.kallsyms]   [k] nohz_balance_exit_idle
     0.00%  profile  profile             [.] runtime.prepareFreeWorkbufs
     0.00%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti.dwrap.5
     0.00%  profile  [kernel.kallsyms]   [k] copy_siginfo_to_user
     0.00%  profile  [kernel.kallsyms]   [k] raise_softirq
     0.00%  profile  [kernel.kallsyms]   [k] tcp_data_queue
     0.00%  profile  profile             [.] runtime.gcMarkDone
     0.00%  profile  [kernel.kallsyms]   [k] trigger_dyntick_cpu.isra.0
     0.00%  profile  profile             [.] runtime.selectnbrecv
     0.00%  profile  [kernel.kallsyms]   [k] __x86_indirect_thunk_r12
     0.00%  profile  [kernel.kallsyms]   [k] cpumask_any_but
     0.00%  profile  [kernel.kallsyms]   [k] tcp_chrono_start
     0.00%  profile  profile             [.] google.golang.org/grpc/transport.(*http2Server).updateWindow
     0.00%  profile  [kernel.kallsyms]   [k] rcu_segcblist_ready_cbs
     0.00%  profile  [kernel.kallsyms]   [k] timespec64_add_safe
     0.00%  profile  [kernel.kallsyms]   [k] pagevec_lru_move_fn
     0.00%  profile  [kernel.kallsyms]   [k] __kmalloc_node
     0.00%  profile  [kernel.kallsyms]   [k] __mnt_want_write_file
     0.00%  profile  [kernel.kallsyms]   [k] tcp_sendmsg
     0.00%  profile  [kernel.kallsyms]   [k] flush_tlb_mm_range
     0.00%  profile  [kernel.kallsyms]   [k] ip_do_fragment
     0.00%  profile  [kernel.kallsyms]   [k] blk_stat_timer_fn
     0.00%  profile  [kernel.kallsyms]   [k] select_idle_sibling
     0.00%  profile  profile             [.] runtime.(*addrRanges).removeGreaterEqual
     0.00%  profile  profile             [.] runtime.markrootBlock
     0.00%  profile  [kernel.kallsyms]   [k] cyc2ns_read_end
     0.00%  profile  profile             [.] golang.org/x/net/http2.(*HeadersFrame).invalidate
     0.00%  profile  [kernel.kallsyms]   [k] __page_set_anon_rmap
     0.00%  profile  profile             [.] runtime.gcAssistAlloc.func1
     0.00%  profile  [kernel.kallsyms]   [k] note_gp_changes
     0.00%  profile  [kernel.kallsyms]   [k] __sk_mem_reduce_allocated
     0.00%  profile  [kernel.kallsyms]   [k] atime_needs_update
     0.00%  profile  profile             [.] runtime.GOMAXPROCS
     0.00%  profile  profile             [.] internal/poll.runtime_Semacquire
     0.00%  profile  [kernel.kallsyms]   [k] tick_sched_timer
     0.00%  profile  profile             [.] google.golang.org/grpc/transport.(*http2Server).Write.func1.1
     0.00%  profile  [kernel.kallsyms]   [k] page_counter_try_charge
     0.00%  profile  profile             [.] github.com/uber/jaeger-client-go.SpanIDFromString
     0.00%  profile  [kernel.kallsyms]   [k] test_clear_page_writeback
     0.00%  profile  profile             [.] runtime.stackcacherelease
     0.00%  profile  profile             [.] runtime.heapBits.forwardOrBoundary
     0.00%  profile  profile             [.] runtime.(*pageBits).clearRange
     0.00%  profile  profile             [.] github.com/rs/zerolog.glob..func2
     0.00%  profile  [kernel.kallsyms]   [k] alloc_pages_vma
     0.00%  profile  [kernel.kallsyms]   [k] unmap_single_vma
     0.00%  profile  [kernel.kallsyms]   [k] sock_zerocopy_put
     0.00%  profile  profile             [.] runtime.netpollBreak
     0.00%  profile  [kernel.kallsyms]   [k] tlb_flush_mmu
     0.00%  profile  [kernel.kallsyms]   [k] __next_zones_zonelist
     0.00%  profile  [kernel.kallsyms]   [k] set_normalized_timespec64
     0.00%  profile  profile             [.] runtime.bgscavenge
     0.00%  profile  [kernel.kallsyms]   [k] is_uv_system
     0.00%  profile  profile             [.] github.com/uber/jaeger-client-go.newHTTPHeaderPropagator.func2
     0.00%  profile  profile             [.] runtime.sysHugePage
     0.00%  profile  [kernel.kallsyms]   [k] skb_clone_tx_timestamp
     0.00%  profile  [kernel.kallsyms]   [k] update_process_times
     0.00%  profile  profile             [.] golang.org/x/net/http2/hpack.(*dynamicTable).evict
     0.00%  profile  [kernel.kallsyms]   [k] __cgroup_account_cputime_field
     0.00%  profile  [kernel.kallsyms]   [k] perf_event_task_tick
     0.00%  profile  profile             [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteFieldBegin
     0.00%  profile  profile             [.] runtime.newproc.func1
     0.00%  profile  [kernel.kallsyms]   [k] mem_cgroup_from_task
     0.00%  profile  [kernel.kallsyms]   [k] lru_cache_add_active_or_unevictable
     0.00%  profile  profile             [.] runtime.adjusttimers
     0.00%  profile  profile             [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteI32
     0.00%  profile  [kernel.kallsyms]   [k] pipe_read
     0.00%  profile  [kernel.kallsyms]   [k] ksize
     0.00%  profile  profile             [.] runtime.asyncPreempt
     0.00%  profile  profile             [.] runtime.(*mheap).reclaimChunk
     0.00%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*Client).putFreeConn.dwrap.1
     0.00%  profile  profile             [.] strconv.parseFloatPrefix
     0.00%  profile  profile             [.] google.golang.org/grpc/transport.(*quotaPool).lockedAdd
     0.00%  profile  profile             [.] fmt.errorHandler
     0.00%  profile  profile             [.] fmt.(*pp).printValue
     0.00%  profile  [kernel.kallsyms]   [k] note_interrupt
     0.00%  profile  [kernel.kallsyms]   [k] from_kgid_munged
     0.00%  profile  profile             [.] golang.org/x/net/http2.(*PingFrame).Header
     0.00%  profile  [kernel.kallsyms]   [k] set_task_rq_fair
     0.00%  profile  [kernel.kallsyms]   [k] __msecs_to_jiffies
     0.00%  profile  profile             [.] runtime.gcMarkTermination.func2
     0.00%  profile  profile             [.] runtime.gcMarkDone.func1
     0.00%  profile  profile             [.] sync.(*Pool).pinSlow.dwrap.3
     0.00%  profile  [kernel.kallsyms]   [k] nbp_switchdev_allowed_egress
     0.00%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*Client).withAddrRw.dwrap.4
     0.00%  profile  [kernel.kallsyms]   [k] __do_page_fault
     0.00%  profile  [kernel.kallsyms]   [k] __bitmap_andnot
     0.00%  profile  [kernel.kallsyms]   [k] br_allowed_egress
     0.00%  profile  profile             [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField2
     0.00%  profile  [kernel.kallsyms]   [k] tcp_delack_timer
     0.00%  profile  [kernel.kallsyms]   [k] __mutex_lock.isra.0
     0.00%  profile  profile             [.] runtime.gcStart.func2
     0.00%  profile  profile             [.] reflect.Value.NumField
     0.00%  profile  [kernel.kallsyms]   [k] trigger_load_balance
     0.00%  profile  profile             [.] runtime.(*mheap).freeSpan
     0.00%  profile  profile             [.] runtime.chanparkcommit
     0.00%  profile  profile             [.] internal/poll.(*FD).decref
     0.00%  profile  [kernel.kallsyms]   [k] apparmor_socket_sock_rcv_skb
     0.00%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFromAddr
     0.00%  profile  profile             [.] runtime.(*pallocBits).find
     0.00%  profile  profile             [.] time.Until
     0.00%  profile  profile             [.] encoding/json.state0
     0.00%  profile  [kernel.kallsyms]   [k] tcp_rack_update_reo_wnd
     0.00%  profile  [kernel.kallsyms]   [k] pipe_poll
     0.00%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*conn).extendDeadline
     0.00%  profile  [kernel.kallsyms]   [k] loopback_xmit
     0.00%  profile  [kernel.kallsyms]   [k] rcu_qs
     0.00%  profile  [kernel.kallsyms]   [k] ovl_inode_lower
     0.00%  profile  profile             [.] internal/bytealg.CountString.abi0
     0.00%  profile  [kernel.kallsyms]   [k] hrtimer_cancel
     0.00%  profile  profile             [.] runtime.osyield.abi0
     0.00%  profile  [kernel.kallsyms]   [k] __get_vma_policy
     0.00%  profile  profile             [.] google.golang.org/grpc/transport.(*http2Server).updateWindow.dwrap.20
     0.00%  profile  [kernel.kallsyms]   [k] __lock_sock
     0.00%  profile  profile             [.] runtime.(*mheap).reclaim
     0.00%  profile  profile             [.] runtime.acquirep
     0.00%  profile  [kernel.kallsyms]   [k] tcp_delack_timer_handler
     0.00%  profile  [kernel.kallsyms]   [k] simple_copy_to_iter
     0.00%  profile  [kernel.kallsyms]   [k] rcu_core_si
     0.00%  profile  [kernel.kallsyms]   [k] set_current_blocked
     0.00%  profile  [kernel.kallsyms]   [k] rcu_cblist_dequeue
     0.00%  profile  [kernel.kallsyms]   [k] kfree_skb_partial
     0.00%  profile  [kernel.kallsyms]   [k] tcp_write_timer_handler


#
# (Cannot load tips.txt file, please install perf!)
#
