# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 82K of event 'cycles'
# Event count (approx.): 143709593444
#
# Overhead  Command   Shared Object       Symbol                                                                                                          
# ........  ........  ..................  ................................................................................................................
#
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_int32
     0.01%  frontend  frontend            [.] runtime.deductSweepCredit
     0.01%  frontend  frontend            [.] internal/poll.setDeadlineImpl.dwrap.4
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_uint32
     0.01%  frontend  [kernel.kallsyms]   [k] __kfree_skb
     0.01%  frontend  frontend            [.] runtime.(*gcWork).balance
     0.01%  frontend  [kernel.kallsyms]   [k] uncharge_batch
     0.01%  frontend  frontend            [.] net/http.parseRequestLine
     0.01%  frontend  frontend            [.] runtime.bgsweep
     0.01%  frontend  frontend            [.] net/http.shouldClose
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).updateWindow
     0.01%  frontend  frontend            [.] runtime.(*stackScanState).putPtr
     0.01%  frontend  [kernel.kallsyms]   [k] __tcp_send_ack.part.0
     0.01%  frontend  [kernel.kallsyms]   [k] netif_receive_skb
     0.01%  frontend  [kernel.kallsyms]   [k] dev_queue_xmit
     0.01%  frontend  frontend            [.] net/url.getScheme
     0.01%  frontend  frontend            [.] strings.(*byteReplacer).Replace
     0.01%  frontend  [kernel.kallsyms]   [k] __pagevec_lru_add_fn
     0.01%  frontend  frontend            [.] syscall.Getenv.dwrap.2
     0.01%  frontend  frontend            [.] strconv.atof32exact
     0.01%  frontend  frontend            [.] runtime.(*wbBuf).reset
     0.01%  frontend  frontend            [.] bufio.(*Reader).Peek
     0.01%  frontend  [kernel.kallsyms]   [k] __x86_indirect_thunk_rcx
     0.01%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/search/proto.(*SearchResult).Reset
     0.01%  frontend  frontend            [.] runtime.rawstringtmp
     0.01%  frontend  [kernel.kallsyms]   [k] __mod_memcg_state
     0.01%  frontend  frontend            [.] runtime.(*mheap).alloc
     0.01%  frontend  frontend            [.] strconv.atof64exact
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).newStream.func2
     0.01%  frontend  frontend            [.] runtime.(*semaRoot).queue
     0.01%  frontend  [kernel.kallsyms]   [k] inet_send_prepare
     0.01%  frontend  [kernel.kallsyms]   [k] __wake_up_sync_key
     0.01%  frontend  [kernel.kallsyms]   [k] __sock_wfree
     0.01%  frontend  [kernel.kallsyms]   [k] memcpy
     0.01%  frontend  frontend            [.] runtime.chansend.func1
     0.01%  frontend  frontend            [.] net/http.newTextprotoReader
     0.01%  frontend  frontend            [.] github.com/rs/zerolog.consoleDefaultFormatCaller
     0.01%  frontend  frontend            [.] runtime.(*pageAlloc).find
     0.01%  frontend  frontend            [.] net/http.(*Request).wantsClose
     0.01%  frontend  [kernel.kallsyms]   [k] idle_cpu
     0.01%  frontend  [kernel.kallsyms]   [k] perf_log_itrace_start
     0.01%  frontend  frontend            [.] reflect.mapiterkey
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.(*PingFrame).invalidate
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).EncodeFixed64
     0.01%  frontend  frontend            [.] net/http.(*connReader).unlock
     0.01%  frontend  [kernel.kallsyms]   [k] ksize
     0.01%  frontend  [kernel.kallsyms]   [k] __wake_up
     0.01%  frontend  frontend            [.] context.(*emptyCtx).Value
     0.01%  frontend  frontend            [.] runtime.gfput
     0.01%  frontend  [kernel.kallsyms]   [k] flush_tlb_func_common.constprop.0
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_int32
     0.01%  frontend  frontend            [.] encoding/json.mapEncoder.encode-fm
     0.01%  frontend  frontend            [.] github.com/opentracing/opentracing-go.HTTPHeadersCarrier.ForeachKey
     0.01%  frontend  [kernel.kallsyms]   [k] __intel_pmu_disable_all
     0.01%  frontend  [kernel.kallsyms]   [k] __x86_indirect_thunk_rbx
     0.01%  frontend  [kernel.kallsyms]   [k] rcu_irq_enter
     0.01%  frontend  frontend            [.] runtime.gcWriteBarrierCX
     0.01%  frontend  [kernel.kallsyms]   [k] task_tick_fair
     0.01%  frontend  [kernel.kallsyms]   [k] skb_free_head
     0.01%  frontend  [kernel.kallsyms]   [k] perf_pmu_enable.part.0
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.01%  frontend  frontend            [.] runtime.(*pallocBits).findSmallN
     0.01%  frontend  frontend            [.] strconv.atof32
     0.01%  frontend  [kernel.kallsyms]   [k] wake_q_add_safe
     0.01%  frontend  frontend            [.] net/http.hasToken
     0.01%  frontend  frontend            [.] encoding/json.stringEncoder
     0.01%  frontend  frontend            [.] syscall.Getcwd
     0.01%  frontend  frontend            [.] runtime.typeBitsBulkBarrier
     0.01%  frontend  [kernel.kallsyms]   [k] perf_event_task_tick
     0.01%  frontend  [kernel.kallsyms]   [k] __handle_mm_fault
     0.01%  frontend  frontend            [.] net/http.(*ServeMux).ServeHTTP
     0.01%  frontend  frontend            [.] runtime.(*pageAlloc).scavengeOne
     0.01%  frontend  frontend            [.] runtime.gcWriteBarrierBX
     0.01%  frontend  frontend            [.] runtime.heapBits.forwardOrBoundary
     0.01%  frontend  [kernel.kallsyms]   [k] ktime_get_seconds
     0.01%  frontend  frontend            [.] time.Time.Add
     0.01%  frontend  [kernel.kallsyms]   [k] fpu__clear
     0.01%  frontend  [kernel.kallsyms]   [k] __msecs_to_jiffies
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).EncodeVarint
     0.01%  frontend  frontend            [.] runtime.goexit1
     0.01%  frontend  frontend            [.] net/http.(*transferReader).parseTransferEncoding
     0.01%  frontend  [kernel.kallsyms]   [k] check_cfs_rq_runtime
     0.01%  frontend  [kernel.kallsyms]   [k] __intel_pmu_enable_all.constprop.0
     0.01%  frontend  [kernel.kallsyms]   [k] hrtimer_wakeup
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.decodeGrpcMessage
     0.01%  frontend  [kernel.kallsyms]   [k] prepend
     0.01%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/frontend.(*Server).recommendHandler-fm
     0.01%  frontend  [kernel.kallsyms]   [k] irq_work_run_list
     0.01%  frontend  [kernel.kallsyms]   [k] mem_cgroup_page_lruvec
     0.01%  frontend  frontend            [.] runtime.checkIdleGCNoP
     0.01%  frontend  frontend            [.] runtime.isAbortPC
     0.01%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/recommendation/proto.(*recommendationClient).GetRecommendations
     0.01%  frontend  frontend            [.] net/textproto.mustHaveFieldNameColon
     0.01%  frontend  [kernel.kallsyms]   [k] timestamp_truncate
     0.01%  frontend  frontend            [.] google.golang.org/grpc.(*balancerWrapper).Pick.dwrap.19
     0.01%  frontend  [kernel.kallsyms]   [k] vmacache_find
     0.01%  frontend  [kernel.kallsyms]   [k] legitimize_path.isra.0
     0.01%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Span).SetTag.dwrap.16
     0.01%  frontend  frontend            [.] runtime.heapBits.forward
     0.01%  frontend  [kernel.kallsyms]   [k] tcp_add_backlog
     0.01%  frontend  frontend            [.] strconv.atof64
     0.01%  frontend  frontend            [.] runtime.nanotime
     0.01%  frontend  [kernel.kallsyms]   [k] error_entry
     0.01%  frontend  [kernel.kallsyms]   [k] calc_wheel_index
     0.01%  frontend  frontend            [.] internal/reflectlite.typedmemmove
     0.01%  frontend  [kernel.kallsyms]   [k] flush_tlb_func_remote
     0.01%  frontend  frontend            [.] github.com/apache/thrift/lib/go/thrift.(*TMemoryBuffer).Write
     0.01%  frontend  frontend            [.] net/http.(*ServeMux).handler
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).dec_slice_struct_message
     0.01%  frontend  [kernel.kallsyms]   [k] perf_pmu_disable.part.0
     0.01%  frontend  frontend            [.] runtime.modtimer
     0.01%  frontend  frontend            [.] time.(*Time).addSec
     0.01%  frontend  frontend            [.] internal/poll.(*FD).Read.dwrap.10
     0.01%  frontend  frontend            [.] context.(*emptyCtx).Deadline
     0.01%  frontend  frontend            [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.01%  frontend  frontend            [.] runtime.releasep
     0.01%  frontend  [kernel.kallsyms]   [k] hrtick_update
     0.01%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).dec_slice_string
     0.01%  frontend  frontend            [.] runtime.wbBufFlush
     0.01%  frontend  frontend            [.] time.Since
     0.01%  frontend  frontend            [.] runtime.funcMaxSPDelta
     0.01%  frontend  [kernel.kallsyms]   [k] llist_add_batch
     0.01%  frontend  frontend            [.] runtime.concatstring4
     0.01%  frontend  [kernel.kallsyms]   [k] current_time
     0.01%  frontend  frontend            [.] encoding/json.sliceEncoder.encode-fm
     0.01%  frontend  frontend            [.] github.com/rs/zerolog.ConsoleWriter.Write.func1
     0.01%  frontend  [kernel.kallsyms]   [k] yield_task_fair
     0.01%  frontend  frontend            [.] net/http.(*Request).expectsContinue
     0.01%  frontend  frontend            [.] net/http.(*chunkWriter).Write
     0.01%  frontend  frontend            [.] golang.org/x/net/http2.(*HeadersFrame).invalidate
     0.00%  frontend  frontend            [.] github.com/rs/zerolog.consoleDefaultFormatMessage
     0.00%  frontend  frontend            [.] runtime.(*addrRanges).add
     0.00%  frontend  [kernel.kallsyms]   [k] skb_release_all
     0.00%  frontend  frontend            [.] net/http.(*chunkWriter).writeHeader.func1
     0.00%  frontend  frontend            [.] google.golang.org/grpc.(*ClientConn).GetMethodConfig.dwrap.27
     0.00%  frontend  [kernel.kallsyms]   [k] tcp_grow_window.isra.0
     0.00%  frontend  [kernel.kallsyms]   [k] hrtimer_try_to_cancel
     0.00%  frontend  frontend            [.] github.com/harlow/go-micro-services/tracing.(*TracedServeMux).Handle.func1
     0.00%  frontend  frontend            [.] runtime.freeSomeWbufs
     0.00%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/profile/proto.(*Result).Reset
     0.00%  frontend  frontend            [.] sync/atomic.runtime_procPin
     0.00%  frontend  frontend            [.] runtime.(*pageBits).clearRange
     0.00%  frontend  [kernel.kallsyms]   [k] __mod_node_page_state
     0.00%  frontend  [kernel.kallsyms]   [k] release_pages
     0.00%  frontend  [kernel.kallsyms]   [k] schedule_hrtimeout_range_clock
     0.00%  frontend  frontend            [.] net/url.split
     0.00%  frontend  [kernel.kallsyms]   [k] alloc_cpumask_var_node
     0.00%  frontend  frontend            [.] runtime.morestack.abi0
     0.00%  frontend  frontend            [.] sync.(*Mutex).lockSlow
     0.00%  frontend  frontend            [.] github.com/rs/zerolog.(*callerHook).Run
     0.00%  frontend  frontend            [.] net/http.(*response).Header
     0.00%  frontend  [kernel.kallsyms]   [k] default_wake_function
     0.00%  frontend  frontend            [.] net/http.mp4Sig.match
     0.00%  frontend  [kernel.kallsyms]   [k] ret_from_intr
     0.00%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).operateHeaders.func1
     0.00%  frontend  frontend            [.] google.golang.org/grpc/encoding/proto.(*codec).Marshal
     0.00%  frontend  frontend            [.] runtime.morestack_noctxt.abi0
     0.00%  frontend  [kernel.kallsyms]   [k] path_put
     0.00%  frontend  [kernel.kallsyms]   [k] __fpu__restore_sig
     0.00%  frontend  frontend            [.] runtime.return0.abi0
     0.00%  frontend  [kernel.kallsyms]   [k] ktime_get_ts64
     0.00%  frontend  frontend            [.] net/url.(*URL).setPath
     0.00%  frontend  frontend            [.] runtime.(*addrRanges).removeLast
     0.00%  frontend  [kernel.kallsyms]   [k] __kmalloc_reserve.isra.0
     0.00%  frontend  [kernel.kallsyms]   [k] skb_pull_rcsum
     0.00%  frontend  [kernel.kallsyms]   [k] mem_cgroup_throttle_swaprate
     0.00%  frontend  frontend            [.] sync/atomic.runtime_procUnpin
     0.00%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).Write.func2.1
     0.00%  frontend  frontend            [.] runtime.goexit1.abi0
     0.00%  frontend  frontend            [.] reflect.Value.Index
     0.00%  frontend  frontend            [.] runtime.preemptone
     0.00%  frontend  [kernel.kallsyms]   [k] restore_sigcontext
     0.00%  frontend  [kernel.kallsyms]   [k] br_nf_dev_xmit
     0.00%  frontend  [kernel.kallsyms]   [k] do_anonymous_page
     0.00%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).EncodeFixed32
     0.00%  frontend  frontend            [.] github.com/opentracing-contrib/go-stdlib/nethttp.(*statusCodeTracker).Write
     0.00%  frontend  frontend            [.] runtime.(*pageAlloc).allocRange
     0.00%  frontend  [kernel.kallsyms]   [k] __mod_lruvec_state
     0.00%  frontend  frontend            [.] internal/bytealg.IndexByte.abi0
     0.00%  frontend  frontend            [.] sync.(*poolChain).popHead
     0.00%  frontend  [kernel.kallsyms]   [k] copy_fpstate_to_sigframe
     0.00%  frontend  frontend            [.] internal/reflectlite.unsafe_New
     0.00%  frontend  frontend            [.] internal/poll.(*DeadlineExceededError).Timeout
     0.00%  frontend  frontend            [.] runtime.readyWithTime
     0.00%  frontend  frontend            [.] google.golang.org/grpc.(*ClientConn).getTransport
     0.00%  frontend  [kernel.kallsyms]   [k] enqueue_hrtimer
     0.00%  frontend  [kernel.kallsyms]   [k] nf_ip_checksum
     0.00%  frontend  frontend            [.] runtime.wbBufFlush.func1
     0.00%  frontend  [kernel.kallsyms]   [k] __mnt_want_write_file
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*ProbabilisticSampler).IsSampled
     0.00%  frontend  frontend            [.] bufio.(*Writer).WriteByte
     0.00%  frontend  frontend            [.] runtime.notetsleep_internal
     0.00%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).updateWindow.dwrap.15
     0.00%  frontend  [kernel.kallsyms]   [k] get_mem_cgroup_from_mm
     0.00%  frontend  [kernel.kallsyms]   [k] rcu_note_context_switch
     0.00%  frontend  [kernel.kallsyms]   [k] nbp_switchdev_allowed_egress
     0.00%  frontend  [kernel.kallsyms]   [k] task_ctx_sched_out
     0.00%  frontend  frontend            [.] time.Time.Clock
     0.00%  frontend  [kernel.kallsyms]   [k] lru_add_drain_cpu
     0.00%  frontend  [kernel.kallsyms]   [k] hrtimer_reprogram
     0.00%  frontend  frontend            [.] runtime.gorecover
     0.00%  frontend  [kernel.kallsyms]   [k] user_path_at_empty
     0.00%  frontend  [kernel.kallsyms]   [k] skb_try_coalesce
     0.00%  frontend  [kernel.kallsyms]   [k] minmax_running_min
     0.00%  frontend  frontend            [.] runtime.procresize
     0.00%  frontend  [kernel.kallsyms]   [k] mutex_spin_on_owner
     0.00%  frontend  frontend            [.] runtime.putempty
     0.00%  frontend  [kernel.kallsyms]   [k] propagate_protected_usage
     0.00%  frontend  frontend            [.] net/http.(*connReader).startBackgroundRead.dwrap.74
     0.00%  frontend  frontend            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteStructEnd
     0.00%  frontend  [kernel.kallsyms]   [k] trigger_dyntick_cpu.isra.0
     0.00%  frontend  frontend            [.] google.golang.org/grpc.(*acBalancerWrapper).getAddrConn.dwrap.14
     0.00%  frontend  [kernel.kallsyms]   [k] rcu_qs
     0.00%  frontend  frontend            [.] google.golang.org/grpc/transport.(*bdpEstimator).add.dwrap.1
     0.00%  frontend  [kernel.kallsyms]   [k] tcp_chrono_start
     0.00%  frontend  [kernel.kallsyms]   [k] set_next_task_idle
     0.00%  frontend  [kernel.kallsyms]   [k] plist_add
     0.00%  frontend  [kernel.kallsyms]   [k] from_kuid_munged
     0.00%  frontend  [kernel.kallsyms]   [k] remove_entity_load_avg
     0.00%  frontend  frontend            [.] sync.(*poolChain).pushHead
     0.00%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_int64
     0.00%  frontend  frontend            [.] runtime.madvise.abi0
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).Write
     0.00%  frontend  [kernel.kallsyms]   [k] __bitmap_or_equal
     0.00%  frontend  [kernel.kallsyms]   [k] try_charge
     0.00%  frontend  frontend            [.] runtime.(*pageAlloc).update
     0.00%  frontend  frontend            [.] net/http.(*response).Write
     0.00%  frontend  [kernel.kallsyms]   [k] pagevec_lru_move_fn
     0.00%  frontend  frontend            [.] net/http.(*textSig).match
     0.00%  frontend  [kernel.kallsyms]   [k] __tlb_remove_page_size
     0.00%  frontend  frontend            [.] encoding/json.arrayEncoder.encode-fm
     0.00%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).getStream.dwrap.13
     0.00%  frontend  frontend            [.] net/http.putBufioWriter
     0.00%  frontend  [kernel.kallsyms]   [k] __kmalloc_node
     0.00%  frontend  [kernel.kallsyms]   [k] __next_zones_zonelist
     0.00%  frontend  frontend            [.] golang.org/x/net/http2.parsePingFrame
     0.00%  frontend  frontend            [.] sync.(*Mutex).Lock
     0.00%  frontend  [kernel.kallsyms]   [k] set_normalized_timespec64
     0.00%  frontend  [kernel.kallsyms]   [k] perf_pmu_nop_txn
     0.00%  frontend  frontend            [.] github.com/opentracing-contrib/go-stdlib/nethttp.(*statusCodeTracker).Header
     0.00%  frontend  [kernel.kallsyms]   [k] alloc_pages_vma
     0.00%  frontend  [kernel.kallsyms]   [k] native_send_call_func_ipi
     0.00%  frontend  frontend            [.] runtime.(*pageAlloc).scavengeRangeLocked
     0.00%  frontend  [kernel.kallsyms]   [k] smp_call_function_interrupt
     0.00%  frontend  [kernel.kallsyms]   [k] tcp_try_coalesce
     0.00%  frontend  frontend            [.] runtime.(*mheap).setSpans
     0.00%  frontend  frontend            [.] github.com/rs/zerolog.consoleDefaultFormatLevel
     0.00%  frontend  frontend            [.] encoding/json.(*encodeState).marshal
     0.00%  frontend  frontend            [.] runtime.(*pageAlloc).free
     0.00%  frontend  frontend            [.] runtime.mergeSummaries
     0.00%  frontend  [kernel.kallsyms]   [k] tcp_data_queue
     0.00%  frontend  [kernel.kallsyms]   [k] perf_event_set_state.part.0
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField4
     0.00%  frontend  [kernel.kallsyms]   [k] perf_event_sched_in
     0.00%  frontend  [kernel.kallsyms]   [k] simple_copy_to_iter
     0.00%  frontend  frontend            [.] runtime.goexit.abi0
     0.00%  frontend  [kernel.kallsyms]   [k] calc_timer_values
     0.00%  frontend  frontend            [.] net/http.stripHostPort
     0.00%  frontend  [kernel.kallsyms]   [k] retint_user
     0.00%  frontend  frontend            [.] runtime.doSigPreempt
     0.00%  frontend  frontend            [.] sync.runtime_canSpin
     0.00%  frontend  frontend            [.] runtime.gcAssistAlloc
     0.00%  frontend  frontend            [.] strconv.AppendInt
     0.00%  frontend  [kernel.kallsyms]   [k] free_pcp_prepare
     0.00%  frontend  [kernel.kallsyms]   [k] do_user_addr_fault
     0.00%  frontend  frontend            [.] net/textproto.MIMEHeader.Get
     0.00%  frontend  [kernel.kallsyms]   [k] uncharge_page
     0.00%  frontend  [kernel.kallsyms]   [k] sched_slice.isra.0
     0.00%  frontend  [kernel.kallsyms]   [k] __send_signal
     0.00%  frontend  frontend            [.] runtime.(*workbuf).checkempty
     0.00%  frontend  frontend            [.] fmt.(*pp).fmtFloat
     0.00%  frontend  frontend            [.] reflect.mapiterinit
     0.00%  frontend  frontend            [.] runtime.notetsleep
     0.00%  frontend  [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%  frontend  [kernel.kallsyms]   [k] down_read_trylock
     0.00%  frontend  [kernel.kallsyms]   [k] __dequeue_signal
     0.00%  frontend  [kernel.kallsyms]   [k] hrtimer_force_reprogram
     0.00%  frontend  [kernel.kallsyms]   [k] hrtimer_init_sleeper
     0.00%  frontend  frontend            [.] runtime.(*sysMemStat).add
     0.00%  frontend  [kernel.kallsyms]   [k] hrtimer_update_next_event
     0.00%  frontend  frontend            [.] runtime.handoff
     0.00%  frontend  [kernel.kallsyms]   [k] jiffies_to_usecs
     0.00%  frontend  frontend            [.] time.Time.date
     0.00%  frontend  frontend            [.] net/url.(*URL).EscapedPath
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField6
     0.00%  frontend  [kernel.kallsyms]   [k] __internal_add_timer
     0.00%  frontend  frontend            [.] runtime.clearpools
     0.00%  frontend  [kernel.kallsyms]   [k] __dec_node_state
     0.00%  frontend  [kernel.kallsyms]   [k] __mark_inode_dirty
     0.00%  frontend  frontend            [.] runtime.cgoSigtramp
     0.00%  frontend  [kernel.kallsyms]   [k] tcp_delack_timer_handler
     0.00%  frontend  [kernel.kallsyms]   [k] on_each_cpu_cond_mask
     0.00%  frontend  frontend            [.] runtime.runSafePointFn
     0.00%  frontend  frontend            [.] runtime.bgscavenge
     0.00%  frontend  frontend            [.] runtime.stackcache_clear
     0.00%  frontend  [kernel.kallsyms]   [k] recalc_sigpending
     0.00%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).dec_struct_message
     0.00%  frontend  [kernel.kallsyms]   [k] cpumask_any_but
     0.00%  frontend  frontend            [.] runtime.convT16
     0.00%  frontend  frontend            [.] runtime.copystack
     0.00%  frontend  frontend            [.] runtime.(*mheap).freeSpan
     0.00%  frontend  [kernel.kallsyms]   [k] scheduler_ipi
     0.00%  frontend  frontend            [.] net/http.(*conn).hijacked.dwrap.72
     0.00%  frontend  frontend            [.] runtime.runOneTimer
     0.00%  frontend  frontend            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteFieldEnd
     0.00%  frontend  frontend            [.] net/http.(*connReader).abortPendingRead.dwrap.76
     0.00%  frontend  [kernel.kallsyms]   [k] free_unref_page_list
     0.00%  frontend  [kernel.kallsyms]   [k] mem_cgroup_from_task
     0.00%  frontend  [kernel.kallsyms]   [k] __x64_sys_getpid
     0.00%  frontend  frontend            [.] encoding/json.floatEncoder.encode-fm
     0.00%  frontend  frontend            [.] runtime.markroot.func1
     0.00%  frontend  [kernel.kallsyms]   [k] do_signal
     0.00%  frontend  frontend            [.] net/http.(*chunkWriter).close
     0.00%  frontend  frontend            [.] time.Until
     0.00%  frontend  [kernel.kallsyms]   [k] call_function_single_interrupt
     0.00%  frontend  [kernel.kallsyms]   [k] kill_fasync
     0.00%  frontend  frontend            [.] runtime.(*pageAlloc).scavengeReserve
     0.00%  frontend  [kernel.kallsyms]   [k] tcp_validate_incoming
     0.00%  frontend  frontend            [.] runtime.(*pageBits).setRange
     0.00%  frontend  frontend            [.] runtime.scavengeSleep
     0.00%  frontend  [kernel.kallsyms]   [k] irq_work_run
     0.00%  frontend  [kernel.kallsyms]   [k] __unqueue_futex
     0.00%  frontend  [kernel.kallsyms]   [k] br_multicast_count
     0.00%  frontend  frontend            [.] runtime.siftdownTimer
     0.00%  frontend  [kernel.kallsyms]   [k] unmap_single_vma
     0.00%  frontend  [kernel.kallsyms]   [k] find_next_and_bit
     0.00%  frontend  frontend            [.] runtime.newArenaMayUnlock
     0.00%  frontend  [kernel.kallsyms]   [k] is_uv_system
     0.00%  frontend  [kernel.kallsyms]   [k] skb_clone_tx_timestamp
     0.00%  frontend  frontend            [.] github.com/rs/zerolog.glob..func2
     0.00%  frontend  [kernel.kallsyms]   [k] ip_queue_xmit
     0.00%  frontend  [kernel.kallsyms]   [k] update_dl_rq_load_avg
     0.00%  frontend  [kernel.kallsyms]   [k] wake_up_process
     0.00%  frontend  [kernel.kallsyms]   [k] plist_del
     0.00%  frontend  [kernel.kallsyms]   [k] __mnt_want_write
     0.00%  frontend  frontend            [.] runtime.(*pageBits).popcntRange
     0.00%  frontend  [kernel.kallsyms]   [k] native_smp_send_reschedule
     0.00%  frontend  [kernel.kallsyms]   [k] prepare_to_wait_exclusive
     0.00%  frontend  [kernel.kallsyms]   [k] native_read_msr
     0.00%  frontend  frontend            [.] runtime.evacuate
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*remoteReporter).processQueue
     0.00%  frontend  frontend            [.] runtime.stackcacherelease
     0.00%  frontend  [kernel.kallsyms]   [k] mem_cgroup_commit_charge
     0.00%  frontend  frontend            [.] net/http.(*mp4Sig).match
     0.00%  frontend  frontend            [.] runtime.(*mSpanList).insert
     0.00%  frontend  [kernel.kallsyms]   [k] pipe_read
     0.00%  frontend  frontend            [.] runtime.newproc
     0.00%  frontend  [kernel.kallsyms]   [k] cyc2ns_read_begin
     0.00%  frontend  [kernel.kallsyms]   [k] mem_cgroup_try_charge
     0.00%  frontend  [kernel.kallsyms]   [k] cgroup_rstat_updated
     0.00%  frontend  [kernel.kallsyms]   [k] tcp_send_ack
     0.00%  frontend  frontend            [.] runtime.gcAssistAlloc1
     0.00%  frontend  frontend            [.] runtime.newAllocBits
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).Write
     0.00%  frontend  [kernel.kallsyms]   [k] __count_memcg_events
     0.00%  frontend  frontend            [.] runtime.(*gcWork).init
     0.00%  frontend  [kernel.kallsyms]   [k] userfaultfd_remove
     0.00%  frontend  [kernel.kallsyms]   [k] cpuacct_account_field
     0.00%  frontend  [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.00%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/recommendation/proto.(*Result).Reset
     0.00%  frontend  [kernel.kallsyms]   [k] __bitmap_andnot
     0.00%  frontend  frontend            [.] strconv.parseFloatPrefix
     0.00%  frontend  [kernel.kallsyms]   [k] get_task_policy.part.0
     0.00%  frontend  frontend            [.] encoding/json.valueEncoder
     0.00%  frontend  [kernel.kallsyms]   [k] drain_stock.isra.0
     0.00%  frontend  frontend            [.] fmt.(*pp).handleMethods
     0.00%  frontend  frontend            [.] golang.org/x/net/http2.(*HeadersFrame).HeaderBlockFragment
     0.00%  frontend  frontend            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteI64
     0.00%  frontend  frontend            [.] net/http.readRequest.func1
     0.00%  frontend  [kernel.kallsyms]   [k] anon_pipe_buf_release
     0.00%  frontend  [kernel.kallsyms]   [k] __radix_tree_lookup
     0.00%  frontend  [kernel.kallsyms]   [k] calc_global_load_tick
     0.00%  frontend  frontend            [.] runtime.gcResetMarkState
     0.00%  frontend  [kernel.kallsyms]   [k] find_task_by_vpid
     0.00%  frontend  frontend            [.] runtime.freeStackSpans
     0.00%  frontend  frontend            [.] runtime.sigfwdgo
     0.00%  frontend  frontend            [.] runtime.newproc.func1
     0.00%  frontend  frontend            [.] runtime.gosched_m
     0.00%  frontend  [kernel.kallsyms]   [k] intel_pmu_enable_all
     0.00%  frontend  frontend            [.] runtime.jmpdefer.abi0
     0.00%  frontend  frontend            [.] runtime.siftupTimer
     0.00%  frontend  [kernel.kallsyms]   [k] get_sigframe.isra.0.constprop.0
     0.00%  frontend  [kernel.kallsyms]   [k] tlb_flush_mmu
     0.00%  frontend  [kernel.kallsyms]   [k] tick_sched_timer
     0.00%  frontend  frontend            [.] google.golang.org/grpc/transport.(*inFlow).onData.dwrap.5
     0.00%  frontend  [kernel.kallsyms]   [k] finish_wait
     0.00%  frontend  [kernel.kallsyms]   [k] generic_update_time
     0.00%  frontend  [kernel.kallsyms]   [k] page_counter_cancel
     0.00%  frontend  frontend            [.] runtime.(*gcWork).putBatch
     0.00%  frontend  [kernel.kallsyms]   [k] br_dev_xmit
     0.00%  frontend  frontend            [.] golang.org/x/net/http2.(*DataFrame).invalidate
     0.00%  frontend  frontend            [.] runtime.putfull
     0.00%  frontend  [kernel.kallsyms]   [k] native_send_call_func_single_ipi
