# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 151K of event 'cycles'
# Event count (approx.): 212631010484
#
# Overhead  Command          Shared Object            Symbol                                                                                                                                                                                                                                                                                                                                                                                                                
# ........  ...............  .......................  ......................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  search           [kernel.kallsyms]        [k] unmap_page_range
     0.00%  dockerd          [kernel.kallsyms]        [k] generic_update_time
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000a67b
     0.00%  search           search                   [.] runtime.(*pallocData).allocRange
     0.00%  wrk              libc-2.31.so             [.] __memset_avx2_unaligned_erms
     0.00%  rcu_sched        [kernel.kallsyms]        [k] cpumask_next
     0.00%  consul           consul                   [.] runtime.execute
     0.00%  reservation      reservation              [.] runtime.notetsleep
     0.00%  ftdc             [kernel.kallsyms]        [k] proc_lookup_de
     0.00%  geo              [kernel.kallsyms]        [k] scheduler_ipi
     0.00%  dockerd          [kernel.kallsyms]        [k] __inc_zone_page_state
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] blk_attempt_plug_merge
     0.00%  reservation      reservation              [.] runtime.adjustframe
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003de69
     0.00%  all-in-one-linu  all-in-one-linux         [.] golang.org/x/net/http2/hpack.(*Encoder).searchTable
     0.00%  ftdc             [kernel.kallsyms]        [k] format_decode
     0.00%  search           [kernel.kallsyms]        [k] propagate_protected_usage
     0.00%  search           [kernel.kallsyms]        [k] uprobe_deny_signal
     0.00%  JournalFlusher   mongod                   [.] mongo::DecorationRegistry<mongo::OperationContext>::constructAt<mongo::ReadPreferenceSetting>
     0.00%  ftdc             mongod                   [.] adler32_z
     0.00%  kworker/u32:1-m  [kernel.kallsyms]        [k] fb_flashcursor
     0.00%  all-in-one-linu  all-in-one-linux         [.] github.com/jaegertracing/jaeger/thrift-gen/jaeger.(*Tag).ReadField1
     0.00%  FlowCon.fresher  mongod                   [.] mongo::FlowControlTicketholder::refreshTo
     0.00%  geo              [kernel.kallsyms]        [k] refill_stock
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f752
     0.00%  search           [kernel.kallsyms]        [k] fpregs_mark_activate
     0.00%  search           [kernel.kallsyms]        [k] tcp_update_pacing_rate
     0.00%  perf             [kernel.kallsyms]        [k] add_to_page_cache_lru
     0.00%  search           search                   [.] golang.org/x/net/http2.(*HeadersFrame).HeaderBlockFragment
     0.00%  consul           consul                   [.] runtime.write
     0.00%  wrk              wrk                      [.] lj_ffrecord_func
     0.00%  Backgro.kSource  [vdso]                   [.] __vdso_clock_gettime
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000006959d
     0.00%  docker-proxy     [kernel.kallsyms]        [k] __mutex_lock.isra.0
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.(*mspan).init
     0.00%  swapper          [kernel.kallsyms]        [k] enqueue_to_backlog
     0.00%  search           [kernel.kallsyms]        [k] page_counter_cancel
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.(*mLockProfile).recordUnlock
     0.00%  user             user                     [.] github.com/golang/protobuf/proto.mergeAny
     0.00%  wrk              [kernel.kallsyms]        [k] update_rt_rq_load_avg
     0.00%  geo              geo                      [.] runtime.gcDrainN
     0.00%  containerd-shim  [kernel.kallsyms]        [k] ext4_finish_bio
     0.00%  containerd-shim  [kernel.kallsyms]        [k] get_page_from_freelist
     0.00%  search           search                   [.] runtime.sigtramp
     0.00%  ftdc             libc-2.27.so             [.] adjtime
     0.00%  dockerd          [kernel.kallsyms]        [k] ext4_alloc_branch
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007e741
     0.00%  recommendation   recommendation           [.] runtime.bgscavenge
     0.00%  frontend         frontend                 [.] golang.org/x/net/http2.(*Framer).readMetaFrame.dwrap.8
     0.00%  user             [kernel.kallsyms]        [k] sock_sendmsg
     0.00%  node             node                     [.] v8::internal::SaveContext::~SaveContext
     0.00%  ftdc             mongod                   [.] mongo::Lock::GlobalLock::~GlobalLock
     0.00%  wrk              [kernel.kallsyms]        [k] hash_futex
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] ktime_get
     0.00%  dockerd          [kernel.kallsyms]        [k] wake_up_process
     0.00%  geo              [kernel.kallsyms]        [k] apparmor_file_permission
     0.00%  recommendation   [kernel.kallsyms]        [k] native_read_msr
     0.00%  user             [kernel.kallsyms]        [k] tick_program_event
     0.00%  wrk              wrk                      [.] lj_vm_leave_unw
     0.00%  dockerd          dockerd                  [.] github.com/docker/docker/pkg/ioutils.(*BytesPipe).Read.func1
     0.00%  search           search                   [.] google.golang.org/grpc/transport.(*bdpEstimator).add.dwrap.1
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000ef28b
     0.00%  geo              [kernel.kallsyms]        [k] __x86_indirect_thunk_r15
     0.00%  recommendation   [kernel.kallsyms]        [k] prepare_signal
     0.00%  mongod           [kernel.kallsyms]        [k] do_syscall_64
     0.00%  node             [JIT] tid 81683          [.] 0x000000000715f810
     0.00%  JournalFlusher   mongod                   [.] mongo::(anonymous namespace)::_mongoInitializerFunction_DiagnosticInfo(mongo::InitializerContext*)::DiagnosticListener::onUnlock
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d180
     0.00%  all-in-one-linu  all-in-one-linux         [.] github.com/jaegertracing/jaeger/cmd/agent/app/reporter/grpc.(*Reporter).send
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] futex_wake
     0.00%  swapper          [kernel.kallsyms]        [k] x2apic_send_IPI
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000044522
     0.00%  geo              geo                      [.] runtime.newstack.abi0
     0.00%  user             user                     [.] reflect.unsafe_New
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e388c
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.(*atomicHeadTailIndex).incTail
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d3cb
     0.00%  ksoftirqd/13     [kernel.kallsyms]        [k] update_blocked_averages
     0.00%  recommendation   recommendation           [.] golang.org/x/net/http2.(*Framer).readMetaFrame.dwrap.8
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000037f13
     0.00%  frontend         frontend                 [.] net/http.parseRequestLine
     0.00%  geo              [kernel.kallsyms]        [k] do_softirq_own_stack
     0.00%  search           search                   [.] runtime.gcMarkDone
     0.00%  user             [kernel.kallsyms]        [k] pick_next_task_idle
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000429c3
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003c689
     0.00%  frontend         [kernel.kallsyms]        [k] sched_clock
     0.00%  geo              geo                      [.] time.Now
     0.00%  containerd       containerd               [.] runtime.(*activeSweep).end
     0.00%  wrk              wrk                      [.] gc_mark_gcroot
     0.00%  wrk              [kernel.kallsyms]        [k] hrtimer_force_reprogram
     0.00%  kworker/14:2-mm  [kernel.kallsyms]        [k] iomem_map_sanity_check
     0.00%  frontend         frontend                 [.] google.golang.org/grpc.(*ClientConn).GetMethodConfig.dwrap.27
     0.00%  recommendation   [kernel.kallsyms]        [k] on_each_cpu_cond_mask
     0.00%  frontend         [kernel.kallsyms]        [k] rcu_sched_clock_irq
     0.00%  wrk              [kernel.kallsyms]        [k] reschedule_interrupt
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000ef24e
     0.00%  frontend         [kernel.kallsyms]        [k] __bitmap_weight
     0.00%  recommendation   [kernel.kallsyms]        [k] __release_sock
     0.00%  dockerd          dockerd                  [.] runtime.(*gcControllerState).heapGoalInternal
     0.00%  user             [kernel.kallsyms]        [k] sk_forced_mem_schedule
     0.00%  recommendation   [kernel.kallsyms]        [k] rcu_sched_clock_irq
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000043489
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cb2e
     0.00%  search           search                   [.] runtime.(*gcWork).balance
     0.00%  consul           consul                   [.] memeqbody
     0.00%  wrk              wrk                      [.] lj_ir_k64_find
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000043440
     0.00%  user             user                     [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders
     0.00%  consul           [kernel.kallsyms]        [k] _raw_write_lock_irq
     0.00%  mongod           [kernel.kallsyms]        [k] __switch_to_asm
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000005451c
     0.00%  consul           consul                   [.] runtime.startm
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] __slab_alloc
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001f600
     0.00%  mongod           [kernel.kallsyms]        [k] timerqueue_del
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.(*mheap).initSpan
     0.00%  user             [kernel.kallsyms]        [k] ip_rcv_finish_core.isra.0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d443
     0.00%  recommendation   [kernel.kallsyms]        [k] perf_event_task_tick
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003dbf6
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d301
     0.00%  ntpd             [kernel.kallsyms]        [k] sock_poll
     0.00%  ftdc             [kernel.kallsyms]        [k] alloc_cpumask_var_node
     0.00%  node             [JIT] tid 81615          [.] 0x0000000006d3399e
     0.00%  geo              [kernel.kallsyms]        [k] __clear_user
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000098561
     0.00%  user             user                     [.] reflect.name.name
     0.00%  node             node                     [.] v8::internal::FactoryBase<v8::internal::Factory>::NewFixedArrayWithHoles
     0.00%  geo              geo                      [.] runtime.heapBits.forward
     0.00%  swapper          [kernel.kallsyms]        [k] percpu_counter_add_batch
     0.00%  wrk              [kernel.kallsyms]        [k] iov_iter_init
     0.00%  dockerd          [kernel.kallsyms]        [k] __next_zones_zonelist
     0.00%  recommendation   [kernel.kallsyms]        [k] skb_free_head
     0.00%  containerd-shim  [kernel.kallsyms]        [k] rcu_sched_clock_irq
     0.00%  user             [kernel.kallsyms]        [k] apic_timer_interrupt
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000431b5
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.(*spanSet).pop
     0.00%  geo              [kernel.kallsyms]        [k] tcp_mtu_probe
     0.00%  user             [kernel.kallsyms]        [k] skb_network_protocol
     0.00%  search           [kernel.kallsyms]        [k] unmap_single_vma
     0.00%  user             [kernel.kallsyms]        [k] __cgroup_bpf_run_filter_skb
     0.00%  user             user                     [.] runtime.nanotime1.abi0
     0.00%  wrk              [kernel.kallsyms]        [k] __pagevec_lru_add_fn
     0.00%  geo              [kernel.kallsyms]        [k] do_anonymous_page
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000c0fa
     0.00%  geo              [kernel.kallsyms]        [k] cgroup_rstat_updated
     0.00%  recommendation   recommendation           [.] strconv.FormatInt
     0.00%  search           search                   [.] runtime.bgscavenge.func1
     0.00%  user             [kernel.kallsyms]        [k] irq_exit
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000044613
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d1e3
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cc9f
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e35d3
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] __blk_bios_map_sg
     0.00%  geo              geo                      [.] runtime.(*pageCache).alloc
     0.00%  JournalFlusher   [kernel.kallsyms]        [k] schedule
     0.00%  wrk              wrk                      [.] stats_record
     0.00%  docker-proxy     [kernel.kallsyms]        [k] task_tick_fair
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cd54
     0.00%  recommendation   recommendation           [.] runtime.typedmemclr
     0.00%  search           search                   [.] syscall.Getcwd
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.(*mspan).heapBits
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000003a4c
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] __kfree_skb_flush
     0.00%  recommendation   [kernel.kallsyms]        [k] rcu_note_context_switch
     0.00%  search           [kernel.kallsyms]        [k] from_kuid_munged
     0.00%  recommendation   [kernel.kallsyms]        [k] skb_pull_rcsum
     0.00%  geo              [kernel.kallsyms]        [k] tcp_send_mss
     0.00%  geo              geo                      [.] internal/poll.(*FD).readUnlock
     0.00%  consul           [kernel.kallsyms]        [k] timerqueue_add
     0.00%  ftdc             [kernel.kallsyms]        [k] copy_user_enhanced_fast_string
     0.00%  rate             rate                     [.] runtime.netpoll
     0.00%  recommendation   recommendation           [.] runtime.(*pageAlloc).scavengeOne
     0.00%  search           search                   [.] golang.org/x/net/http2.(*Framer).readMetaFrame.dwrap.8
     0.00%  recommendation   [kernel.kallsyms]        [k] ip_send_check
     0.00%  search           [kernel.kallsyms]        [k] skb_copy_datagram_iter
     0.00%  geo              [kernel.kallsyms]        [k] tcp_write_timer_handler
     0.00%  user             user                     [.] runtime.goexit0
     0.00%  search           [kernel.kallsyms]        [k] tlb_flush_mmu
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000037ec0
     0.00%  dockerd          [kernel.kallsyms]        [k] alloc_page_buffers
     0.00%  JournalFlusher   mongod                   [.] mongo::ServiceContext::OperationContextDeleter::operator()
     0.00%  recommendation   [kernel.kallsyms]        [k] bio_advance
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] try_to_wake_up
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001f332
     0.00%  recommendation   recommendation           [.] runtime.makemap_small
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] validate_xmit_skb
     0.00%  geo              [kernel.kallsyms]        [k] __run_timers.part.0
     0.00%  recommendation   [kernel.kallsyms]        [k] llist_add_batch
     0.00%  geo              [kernel.kallsyms]        [k] mem_cgroup_commit_charge
     0.00%  geo              geo                      [.] sync/atomic.CompareAndSwapPointer
     0.00%  geo              [kernel.kallsyms]        [k] tcp_v4_do_rcv
     0.00%  recommendation   recommendation           [.] runtime.notetsleep
     0.00%  recommendation   recommendation           [.] runtime.(*mcentral).grow
     0.00%  wrk              libgcc_s.so.1            [.] _Unwind_RaiseException
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000405a48
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001f56e
     0.00%  kworker/14:2-mm  [kernel.kallsyms]        [k] __x86_indirect_thunk_rax
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000306fa
     0.00%  node             [JIT] tid 81683          [.] 0x0000000007166680
     0.00%  frontend         [kernel.kallsyms]        [k] __dequeue_signal
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.resolveTypeOff
     0.00%  dockerd          [kernel.kallsyms]        [k] node_page_state
     0.00%  user             user                     [.] runtime.epollwait.abi0
     0.00%  consul           consul                   [.] github.com/hashicorp/raft.(*saturationMetric).working
     0.00%  clientcursormon  mongod                   [.] absl::container_internal::raw_hash_set<absl::container_internal::NodeHashSetPolicy<unsigned int>, absl::hash_internal::Hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<unsigned int> >::prepare_insert
     0.00%  recommendation   [kernel.kallsyms]        [k] ip_local_deliver_finish
     0.00%  recommendation   recommendation           [.] runtime.(*pageAlloc).update
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cf3b
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e2450
     0.00%  docker-proxy     [kernel.kallsyms]        [k] nvme_irq
     0.00%  dockerd          dockerd                  [.] go.opentelemetry.io/otel/sdk/trace.(*snapshot).Attributes
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cca0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000c265
     0.00%  recommendation   [kernel.kallsyms]        [k] on_each_cpu_mask
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d081
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003da20
     0.00%  node             [kernel.kallsyms]        [k] amd_clear_divider
     0.00%  geo              [kernel.kallsyms]        [k] tlb_gather_mmu
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000030870
     0.00%  dockerd          [kernel.kallsyms]        [k] __set_page_dirty
     0.00%  containerd-shim  [kernel.kallsyms]        [k] account_process_tick
     0.00%  user             user                     [.] runtime.greyobject
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000006b7e
     0.00%  wrk              wrk                      [.] trace_start
     0.00%  consul           consul                   [.] runtime.mapdelete_faststr
     0.00%  user             [kernel.kallsyms]        [k] skb_clone
     0.00%  consul           consul                   [.] runtime.lock2
     0.00%  geo              geo                      [.] sync.(*poolChain).popTail
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e7f9
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e20a0
     0.00%  dockerd          [kernel.kallsyms]        [k] find_vma
     0.00%  search           [kernel.kallsyms]        [k] get_signal
     0.00%  geo              [kernel.kallsyms]        [k] hrtimer_force_reprogram
     0.00%  user             [kernel.kallsyms]        [k] rb_insert_color
     0.00%  search           [kernel.kallsyms]        [k] __tcp_push_pending_frames
     0.00%  consul           consul                   [.] runtime.netpoll
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.growslice
     0.00%  search           search                   [.] runtime.suspendG
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003daca
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] write_cache_pages
     0.00%  all-in-one-linu  all-in-one-linux         [.] google.golang.org/grpc/internal/transport.(*loopyWriter).cleanupStreamHandler
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003de64
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f564
     0.00%  user             [kernel.kallsyms]        [k] update_rq_clock
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000428cd
     0.00%  kworker/12:18-e  [kernel.kallsyms]        [k] drm_fb_helper_dirty_work
     0.00%  dockerd          [kernel.kallsyms]        [k] osq_lock
     0.00%  consul           [kernel.kallsyms]        [k] set_user_sigmask
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.readyWithTime.goready.func1
     0.00%  ftdc             [kernel.kallsyms]        [k] show_stat
     0.00%  JournalFlusher   mongod                   [.] std::chrono::_V2::system_clock::now
     0.00%  geo              geo                      [.] runtime.typedslicecopy
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cf2e
     0.00%  geo              geo                      [.] runtime.(*mheap).allocManual
     0.00%  docker-proxy     [kernel.kallsyms]        [k] nf_ip_checksum
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] free_one_page
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003dd4d
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e9e3
     0.00%  wrk              [kernel.kallsyms]        [k] tcp_send_ack
     0.00%  geo              [kernel.kallsyms]        [k] lru_add_drain_cpu
     0.00%  ftdc             mongod                   [.] mongo::ServerStatusMetricField<mongo::repl::(anonymous namespace)::OplogBatchStats>::appendAtLeaf
     0.00%  geo              [kernel.kallsyms]        [k] rcu_irq_exit
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000262d6
     0.00%  mongod           libpthread-2.27.so       [.] pthread_mutex_unlock
     0.00%  consul           [kernel.kallsyms]        [k] ktime_get_ts64
     0.00%  ftdc             mongod                   [.] tcmalloc::PageHeap::New
     0.00%  user             [kernel.kallsyms]        [k] get_futex_key_refs.isra.0
     0.00%  recommendation   recommendation           [.] runtime.(*pageBits).popcntRange
     0.00%  ftdc             [kernel.kallsyms]        [k] get_futex_key
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000043058
     0.00%  kworker/9:1H-kb  [kernel.kallsyms]        [k] nvme_map_data
     0.00%  user             [kernel.kallsyms]        [k] vmacache_find
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e722
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e2106
     0.00%  node             [JIT] tid 81615          [.] 0x0000000006d395c8
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f58e
     0.00%  consul           [kernel.kallsyms]        [k] native_queued_spin_lock_slowpath
     0.00%  user             user                     [.] runtime.(*sweepLocked).sweep
     0.00%  rate             [kernel.kallsyms]        [k] do_syscall_64
     0.00%  ftdc             [kernel.kallsyms]        [k] psi_task_change
     0.00%  geo              [kernel.kallsyms]        [k] handle_mm_fault
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] ksoftirqd_running
     0.00%  decreas.ressure  mongod                   [.] malloc
     0.00%  geo              [kernel.kallsyms]        [k] ns_to_timespec64
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000eeabe
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000003aa4
     0.00%  consul           consul                   [.] runtime.stopm
     0.00%  user             [kernel.kallsyms]        [k] br_forward
     0.00%  user             user                     [.] runtime.heapBits.forwardOrBoundary
     0.00%  user             user                     [.] runtime.usleep.abi0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000030779
     0.00%  recommendation   recommendation           [.] runtime.memhash64
     0.00%  geo              geo                      [.] sync.(*WaitGroup).Done
     0.00%  user             [kernel.kallsyms]        [k] ipv4_conntrack_in
     0.00%  user             [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.00%  geo              [kernel.kallsyms]        [k] drop_futex_key_refs.isra.0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cd5a
     0.00%  mongod           mongod                   [.] __wt_session_release_dhandle
     0.00%  ftdc             [kernel.kallsyms]        [k] mntput
     0.00%  node             node                     [.] Builtins_SetConstructor
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003f5c9
     0.00%  recommendation   recommendation           [.] reflect.Value.Elem
     0.00%  wrk              [kernel.kallsyms]        [k] error_entry
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.chansend
     0.00%  dockerd          [kernel.kallsyms]        [k] run_posix_cpu_timers
     0.00%  recommendation   libpthread-2.31.so       [.] __restore_rt
     0.00%  dockerd          dockerd                  [.] runtime.(*semaRoot).queue
     0.00%  consul           [kernel.kallsyms]        [k] prepare_exit_to_usermode
     0.00%  node             [kernel.kallsyms]        [k] copy_user_enhanced_fast_string
     0.00%  dockerd          dockerd                  [.] github.com/miekg/dns.UnpackDomainName
     0.00%  user             [kernel.kallsyms]        [k] kfree_skbmem
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cf08
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d0f7
     0.00%  recommendation   recommendation           [.] runtime.selparkcommit
     0.00%  docker-proxy     [kernel.kallsyms]        [k] native_smp_send_reschedule
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e2315
     0.00%  gmain            [kernel.kallsyms]        [k] __virt_addr_valid
     0.00%  user             user                     [.] runtime.notetsleep
     0.00%  recommendation   [kernel.kallsyms]        [k] restore_sigcontext
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e230a
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003deb5
     0.00%  Backgro.kSource  libpthread-2.27.so       [.] pthread_cond_timedwait@@GLIBC_2.3.2
     0.00%  search           search                   [.] runtime.notetsleep_internal
     0.00%  node             node                     [.] v8::internal::String::MakeThin<v8::internal::Isolate>
     0.00%  geo              [kernel.kallsyms]        [k] alloc_pages_vma
     0.00%  search           [kernel.kallsyms]        [k] __x64_sys_rt_sigreturn
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003d6bf
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000447a0
     0.00%  geo              [kernel.kallsyms]        [k] idle_cpu
     0.00%  ftdc             [kernel.kallsyms]        [k] memcg_kmem_get_cache
     0.00%  wrk              libc-2.31.so             [.] _int_malloc
     0.00%  search           [kernel.kallsyms]        [k] skb_clone
     0.00%  dockerd          [kernel.kallsyms]        [k] get_mem_cgroup_from_page
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000065949
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000037eca
     0.00%  perf             [kernel.kallsyms]        [k] __pagevec_lru_add_fn
     0.00%  geo              geo                      [.] reflect.(*rtype).Kind
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_send_ack
     0.00%  geo              geo                      [.] gosave_systemstack_switch
     0.00%  geo              geo                      [.] runtime.(*mheap).alloc
     0.00%  recommendation   recommendation           [.] sync.runtime_nanotime
     0.00%  JournalFlusher   libc-2.27.so             [.] clock_gettime
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000037f7f
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e7a1
     0.00%  docker-proxy     [kernel.kallsyms]        [k] br_forward_finish
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000a660
     0.00%  dockerd          [kernel.kallsyms]        [k] __mnt_want_write
     0.00%  user             user                     [.] net.(*conn).Read
     0.00%  ksoftirqd/11     [kernel.kallsyms]        [k] __switch_to_asm
     0.00%  user             user                     [.] reflect.Value.Elem
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003ce77
     0.00%  Timesta.Monitor  mongod                   [.] mongo::latch_detail::Mutex::lock
     0.00%  recommendation   recommendation           [.] runtime.typeBitsBulkBarrier
     0.00%  frontend         frontend                 [.] runtime.markrootSpans
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e2273
     0.00%  docker-proxy     [kernel.kallsyms]        [k] exit_to_usermode_loop
     0.00%  JournalFlusher   [kernel.kallsyms]        [k] rb_insert_color
     0.00%  wrk              wrk                      [.] lj_cont_nop
     0.00%  wrk              [kernel.kallsyms]        [k] tick_program_event
     0.00%  all-in-one-linu  all-in-one-linux         [.] sync.runtime_nanotime
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] mempool_free_slab
     0.00%  consul           consul                   [.] time.div
     0.00%  recommendation   [kernel.kallsyms]        [k] hrtimer_interrupt
     0.00%  all-in-one-linu  all-in-one-linux         [.] github.com/jaegertracing/jaeger/thrift-gen/jaeger.(*Tag).ReadField2
     0.00%  geo              [kernel.kallsyms]        [k] do_sched_yield
     0.00%  user             user                     [.] runtime.send
     0.00%  node             [JIT] tid 81683          [.] 0x000000000731f92e
     0.00%  user             [kernel.kallsyms]        [k] do_epoll_wait
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003db13
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e5974
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000405aea
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000064b9a
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] reweight_entity
     0.00%  recommendation   [kernel.kallsyms]        [k] vm_normal_page
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000005663f
     0.00%  ksoftirqd/11     [kernel.kallsyms]        [k] native_queued_spin_lock_slowpath
